client_name,Company,industry_code,industry_name,Item,Forecasted_Year,Forecasted_Revenue,YoY_growth_L1,YoY_growth_L2
BAUSCH & LOMB INC,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Prescription (Rx) Sales,2013,693.7307473,0.0,-0.2872389192290634
BAUSCH & LOMB INC,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2011,3045.345191,,
BAUSCH & LOMB INC,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2011,3045.345191,0.0,
BAUSCH & LOMB INC,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2012,3305.014961,0.08526776234346434,0.08526776234346434
BAUSCH & LOMB INC,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2012,3305.014961,0.0,0.08526776234346434
BAUSCH & LOMB INC,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2013,1900.933878,-0.42483350289439126,-0.42483350289439126
BAUSCH & LOMB INC,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2013,1900.933878,0.0,-0.42483350289439126
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Balancing OTC/MedTech,2011,-179.0,,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Balancing OTC/MedTech,2011,-179.0,0.0,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Balancing OTC/MedTech,2012,-188.0,0.05027932960893855,0.05027932960893855
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Balancing OTC/MedTech,2012,-188.0,0.0,0.05027932960893855
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Balancing OTC/MedTech,2013,-117.660274,-0.37414747872340426,-0.37414747872340426
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Balancing OTC/MedTech,2013,-117.660274,0.0,-0.37414747872340426
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Consumer Healthcare,2011,179.0,,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Consumer Healthcare,2011,179.0,0.0,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Consumer Healthcare,2012,188.0,0.05027932960893855,0.05027932960893855
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Consumer Healthcare,2012,188.0,0.0,0.05027932960893855
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Consumer Healthcare,2013,117.660274,-0.37414747872340426,-0.37414747872340426
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Consumer Healthcare,2013,117.660274,0.0,-0.37414747872340426
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2059.520289,,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2059.520289,0.0,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2143.714417,0.04088045573024224,0.04088045573024224
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2143.714417,0.0,0.04088045573024224
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,1089.542857,-0.4917499978729677,-0.4917499978729677
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,1089.542857,0.0,-0.4917499978729677
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,OTC,2011,179.0,,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,OTC,2011,179.0,0.0,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,OTC,2012,188.0,0.05027932960893855,0.05027932960893855
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,OTC,2012,188.0,0.0,0.05027932960893855
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,OTC,2013,117.660274,-0.37414747872340426,-0.37414747872340426
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,OTC,2013,117.660274,0.0,-0.37414747872340426
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Other Rx Sales,2011,609.6952365,,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Other Rx Sales,2011,609.6952365,0.0,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Other Rx Sales,2012,649.423134,0.06516025568456296,0.06516025568456296
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Other Rx Sales,2012,649.423134,0.0,0.06516025568456296
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Other Rx Sales,2013,418.9267459,-0.35492481870841386,-0.35492481870841386
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Other Rx Sales,2013,418.9267459,0.0,-0.35492481870841386
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2011,197.1296659,,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2011,197.1296659,0.0,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2012,323.8774095,0.6429663593317134,0.6429663593317134
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2012,323.8774095,0.0,0.6429663593317134
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2013,274.8040014,-0.15151846550754877,-0.15151846550754877
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2013,274.8040014,0.0,-0.15151846550754877
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Pharmaceuticals,2011,985.8249024,,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Pharmaceuticals,2011,985.8249024,0.0,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Pharmaceuticals,2012,1161.300543,0.17799879083273606,0.17799879083273606
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Pharmaceuticals,2012,1161.300543,0.0,0.17799879083273606
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Pharmaceuticals,2013,811.3910212,-0.30130832531609353,-0.30130832531609353
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Pharmaceuticals,2013,811.3910212,0.0,-0.30130832531609353
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Prescription (Rx) Sales,2011,806.8249024,,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Prescription (Rx) Sales,2011,806.8249024,0.0,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Prescription (Rx) Sales,2012,973.3005435,0.20633428716044544,0.20633428716044544
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Prescription (Rx) Sales,2012,973.3005435,0.0,0.20633428716044544
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Prescription (Rx) Sales,2013,693.7307473,-0.2872389192290634,-0.2872389192290634
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Prescription (Rx) Sales,2013,693.7307473,0.0,-0.2872389192290634
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2011,3045.345191,,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2011,3045.345191,0.0,
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2012,3305.014961,0.08526776234346434,0.08526776234346434
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2012,3305.014961,0.0,0.08526776234346434
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2013,1900.933878,-0.42483350289439126,-0.42483350289439126
BAUSCH + LOMB CORP,Bausch + Lomb,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2013,1900.933878,0.0,-0.42483350289439126
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,7677.279517,,
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,8007.459005,0.04300735530976496,
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,8407.060884,0.04990370587604409,0.0950572875956941
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,10272.15056,0.22184800392602932,0.28282274733918555
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2016,12485.52734,0.21547355318358963,0.4851239347822476
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2017,12072.30568,-0.03309605183244113,0.1752461774664642
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,15966.74968,0.3225932231364772,0.27882060927031693
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,17275.58251,0.08197240241321291,0.4310093670524089
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2020,16811.71751,-0.026850903564698436,0.05292046577635068
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2021,19999.9116,0.18964118854028977,0.15769824771020113
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2022,19347.84547,-0.03260345060725167,0.15085478080936432
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2012,7677.279517,,
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2013,8007.459005,0.04300735530976496,
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2014,8407.060884,0.04990370587604409,0.0950572875956941
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2015,10272.15056,0.22184800392602932,0.28282274733918555
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2016,12485.52734,0.21547355318358963,0.4851239347822476
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2017,12072.30568,-0.03309605183244113,0.1752461774664642
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2018,15966.74968,0.3225932231364772,0.27882060927031693
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2019,17275.58251,0.08197240241321291,0.4310093670524089
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2020,16811.71751,-0.026850903564698436,0.05292046577635068
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2021,19999.9116,0.18964118854028977,0.15769824771020113
BECTON DICKINSON & CO,Becton Dickinson,33911,Medical Equipment and Supplies Manufacturing,Total WW Revenues,2022,19347.84547,-0.03260345060725167,0.15085478080936432
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2012,2035.552077,,
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2013,2125.955545,0.04441225995712994,
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2014,2183.791598,0.02720473301336135,0.07282521664514485
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2015,2005.4,-0.08168892954958595,-0.05670652205476845
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2016,2003.336815,-0.001028814700309244,-0.08263370147832205
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2017,2134.728266,0.06558630082380845,0.06449000997307275
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2018,2274.2,0.06533465463561705,0.1352060137725768
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2019,2297.9,0.010421247031923375,0.0764367702432438
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2020,2537.0,0.10405152530571393,0.11555711898689669
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2021,2831.629585,0.11613306464327944,0.23226841246355368
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2012,17.43742339,,
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2013,14.36295505,-0.17631437117958282,
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2014,9.615901529,-0.33050674491945864,-0.4485480271979563
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2015,13.74280568,0.4291749596804757,-0.04317700416391679
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2016,14.85353504,0.08082260535899533,0.5446846034356889
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2017,13.04723435,-0.12160746146528101,-0.050613487973003135
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2018,15.909,0.2193388708466022,0.07105816609700466
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2019,13.759,-0.13514362939216795,0.054552990381444344
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2020,8.626,-0.37306490297259975,-0.45779118737821367
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Other Sales,2021,18.12174797,1.100828654069094,0.31708321607674983
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2012,2052.9895,,
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2013,2140.3185,0.042537480099143155,
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2014,2193.4075,0.024804252264324145,0.06839684275053504
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2015,2019.142806,-0.07944930160036368,-0.05661572985515928
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2016,2018.19035,-0.0004717130443521178,-0.0798835373727863
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2017,2147.7755,0.0642085866677542,0.06370658559551146
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2018,2290.109,0.06627019444071314,0.13473389663170265
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2019,2311.659,0.009410032448237349,0.07630383156898835
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2020,2545.626,0.10121172716218108,0.11157416524715646
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,Total WW Revenues,2021,2849.751333,0.11946976225101413,0.23277323039427533
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2011,0.525833333,,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2012,1.653166667,2.1438985763194287,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2013,1.712833333,0.036092347608409625,2.2573692565815335
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2014,1.590333333,-0.07151892577046204,-0.03800786409153989
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2015,1.36925,-0.13901697739237406,-0.20059355827587688
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2016,2.412333333,0.7617917348913636,0.5168727731118994
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2017,17.66783333,6.323960204134858,11.903292554318057
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2018,3.511333333,-0.8012584074450289,0.4555755147789935
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2019,1.096166667,-0.6878203909899203,-0.9379569273421485
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2020,1.029708333,-0.06062794646172176,-0.7067471996114246
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2021,1.096666667,0.06502650493749074,0.0004561350158258648
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2022,1.096666667,0.0,0.06502650493749074
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2018,0.044998,,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2019,0.745719706,15.572285568247477,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2020,0.078097,-0.8952729834391691,0.7355660251566736
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2021,0.078097,0.0,-0.8952729834391691
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2022,2.05e-12,-0.9999999999737506,-0.9999999999737506
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2011,82.87666667,,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2012,84.44,0.018863371233605486,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2013,85.56083333,0.013273724893415384,0.032387483327338096
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2014,116.6793333,0.3637002908793432,0.3818016733775462
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2015,88.99362642,-0.2372802971783864,0.04012108059724073
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2016,85.08066667,-0.04396898865018739,-0.27081631113502425
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2017,124.5735982,0.4641822058491871,0.3998035950583978
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2018,150.0515061,0.20452092793447152,0.7636381092546041
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2019,144.410093,-0.03759651100229788,0.1592351436148851
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2020,167.9536761,0.16303280893254457,0.11930683313547874
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2021,151.973726,-0.09514498563571483,0.05237606903279257
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2022,159.0703748,0.0466965506919268,-0.052891377588608735
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,354.900003,,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,411.4981697,0.1594763770683878,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,459.9398363,0.11772024802763048,0.2959702237590569
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,632.800003,0.37583212641587815,0.5377954255819377
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,786.610003,0.24306257786158714,0.7102454297673106
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,1029.752018,0.3091010972053452,0.6272945845735085
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,1170.039564,0.13623430063528175,0.48744556964399544
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,1355.911173,0.15885925119024447,0.3167356308108735
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,1553.334562,0.14560200766189868,0.32759148476110855
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2020,1681.902591,0.08276905191272,0.24042239970538248
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2021,1809.583016,0.07591428046025284,0.16496668539330428
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2022,1941.962541,0.07315471234506776,0.15462248015527313
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2011,438.302503,,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2012,497.5913363,0.1352692099501882,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2013,547.213503,0.09972474012305255,0.2484836368821739
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2014,751.0696697,0.3725349714186421,0.5094106647531675
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2015,876.9728794,0.1676318652972495,0.6026155688632562
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2016,1117.245018,0.2739789841213647,0.48753845757912395
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2017,1312.280995,0.17456867012854294,0.49637580115114344
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2018,1509.51901,0.15030166233566455,0.35110829377625374
