client_name,Company,industry_code,industry_name,Item,Financial_Year,quarter,Actual_Announcement_Quarter,Reported_Revenue,YoY_Reported_Revenue_growth_L1,YoY_Reported_Revenue_growth_L2
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2016,2017-09-30,2017-06-30,2054.0,0.0,0.02423456666999102
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2016,2017-12-31,2017-06-30,2054.0,0.0,0.0
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2016,2018-03-31,2017-06-30,2054.0,0.0,0.0
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2017,2018-06-30,2018-06-30,2146.0,0.04479065238558899,0.04479065238558899
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2017,2018-09-30,2018-06-30,2146.0,0.0,0.04479065238558899
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2017,2018-12-31,2018-06-30,2146.0,0.0,0.0
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2017,2019-03-31,2018-06-30,2146.0,0.0,0.0
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2018,2019-06-30,2019-06-30,2274.2,0.05973904939422181,0.05973904939422181
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2018,2019-09-30,2019-06-30,2274.2,0.0,0.05973904939422181
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2018,2019-12-31,2019-06-30,2274.2,0.0,0.0
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2018,2020-03-31,2019-06-30,2274.2,0.0,0.0
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2019,2020-06-30,2020-06-30,2297.899026,0.010420818749450556,0.010420818749450556
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2019,2020-09-30,2020-06-30,2297.899026,0.0,0.010420818749450556
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2019,2020-12-31,2020-06-30,2297.9,4.238654480737125e-07,4.238654480737125e-07
BIO-RAD LABORATORIES INC,Bio-Rad Laboratories,33451,Navigational Measuring Electromedical and Control Instrument,MedTech & Healthcare Supply,2019,2021-03-31,2020-06-30,2297.9,0.0,4.238654480737125e-07
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-03-31,2011-03-31,298.500003,,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-06-30,2011-03-31,298.500003,0.0,
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-09-30,2011-03-31,298.500003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-12-31,2011-03-31,298.500003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2012-03-31,2011-03-31,298.500003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-06-30,2012-06-30,354.847003,0.18876716728207188,0.18876716728207188
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-09-30,2012-06-30,354.847003,0.0,0.18876716728207188
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-12-31,2012-06-30,354.847003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2013-03-31,2012-06-30,354.847003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2013-06-30,2013-06-30,414.300003,0.16754544774892755,0.16754544774892755
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2013-09-30,2013-06-30,414.300003,0.0,0.16754544774892755
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2013-12-31,2013-06-30,414.300003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2014-03-31,2013-06-30,414.300003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2014-06-30,2014-06-30,454.800003,0.09775524911111333,0.09775524911111333
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2014-09-30,2014-06-30,454.800003,0.0,0.09775524911111333
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2014-12-31,2014-06-30,454.700003,-0.0002198768675030216,-0.0002198768675030216
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2015-03-31,2014-06-30,454.800003,0.00021992522397229486,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,2015-06-30,2015-06-30,632.800003,0.39138082415535935,0.39168682389474263
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,2015-09-30,2015-06-30,632.800003,0.0,0.39138082415535935
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,2015-12-31,2015-06-30,632.800003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,2016-03-31,2015-06-30,632.800003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,2016-06-30,2016-06-30,786.610003,0.24306257786158714,0.24306257786158714
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,2016-09-30,2016-06-30,786.610003,0.0,0.24306257786158714
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,2016-12-31,2016-06-30,786.610003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,2017-03-31,2017-03-31,1016.149878,0.29180899572160657,0.29180899572160657
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,2017-06-30,2017-03-31,1016.440003,0.0002855139839914589,0.29217782525453084
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,2017-09-30,2017-03-31,1016.440003,0.0,0.0002855139839914589
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,2017-12-31,2017-03-31,1017.028003,0.0005784896287674979,0.0005784896287674979
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,2018-03-31,2017-03-31,1017.028003,0.0,0.0005784896287674979
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,2018-06-30,2018-06-30,1180.400003,0.16063667816234162,0.16063667816234162
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,2018-09-30,2018-06-30,1180.400003,0.0,0.16063667816234162
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,2018-12-31,2018-06-30,1180.400002,-8.471703338841508e-10,-8.471703338841508e-10
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,2019-03-31,2019-03-31,1333.680331,0.12985456518154082,0.1298545642243616
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,2019-06-30,2019-03-31,1334.51328,0.0006245492121603746,0.13056021496008086
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,2019-09-30,2019-03-31,1334.51328,0.0,0.0006245492121603746
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,2019-12-31,2019-03-31,1334.51328,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,2020-03-31,2019-03-31,1334.51328,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,2020-06-30,2020-06-30,1563.200003,0.17136339250217136,0.17136339250217136
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,2020-09-30,2020-06-30,1563.200003,0.0,0.17136339250217136
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,2020-12-31,2020-06-30,1563.200003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,2021-03-31,2020-06-30,1563.200003,0.0,0.0
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2020,2021-06-30,2021-06-30,1675.8,0.07203172772767719,0.07203172772767719
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2020,2021-09-30,2021-06-30,1675.8,0.0,0.07203172772767719
BIOMARIN PHARMACEUTICAL INC,BioMarin Pharmaceutical,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2020,2021-12-31,2021-06-30,1675.8,0.0,0.0
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2010,2011-12-31,2011-12-31,2732.2,,
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2010,2012-03-31,2011-12-31,2732.2,0.0,
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2010,2012-06-30,2011-12-31,2732.2,0.0,0.0
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2010,2012-09-30,2011-12-31,2732.2,0.0,0.0
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2012-12-31,2012-12-31,2838.1,0.03875997364761008,0.03875997364761008
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2013-03-31,2012-12-31,2838.1,0.0,0.03875997364761008
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2013-06-30,2012-12-31,2838.1,0.0,0.0
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-09-30,2013-09-30,3052.9,0.07568443677107939,0.07568443677107939
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-12-31,2013-09-30,3052.9,0.0,0.07568443677107939
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2014-03-31,2013-09-30,3052.9,0.0,0.0
BIOMET INC,Biomet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2014-06-30,2013-09-30,3052.9,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2010,2011-12-31,2011-12-31,7806.0,,
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2012-03-31,2012-03-31,7622.0,-0.023571611580835206,
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2012-06-30,2012-03-31,7622.0,0.0,-0.023571611580835206
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2012-09-30,2012-03-31,7622.321327,4.215783258976202e-05,4.215783258976202e-05
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2012-12-31,2012-03-31,7622.321327,0.0,4.215783258976202e-05
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-03-31,2013-03-31,7249.0,-0.048977379853773706,-0.048977379853773706
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-06-30,2013-03-31,7249.0,0.0,-0.048977379853773706
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-09-30,2013-03-31,7249.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-12-31,2013-03-31,7249.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-03-31,2014-03-31,7143.0,-0.014622706580217915,-0.014622706580217915
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-06-30,2014-03-31,7143.0,0.0,-0.014622706580217915
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-09-30,2014-03-31,7143.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-12-31,2014-03-31,7143.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,2015-03-31,2015-03-31,7380.0,0.033179336413271754,0.033179336413271754
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,2015-06-30,2015-03-31,7380.0,0.0,0.033179336413271754
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,2015-09-30,2015-03-31,7380.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,2015-12-31,2015-03-31,7380.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,2016-03-31,2016-03-31,7477.0,0.013143631436314474,0.013143631436314474
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,2016-06-30,2016-03-31,7477.0,0.0,0.013143631436314474
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,2016-09-30,2016-03-31,7477.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,2016-12-31,2016-03-31,7477.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2016,2017-03-31,2017-03-31,8386.0,0.12157282332486297,0.12157282332486297
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2016,2017-06-30,2017-03-31,8386.0,0.0,0.12157282332486297
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2016,2017-09-30,2017-03-31,8386.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2016,2017-12-31,2017-03-31,8386.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2017,2018-03-31,2018-03-31,9048.0,0.07894109229668489,0.07894109229668489
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2017,2018-06-30,2018-03-31,9048.0,0.0,0.07894109229668489
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2017,2018-09-30,2018-03-31,9048.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2017,2018-12-31,2018-03-31,9048.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,2019-03-31,2019-03-31,9823.0,0.08565428824049515,0.08565428824049515
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,2019-06-30,2019-03-31,9823.0,0.0,0.08565428824049515
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,2019-09-30,2019-03-31,9823.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,2019-12-31,2019-03-31,9823.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2020-03-31,2020-03-31,10654.0,0.08459737351114738,0.08459737351114738
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2020-06-30,2020-03-31,10654.0,0.0,0.08459737351114738
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2020-09-30,2020-03-31,10654.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2020-12-31,2020-03-31,10654.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2021-03-31,2020-03-31,10654.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2020,2021-06-30,2021-06-30,9694.0,-0.09010700206495215,-0.09010700206495215
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2020,2021-09-30,2021-06-30,9694.0,0.0,-0.09010700206495215
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2020,2021-12-31,2021-06-30,9694.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2020,2022-03-31,2021-06-30,9694.0,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2019,2020-03-31,2020-03-31,51.76374672,,
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2019,2020-06-30,2020-03-31,51.76374672,0.0,
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2019,2020-09-30,2020-03-31,51.76374672,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2019,2020-12-31,2020-03-31,51.76374672,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2019,2021-03-31,2020-03-31,51.76374672,0.0,0.0
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2020,2021-06-30,2021-06-30,143.7080675,1.7762300182277069,1.7762300182277069
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2020,2021-09-30,2021-06-30,143.5428105,-0.001149949358271063,1.773037494299833
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2020,2021-12-31,2021-06-30,143.5428105,0.0,-0.001149949358271063
BOSTON SCIENTIFIC CORP,Boston Scientific,33911,Medical Equipment and Supplies Manufacturing,Rx Sales from Products module,2020,2022-03-31,2021-06-30,143.5428105,0.0,0.0
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-03-31,2011-03-31,13569.59685,,
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-06-30,2011-03-31,13573.88961,0.00031635132918483855,
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-09-30,2011-03-31,13570.5,-0.00024971545352059366,6.655687784862252e-05
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-12-31,2011-03-31,13570.5,0.0,-0.00024971545352059366
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-03-31,2012-03-31,15377.0015,0.13311974503518664,0.13311974503518664
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-06-30,2012-03-31,15336.91667,-0.002606804063848167,0.13016592387900228
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-09-30,2012-03-31,15306.0,-0.002015833473260953,-0.004617382654219071
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-12-31,2012-03-31,15280.09497,-0.0016924754998040026,-0.0037048972242997857
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2013-03-31,2013-03-31,11277.34962,-0.26195814606249135,-0.26320726381811044
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2013-06-30,2013-03-31,11228.73303,-0.004310994306125027,-0.26513984029249793
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2013-09-30,2013-03-31,11538.0709,0.027548777691440263,0.023119020761546594
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2013-12-31,2013-03-31,11538.0709,0.0,0.027548777691440263
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2014-03-31,2014-03-31,10249.72833,-0.11166013635780314,-0.11166013635780314
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2014-06-30,2014-03-31,10249.72833,0.0,-0.11166013635780314
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2014-09-30,2014-03-31,10249.72833,0.0,0.0
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2014-12-31,2014-03-31,10244.45333,-0.0005146477867672417,-0.0005146477867672417
BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,Bristol Myers Squibb,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,2015-03-31,2015-03-31,9977.581112,-0.026050410832414883,-0.026551651832902756
