client_name,Company,industry_code,industry_name,Item,Quarter,Forecasted_Financial_Year,Reported_Financial_Year,Forecasted_Revenue,Actual_Revenue,pct_change_actual_vs_forecasted,QoQ_actual_vs_forecast_L1,QoQ_actual_vs_forecast_L2,QoQ_actual_vs_forecast_L3,QoQ_actual_vs_forecast_L4
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2017-06-30,2017,2016,14127.47323,18597.43221,0.31640187224053223,0.31640187224053223,0.013313987444857575,0.013313987444857575,0.013313987444857575
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2017-09-30,2017,2016,14127.47323,18597.43221,0.31640187224053223,0.31640187224053223,0.31640187224053223,0.013313987444857575,0.013313987444857575
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2017-12-31,2017,2016,14127.47323,18597.43221,0.31640187224053223,0.31640187224053223,0.31640187224053223,0.31640187224053223,0.013313987444857575
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2018-03-31,2018,2017,13520.92479,14960.53132,0.10647249003742154,0.31640187224053223,0.31640187224053223,0.31640187224053223,0.31640187224053223
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2018-06-30,2018,2017,13520.92479,14960.53132,0.10647249003742154,0.10647249003742154,0.31640187224053223,0.31640187224053223,0.31640187224053223
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2018-09-30,2018,2017,13520.92479,14960.53132,0.10647249003742154,0.10647249003742154,0.10647249003742154,0.31640187224053223,0.31640187224053223
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2018-12-31,2018,2017,13520.92479,14960.53132,0.10647249003742154,0.10647249003742154,0.10647249003742154,0.10647249003742154,0.31640187224053223
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2019-03-31,2019,2018,13643.83163,15094.65438,0.10633543342838798,0.10647249003742154,0.10647249003742154,0.10647249003742154,0.10647249003742154
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2019-06-30,2019,2018,13643.83163,15094.65438,0.10633543342838798,0.10633543342838798,0.10647249003742154,0.10647249003742154,0.10647249003742154
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2019-09-30,2019,2018,13643.83163,15094.65438,0.10633543342838798,0.10633543342838798,0.10633543342838798,0.10647249003742154,0.10647249003742154
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2019-12-31,2019,2018,13643.83163,15094.65438,0.10633543342838798,0.10633543342838798,0.10633543342838798,0.10633543342838798,0.10647249003742154
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2020-03-31,2021,2019,14058.62952,15153.23507,0.07786004663134477,0.10633543342838798,0.10633543342838798,0.10633543342838798,0.10633543342838798
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2020-06-30,2020,2019,4773.199547,15153.23507,2.174649398331555,0.07786004663134477,0.10633543342838798,0.10633543342838798,0.10633543342838798
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2020-09-30,2020,2019,4773.199547,15153.23507,2.174649398331555,2.174649398331555,0.07786004663134477,0.10633543342838798,0.10633543342838798
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2020-12-31,2020,2019,4773.199547,15153.23507,2.174649398331555,2.174649398331555,2.174649398331555,0.07786004663134477,0.10633543342838798
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2011-03-31,2011,2010,4555.666667,3566.9,-0.2170410478366108,,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2011-06-30,2011,2010,4555.666667,3566.9,-0.2170410478366108,-0.2170410478366108,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2011-09-30,2011,2010,4555.666667,3566.9,-0.2170410478366108,-0.2170410478366108,-0.2170410478366108,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2011-12-31,2011,2010,4555.666667,3566.9,-0.2170410478366108,-0.2170410478366108,-0.2170410478366108,-0.2170410478366108,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2012-03-31,2012,2010,5893.358639,3566.9,-0.39475938620201795,-0.2170410478366108,-0.2170410478366108,-0.2170410478366108,-0.2170410478366108
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2012-06-30,2012,2011,5893.358639,4584.4,-0.22210741262848172,-0.39475938620201795,-0.2170410478366108,-0.2170410478366108,-0.2170410478366108
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2012-09-30,2012,2011,5893.358639,4584.4,-0.22210741262848172,-0.22210741262848172,-0.39475938620201795,-0.2170410478366108,-0.2170410478366108
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2012-12-31,2012,2011,5893.358639,4584.4,-0.22210741262848172,-0.22210741262848172,-0.22210741262848172,-0.39475938620201795,-0.2170410478366108
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2013-03-31,2013,2011,8648.880756,4584.4,-0.4699429753590189,-0.22210741262848172,-0.22210741262848172,-0.22210741262848172,-0.39475938620201795
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2013-06-30,2013,2012,8648.880756,5914.9,-0.3161080413905987,-0.4699429753590189,-0.22210741262848172,-0.22210741262848172,-0.22210741262848172
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2013-09-30,2013,2012,8648.880756,5914.9,-0.3161080413905987,-0.3161080413905987,-0.4699429753590189,-0.22210741262848172,-0.22210741262848172
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2013-12-31,2013,2012,8648.880756,5914.9,-0.3161080413905987,-0.3161080413905987,-0.3161080413905987,-0.4699429753590189,-0.22210741262848172
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2014-03-31,2013,2012,8648.880756,5914.9,-0.3161080413905987,-0.3161080413905987,-0.3161080413905987,-0.3161080413905987,-0.4699429753590189
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2014-06-30,2014,2013,12614.11548,8677.6,-0.31207225637354,-0.3161080413905987,-0.3161080413905987,-0.3161080413905987,-0.3161080413905987
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2014-09-30,2014,2013,12614.11548,8677.6,-0.31207225637354,-0.31207225637354,-0.3161080413905987,-0.3161080413905987,-0.3161080413905987
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2014-12-31,2014,2013,12614.11548,8677.6,-0.31207225637354,-0.31207225637354,-0.31207225637354,-0.3161080413905987,-0.3161080413905987
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2015-03-31,2015,2013,21717.37547,8677.6,-0.6004305395010974,-0.31207225637354,-0.31207225637354,-0.31207225637354,-0.3161080413905987
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2015-06-30,2015,2014,21717.37547,13062.3,-0.3985322941971496,-0.6004305395010974,-0.31207225637354,-0.31207225637354,-0.31207225637354
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2015-09-30,2015,2014,21717.37547,13062.3,-0.3985322941971496,-0.3985322941971496,-0.6004305395010974,-0.31207225637354,-0.31207225637354
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2015-12-31,2015,2014,21717.37547,13062.3,-0.3985322941971496,-0.3985322941971496,-0.3985322941971496,-0.6004305395010974,-0.31207225637354
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2016-03-31,2015,2014,21717.37547,13062.3,-0.3985322941971496,-0.3985322941971496,-0.3985322941971496,-0.3985322941971496,-0.6004305395010974
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2016-06-30,2016,2015,14551.29283,15071.0,0.03571553236345665,-0.3985322941971496,-0.3985322941971496,-0.3985322941971496,-0.3985322941971496
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2016-09-30,2016,2015,14551.29283,15071.0,0.03571553236345665,0.03571553236345665,-0.3985322941971496,-0.3985322941971496,-0.3985322941971496
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2016-12-31,2016,2015,14551.29283,15071.0,0.03571553236345665,0.03571553236345665,0.03571553236345665,-0.3985322941971496,-0.3985322941971496
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2017-03-31,2017,2016,15863.51414,14570.89381,-0.08148385777528609,0.03571553236345665,0.03571553236345665,0.03571553236345665,-0.3985322941971496
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2017-06-30,2017,2016,15863.51414,14570.89381,-0.08148385777528609,-0.08148385777528609,0.03571553236345665,0.03571553236345665,0.03571553236345665
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2017-09-30,2017,2016,15863.51414,14570.89381,-0.08148385777528609,-0.08148385777528609,-0.08148385777528609,0.03571553236345665,0.03571553236345665
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2017-12-31,2017,2016,15863.51414,14570.89381,-0.08148385777528609,-0.08148385777528609,-0.08148385777528609,-0.08148385777528609,0.03571553236345665
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2018-03-31,2018,2017,15690.80975,15940.7,0.015925898916721005,-0.08148385777528609,-0.08148385777528609,-0.08148385777528609,-0.08148385777528609
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2018-06-30,2018,2017,15690.80975,15940.7,0.015925898916721005,0.015925898916721005,-0.08148385777528609,-0.08148385777528609,-0.08148385777528609
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2018-09-30,2018,2017,15690.80975,15940.7,0.015925898916721005,0.015925898916721005,0.015925898916721005,-0.08148385777528609,-0.08148385777528609
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2018-12-31,2018,2017,15690.80975,15940.7,0.015925898916721005,0.015925898916721005,0.015925898916721005,0.015925898916721005,-0.08148385777528609
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2019-03-31,2019,2018,15557.21253,15762.4,0.013189218158736495,0.015925898916721005,0.015925898916721005,0.015925898916721005,0.015925898916721005
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2019-06-30,2019,2018,15557.21253,15762.4,0.013189218158736495,0.013189218158736495,0.015925898916721005,0.015925898916721005,0.015925898916721005
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2019-09-30,2019,2018,15557.21253,15762.4,0.013189218158736495,0.013189218158736495,0.013189218158736495,0.015925898916721005,0.015925898916721005
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2019-12-31,2019,2018,15557.21253,15762.4,0.013189218158736495,0.013189218158736495,0.013189218158736495,0.013189218158736495,0.015925898916721005
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2020-03-31,2021,2019,16308.22151,16063.9,-0.014981493221083908,0.013189218158736495,0.013189218158736495,0.013189218158736495,0.013189218158736495
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2020-06-30,2020,2019,5988.898997,16063.9,1.6822793318182252,-0.014981493221083908,0.013189218158736495,0.013189218158736495,0.013189218158736495
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2020-09-30,2020,2019,5988.898997,16063.9,1.6822793318182252,1.6822793318182252,-0.014981493221083908,0.013189218158736495,0.013189218158736495
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2020-12-31,2020,2019,5988.898997,16063.9,1.6822793318182252,1.6822793318182252,1.6822793318182252,-0.014981493221083908,0.013189218158736495
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2011-03-31,2011,2010,3297.755365,1641.8,-0.5021462121099453,,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2011-06-30,2011,2010,3297.755365,1641.8,-0.5021462121099453,-0.5021462121099453,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2011-09-30,2011,2010,3297.755365,1641.8,-0.5021462121099453,-0.5021462121099453,-0.5021462121099453,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2011-12-31,2011,2010,3297.755365,1641.8,-0.5021462121099453,-0.5021462121099453,-0.5021462121099453,-0.5021462121099453,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2012-03-31,2012,2010,4344.165641,1641.8,-0.622067817924625,-0.5021462121099453,-0.5021462121099453,-0.5021462121099453,-0.5021462121099453
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2012-06-30,2012,2011,4344.165641,3320.2,-0.2357105427417103,-0.622067817924625,-0.5021462121099453,-0.5021462121099453,-0.5021462121099453
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2012-09-30,2012,2011,4344.165641,3320.2,-0.2357105427417103,-0.2357105427417103,-0.622067817924625,-0.5021462121099453,-0.5021462121099453
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2012-12-31,2012,2011,4344.165641,3320.2,-0.2357105427417103,-0.2357105427417103,-0.2357105427417103,-0.622067817924625,-0.5021462121099453
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2013-03-31,2013,2011,6230.220984,3320.2,-0.46708150344479016,-0.2357105427417103,-0.2357105427417103,-0.2357105427417103,-0.622067817924625
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2013-06-30,2013,2012,6230.220984,4385.2,-0.2961405363851858,-0.46708150344479016,-0.2357105427417103,-0.2357105427417103,-0.2357105427417103
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2013-09-30,2013,2012,6230.220984,4385.2,-0.2961405363851858,-0.2961405363851858,-0.46708150344479016,-0.2357105427417103,-0.2357105427417103
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2013-12-31,2013,2012,6230.220984,4385.2,-0.2961405363851858,-0.2961405363851858,-0.2961405363851858,-0.46708150344479016,-0.2357105427417103
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2014-03-31,2013,2012,6230.220984,4385.2,-0.2961405363851858,-0.2961405363851858,-0.2961405363851858,-0.2961405363851858,-0.46708150344479016
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2014-06-30,2014,2013,6448.455517,6252.3,-0.03041899203349969,-0.2961405363851858,-0.2961405363851858,-0.2961405363851858,-0.2961405363851858
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2014-09-30,2014,2013,6448.455517,6252.3,-0.03041899203349969,-0.03041899203349969,-0.2961405363851858,-0.2961405363851858,-0.2961405363851858
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2014-12-31,2014,2013,6448.455517,6252.3,-0.03041899203349969,-0.03041899203349969,-0.03041899203349969,-0.2961405363851858,-0.2961405363851858
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2015-03-31,2015,2013,6605.443379,6252.3,-0.05346247916115853,-0.03041899203349969,-0.03041899203349969,-0.03041899203349969,-0.2961405363851858
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2015-06-30,2015,2014,6605.443379,6252.3,-0.05346247916115853,-0.05346247916115853,-0.03041899203349969,-0.03041899203349969,-0.03041899203349969
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2015-09-30,2015,2014,6605.443379,6252.3,-0.05346247916115853,-0.05346247916115853,-0.05346247916115853,-0.03041899203349969,-0.03041899203349969
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2015-12-31,2015,2014,6605.443379,6252.3,-0.05346247916115853,-0.05346247916115853,-0.05346247916115853,-0.05346247916115853,-0.03041899203349969
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2016-03-31,2015,2014,6605.443379,6252.3,-0.05346247916115853,-0.05346247916115853,-0.05346247916115853,-0.05346247916115853,-0.05346247916115853
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2016-06-30,2017,2015,7150.727428,6116.1,-0.1446884164467973,-0.05346247916115853,-0.05346247916115853,-0.05346247916115853,-0.05346247916115853
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2016-09-30,2016,2015,4154.943182,6116.1,0.4720056886688855,-0.1446884164467973,-0.05346247916115853,-0.05346247916115853,-0.05346247916115853
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2016-12-31,2016,2015,4154.943182,6116.1,0.4720056886688855,0.4720056886688855,-0.1446884164467973,-0.05346247916115853,-0.05346247916115853
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2014-06-30,2014,2013,298.5892327,49.92534247,-0.8327959048672019,,,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2014-09-30,2014,2013,298.5892327,49.92534247,-0.8327959048672019,-0.8327959048672019,,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2014-12-31,2014,2013,298.5892327,49.92534247,-0.8327959048672019,-0.8327959048672019,-0.8327959048672019,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2015-03-31,2015,2014,387.2941727,281.5892327,-0.27293191442330206,-0.8327959048672019,-0.8327959048672019,-0.8327959048672019,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2015-06-30,2015,2014,387.2941727,281.5892327,-0.27293191442330206,-0.27293191442330206,-0.8327959048672019,-0.8327959048672019,-0.8327959048672019
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2015-09-30,2015,2014,387.2941727,281.5892327,-0.27293191442330206,-0.27293191442330206,-0.27293191442330206,-0.8327959048672019,-0.8327959048672019
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2015-12-31,2015,2014,387.2941727,281.5892327,-0.27293191442330206,-0.27293191442330206,-0.27293191442330206,-0.27293191442330206,-0.8327959048672019
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2016-03-31,2016,2015,567.5396876,387.2941727,-0.3175910316725487,-0.27293191442330206,-0.27293191442330206,-0.27293191442330206,-0.27293191442330206
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2016-06-30,2016,2015,567.5396876,387.2941727,-0.3175910316725487,-0.3175910316725487,-0.27293191442330206,-0.27293191442330206,-0.27293191442330206
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2016-09-30,2016,2015,567.5396876,387.2941727,-0.3175910316725487,-0.3175910316725487,-0.3175910316725487,-0.27293191442330206,-0.27293191442330206
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2016-12-31,2016,2015,567.5396876,387.2941727,-0.3175910316725487,-0.3175910316725487,-0.3175910316725487,-0.3175910316725487,-0.27293191442330206
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2017-03-31,2017,2016,547.1018936,567.5396876,0.03735646730358884,-0.3175910316725487,-0.3175910316725487,-0.3175910316725487,-0.3175910316725487
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2017-06-30,2017,2016,547.1018936,567.5396876,0.03735646730358884,0.03735646730358884,-0.3175910316725487,-0.3175910316725487,-0.3175910316725487
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2017-09-30,2017,2016,547.1018936,567.5396876,0.03735646730358884,0.03735646730358884,0.03735646730358884,-0.3175910316725487,-0.3175910316725487
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2017-12-31,2017,2016,547.1018936,567.5396876,0.03735646730358884,0.03735646730358884,0.03735646730358884,0.03735646730358884,-0.3175910316725487
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2018-03-31,2018,2017,548.5166571,547.1018936,-0.0025792534860833044,0.03735646730358884,0.03735646730358884,0.03735646730358884,0.03735646730358884
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2018-06-30,2018,2017,548.5166571,547.1018936,-0.0025792534860833044,-0.0025792534860833044,0.03735646730358884,0.03735646730358884,0.03735646730358884
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2018-09-30,2018,2017,548.5166571,547.1018936,-0.0025792534860833044,-0.0025792534860833044,-0.0025792534860833044,0.03735646730358884,0.03735646730358884
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2018-12-31,2018,2017,548.5166571,547.1018936,-0.0025792534860833044,-0.0025792534860833044,-0.0025792534860833044,-0.0025792534860833044,0.03735646730358884
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2019-03-31,2019,2018,572.3417298,546.0423656,-0.045950457271724886,-0.0025792534860833044,-0.0025792534860833044,-0.0025792534860833044,-0.0025792534860833044
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2019-06-30,2019,2018,572.3417298,546.0423656,-0.045950457271724886,-0.045950457271724886,-0.0025792534860833044,-0.0025792534860833044,-0.0025792534860833044
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2019-09-30,2019,2018,572.3417298,546.0423656,-0.045950457271724886,-0.045950457271724886,-0.045950457271724886,-0.0025792534860833044,-0.0025792534860833044
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2019-12-31,2019,2018,572.3417298,546.0423656,-0.045950457271724886,-0.045950457271724886,-0.045950457271724886,-0.045950457271724886,-0.0025792534860833044
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2020-03-31,2020,2019,343.5685503,576.7950424,0.6788353936830056,-0.045950457271724886,-0.045950457271724886,-0.045950457271724886,-0.045950457271724886
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2020-06-30,2020,2019,343.5685503,576.7950424,0.6788353936830056,0.6788353936830056,-0.045950457271724886,-0.045950457271724886,-0.045950457271724886
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2020-09-30,2020,2019,343.5685503,576.7950424,0.6788353936830056,0.6788353936830056,0.6788353936830056,-0.045950457271724886,-0.045950457271724886
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2020-12-31,2020,2019,343.5685503,576.7950424,0.6788353936830056,0.6788353936830056,0.6788353936830056,0.6788353936830056,-0.045950457271724886
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2021-03-31,2021,2020,99.94193554,322.625,2.228124392996922,0.6788353936830056,0.6788353936830056,0.6788353936830056,0.6788353936830056
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2021-06-30,2021,2020,99.94193554,322.625,2.228124392996922,2.228124392996922,0.6788353936830056,0.6788353936830056,0.6788353936830056
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2021-09-30,2021,2020,99.94193554,322.625,2.228124392996922,2.228124392996922,2.228124392996922,0.6788353936830056,0.6788353936830056
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2021-12-31,2022,2021,51.11328871,99.94193554,0.9553023893069706,2.228124392996922,2.228124392996922,2.228124392996922,0.6788353936830056
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2022-03-31,2022,2021,51.11328871,99.94193554,0.9553023893069706,0.9553023893069706,2.228124392996922,2.228124392996922,2.228124392996922
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2021-12-31,2022,2021,5.3625,306.4256194,56.14230664801865,,,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2022-03-31,2022,2021,5.3625,306.4256194,56.14230664801865,56.14230664801865,,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2013-03-31,2013,2012,173.0,173.0,0.0,,,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2013-06-30,2013,2012,173.0,173.0,0.0,0.0,,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2013-09-30,2013,2012,173.0,173.0,0.0,0.0,0.0,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2013-12-31,2013,2012,173.0,173.0,0.0,0.0,0.0,0.0,
