Company,Item,Year,Data Kind,Data,Source,Comment
ATAI Life Sciences,Other Pharmaceuticals,2023,Actual Data,0.170166423,Forecast,
ATAI Life Sciences,Total WW Pharmaceuticals,2021,Actual Data,23.82260274,Forecast,
ATAI Life Sciences,Total WW Pharmaceuticals,2022,Actual Data,0.169726908,Forecast,
ATAI Life Sciences,Total WW Pharmaceuticals,2023,Actual Data,0.170166423,Forecast,
ATAI Life Sciences,Total WW Revenues,2021,Actual Data,23.82260274,Forecast,
ATAI Life Sciences,Total WW Revenues,2022,Actual Data,0.169726908,Forecast,
ATAI Life Sciences,Total WW Revenues,2023,Actual Data,0.170166423,Forecast,
Avanos Medical,MedTech & Healthcare Supply,2010,Actual Data,1495.8,Reported,
Avanos Medical,MedTech & Healthcare Supply,2011,Actual Data,1659.9,Reported,
Avanos Medical,MedTech & Healthcare Supply,2012,Actual Data,1684,Reported,
Avanos Medical,MedTech & Healthcare Supply,2013,Actual Data,1677.5,Reported,
Avanos Medical,MedTech & Healthcare Supply,2014,Actual Data,1672.1,Reported,
Avanos Medical,MedTech & Healthcare Supply,2015,Actual Data,1574.4,Reported,
Avanos Medical,MedTech & Healthcare Supply,2016,Actual Data,1592.3,Reported,
Avanos Medical,MedTech & Healthcare Supply,2017,Actual Data,1624.3,Reported,
Avanos Medical,MedTech & Healthcare Supply,2018,Actual Data,652.3,Reported,
Avanos Medical,MedTech & Healthcare Supply,2019,Actual Data,697.6,Reported,
Avanos Medical,MedTech & Healthcare Supply,2020,Actual Data,714.8,Reported,
Avanos Medical,MedTech & Healthcare Supply,2021,Actual Data,744.6,Forecast,
Avanos Medical,MedTech & Healthcare Supply,2022,Actual Data,817.1944696,Forecast,
Avanos Medical,MedTech & Healthcare Supply,2023,Actual Data,863.2618854,Forecast,
Avanos Medical,MedTech & Healthcare Supply,2023,CAGR (%),-4.1402968,Forecast,
Avanos Medical,Total WW Revenues,2010,Actual Data,1495.8,Reported,
Avanos Medical,Total WW Revenues,2011,Actual Data,1659.9,Reported,
Avanos Medical,Total WW Revenues,2012,Actual Data,1684,Reported,
Avanos Medical,Total WW Revenues,2013,Actual Data,1677.5,Reported,
Avanos Medical,Total WW Revenues,2014,Actual Data,1672.1,Reported,
Avanos Medical,Total WW Revenues,2015,Actual Data,509,Reported,
Avanos Medical,Total WW Revenues,2016,Actual Data,566.2,Reported,
Avanos Medical,Total WW Revenues,2017,Actual Data,611.6,Reported,
Avanos Medical,Total WW Revenues,2018,Actual Data,652.3,Reported,
Avanos Medical,Total WW Revenues,2019,Actual Data,697.6,Reported,
Avanos Medical,Total WW Revenues,2020,Actual Data,714.8,Reported,
Avanos Medical,Total WW Revenues,2021,Actual Data,744.6,Forecast,
Avanos Medical,Total WW Revenues,2022,Actual Data,817.1944696,Forecast,
Avanos Medical,Total WW Revenues,2023,Actual Data,863.2618854,Forecast,
Avanos Medical,Total WW Revenues,2023,CAGR (%),-4.1402968,Forecast,
Avanos Medical,Eliminations/JV adjustment,2015,Actual Data,-1065.4,Reported,
Avanos Medical,Eliminations/JV adjustment,2016,Actual Data,-1026.1,Reported,
Avanos Medical,Eliminations/JV adjustment,2017,Actual Data,-1012.7,Reported,
Bausch + Lomb,Rx Sales from Products module,2010,Actual Data,194.4244438,Reported,
Bausch + Lomb,Rx Sales from Products module,2011,Actual Data,197.1296659,Reported,
Bausch + Lomb,Rx Sales from Products module,2012,Actual Data,323.8774095,Reported,
Bausch + Lomb,Rx Sales from Products module,2013,Actual Data,274.8040014,Forecast,
Bausch + Lomb,Other Rx Sales,2010,Actual Data,572.7755563,Reported,
Bausch + Lomb,Other Rx Sales,2011,Actual Data,733.9703341,Reported,
Bausch + Lomb,Other Rx Sales,2012,Actual Data,776.1225905,Reported,
Bausch + Lomb,Other Rx Sales,2013,Actual Data,418.9267459,Forecast,
Bausch + Lomb,Total WW Prescription (Rx) Sales,2010,Actual Data,767.2,Reported,
Bausch + Lomb,Total WW Prescription (Rx) Sales,2011,Actual Data,931.1,Reported,
Bausch + Lomb,Total WW Prescription (Rx) Sales,2012,Actual Data,1100,Reported,
Bausch + Lomb,Total WW Prescription (Rx) Sales,2013,Actual Data,693.7307473,Forecast,
Bausch + Lomb,OTC,2010,Actual Data,170,Reported,
Bausch + Lomb,OTC,2011,Actual Data,179,Reported,
Bausch + Lomb,OTC,2012,Actual Data,188,Reported,
Bausch + Lomb,OTC,2013,Actual Data,117.660274,Forecast,
Bausch + Lomb,Total WW Pharmaceuticals,2010,Actual Data,937.2,Reported,
Bausch + Lomb,Total WW Pharmaceuticals,2011,Actual Data,1110.1,Reported,
Bausch + Lomb,Total WW Pharmaceuticals,2012,Actual Data,1288,Reported,
Bausch + Lomb,Total WW Pharmaceuticals,2013,Actual Data,811.3910212,Forecast,
Bausch + Lomb,Consumer Healthcare,2010,Actual Data,170,Reported,
Bausch + Lomb,Consumer Healthcare,2011,Actual Data,179,Reported,
Bausch + Lomb,Consumer Healthcare,2012,Actual Data,188,Reported,
Bausch + Lomb,Consumer Healthcare,2013,Actual Data,117.660274,Forecast,
Bausch + Lomb,MedTech & Healthcare Supply,2010,Actual Data,1639.7,Reported,
Bausch + Lomb,MedTech & Healthcare Supply,2011,Actual Data,1735.3,Reported,
Bausch + Lomb,MedTech & Healthcare Supply,2012,Actual Data,1749.7,Reported,
Bausch + Lomb,MedTech & Healthcare Supply,2013,Actual Data,1089.542857,Forecast,
Bausch + Lomb,Balancing OTC/MedTech,2010,Actual Data,-170,Reported,
Bausch + Lomb,Balancing OTC/MedTech,2011,Actual Data,-179,Reported,
Bausch + Lomb,Balancing OTC/MedTech,2012,Actual Data,-188,Reported,
Bausch + Lomb,Balancing OTC/MedTech,2013,Actual Data,-117.660274,Forecast,
Bausch + Lomb,Total WW Revenues,2010,Actual Data,2576.9,Reported,
Bausch + Lomb,Total WW Revenues,2011,Actual Data,2845.4,Reported,
Bausch + Lomb,Total WW Revenues,2012,Actual Data,3037.7,Reported,
Bausch + Lomb,Total WW Revenues,2013,Actual Data,1900.933878,Forecast,
Becton Dickinson,MedTech & Healthcare Supply,2010,Actual Data,7124.385,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2011,Actual Data,7584.037,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2012,Actual Data,7708.382,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2013,Actual Data,8054,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2014,Actual Data,8446,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2015,Actual Data,10282,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2016,Actual Data,12483,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2017,Actual Data,12093,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2018,Actual Data,15983,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2019,Actual Data,17289,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2020,Actual Data,17118,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2021,Actual Data,20247,Reported,
Becton Dickinson,MedTech & Healthcare Supply,2022,Actual Data,19674.64756,Forecast,
Becton Dickinson,MedTech & Healthcare Supply,2023,Actual Data,20511.92239,Forecast,
Becton Dickinson,MedTech & Healthcare Supply,2023,CAGR (%),8.4744893,Forecast,
Becton Dickinson,Other Sales,2019,Actual Data,1,Reported,
Becton Dickinson,Other Sales,2020,Actual Data,-1,Reported,
Becton Dickinson,Other Sales,2021,Actual Data,1,Reported,
Becton Dickinson,Total WW Revenues,2010,Actual Data,7124.385,Reported,
Becton Dickinson,Total WW Revenues,2011,Actual Data,7584.037,Reported,
Becton Dickinson,Total WW Revenues,2012,Actual Data,7708.382,Reported,
Becton Dickinson,Total WW Revenues,2013,Actual Data,8054,Reported,
Becton Dickinson,Total WW Revenues,2014,Actual Data,8446,Reported,
Becton Dickinson,Total WW Revenues,2015,Actual Data,10282,Reported,
Becton Dickinson,Total WW Revenues,2016,Actual Data,12483,Reported,
Becton Dickinson,Total WW Revenues,2017,Actual Data,12093,Reported,
Becton Dickinson,Total WW Revenues,2018,Actual Data,15983,Reported,
Becton Dickinson,Total WW Revenues,2019,Actual Data,17290,Reported,
Becton Dickinson,Total WW Revenues,2020,Actual Data,17117,Reported,
Becton Dickinson,Total WW Revenues,2021,Actual Data,20248,Reported,
Becton Dickinson,Total WW Revenues,2022,Actual Data,19674.64756,Forecast,
Becton Dickinson,Total WW Revenues,2023,Actual Data,20511.92239,Forecast,
Becton Dickinson,Total WW Revenues,2023,CAGR (%),8.4744893,Forecast,
Biogen,Rx Sales from Products module,2010,Actual Data,3216.551001,Reported,
Biogen,Rx Sales from Products module,2011,Actual Data,3520.421,Reported,
Biogen,Rx Sales from Products module,2012,Actual Data,3776.179,Reported,
Biogen,Rx Sales from Products module,2013,Actual Data,5429.161,Reported,
Biogen,Rx Sales from Products module,2014,Actual Data,8068.991,Reported,
Biogen,Rx Sales from Products module,2015,Actual Data,8634.3,Reported,
Biogen,Rx Sales from Products module,2016,Actual Data,8971.8,Reported,
Biogen,Rx Sales from Products module,2017,Actual Data,10280.5,Reported,
Biogen,Rx Sales from Products module,2018,Actual Data,10886.8,Reported,
Biogen,Rx Sales from Products module,2019,Actual Data,11379.9,Reported,
Biogen,Rx Sales from Products module,2020,Actual Data,10692.2,Reported,
Biogen,Rx Sales from Products module,2021,Actual Data,8846.9,Reported,
Biogen,Rx Sales from Products module,2022,Actual Data,7978.7715,Forecast,
Biogen,Rx Sales from Products module,2023,Actual Data,7545.508508,Forecast,
Biogen,Rx Sales from Products module,2023,CAGR (%),6.7786601,Forecast,
Biogen,Other Rx Sales,2010,Actual Data,0.704999,Reported,
Biogen,Other Rx Sales,2011,Actual Data,0.196,Reported,
Biogen,Other Rx Sales,2012,Actual Data,6.795,Reported,
Biogen,Other Rx Sales,2014,Actual Data,134.413,Reported,
Biogen,Other Rx Sales,2015,Actual Data,554.2,Reported,
Biogen,Other Rx Sales,2016,Actual Data,846.1,Reported,
Biogen,Other Rx Sales,2017,Actual Data,74.2,Reported,
Biogen,Other Rx Sales,2018,Actual Data,-3.64E-12,Reported,
Biogen,Other Rx Sales,2019,Actual Data,-0.1,Reported,
Biogen,Other Rx Sales,2022,Actual Data,9.09E-13,Forecast,
Biogen,Other Rx Sales,2023,Actual Data,-9.09E-12,Forecast,
Biogen,Total WW Prescription (Rx) Sales,2010,Actual Data,3217.256,Reported,
Biogen,Total WW Prescription (Rx) Sales,2011,Actual Data,3520.617,Reported,
Biogen,Total WW Prescription (Rx) Sales,2012,Actual Data,3782.974,Reported,
Biogen,Total WW Prescription (Rx) Sales,2013,Actual Data,5429.161,Reported,
Biogen,Total WW Prescription (Rx) Sales,2014,Actual Data,8203.404,Reported,
Biogen,Total WW Prescription (Rx) Sales,2015,Actual Data,9188.5,Reported,
Biogen,Total WW Prescription (Rx) Sales,2016,Actual Data,9817.9,Reported,
Biogen,Total WW Prescription (Rx) Sales,2017,Actual Data,10354.7,Reported,
Biogen,Total WW Prescription (Rx) Sales,2018,Actual Data,10886.8,Reported,
Biogen,Total WW Prescription (Rx) Sales,2019,Actual Data,11379.8,Reported,
Biogen,Total WW Prescription (Rx) Sales,2020,Actual Data,10692.2,Reported,
Biogen,Total WW Prescription (Rx) Sales,2021,Actual Data,8846.9,Reported,
Biogen,Total WW Prescription (Rx) Sales,2022,Actual Data,7978.7715,Forecast,
Biogen,Total WW Prescription (Rx) Sales,2023,Actual Data,7545.508508,Forecast,
Biogen,Total WW Prescription (Rx) Sales,2023,CAGR (%),6.7768601,Forecast,
Biogen,Alliance/ Co-promotion Revenue,2010,Actual Data,1159.144,Reported,
Biogen,Alliance/ Co-promotion Revenue,2011,Actual Data,1194.297,Reported,
Biogen,Alliance/ Co-promotion Revenue,2012,Actual Data,1416.4,Reported,
Biogen,Alliance/ Co-promotion Revenue,2013,Actual Data,1200.487,Reported,
Biogen,Alliance/ Co-promotion Revenue,2014,Actual Data,1117.089,Reported,
Biogen,Alliance/ Co-promotion Revenue,2015,Actual Data,1269.8,Reported,
Biogen,Alliance/ Co-promotion Revenue,2016,Actual Data,1249.5,Reported,
Biogen,Alliance/ Co-promotion Revenue,2017,Actual Data,1316.4,Reported,
Biogen,Alliance/ Co-promotion Revenue,2018,Actual Data,1502,Reported,
Biogen,Alliance/ Co-promotion Revenue,2019,Actual Data,1603,Reported,
Biogen,Alliance/ Co-promotion Revenue,2020,Actual Data,1132.4,Reported,
Biogen,Alliance/ Co-promotion Revenue,2021,Actual Data,666.8,Reported,
Biogen,Alliance/ Co-promotion Revenue,2022,Actual Data,480.275665,Forecast,
Biogen,Alliance/ Co-promotion Revenue,2023,Actual Data,420.968631,Forecast,
Biogen,Alliance/ Co-promotion Revenue,2023,CAGR (%),-7.4955793,Forecast,
Biogen,Royalty & Licensing Income,2010,Actual Data,308.301,Reported,
Biogen,Royalty & Licensing Income,2011,Actual Data,276.297,Reported,
Biogen,Royalty & Licensing Income,2012,Actual Data,273.3,Reported,
Biogen,Royalty & Licensing Income,2013,Actual Data,224.389,Reported,
Biogen,Royalty & Licensing Income,2014,Actual Data,255,Reported,
Biogen,Royalty & Licensing Income,2015,Actual Data,116.9,Reported,
Biogen,Royalty & Licensing Income,2016,Actual Data,104.3,Reported,
Biogen,Royalty & Licensing Income,2017,Actual Data,279.3,Reported,
Biogen,Royalty & Licensing Income,2018,Actual Data,478,Reported,
Biogen,Royalty & Licensing Income,2019,Actual Data,688,Reported,
Biogen,Royalty & Licensing Income,2020,Actual Data,845.4,Reported,
Biogen,Royalty & Licensing Income,2021,Actual Data,991.7,Reported,
Biogen,Royalty & Licensing Income,2022,Actual Data,1060.894058,Forecast,
Biogen,Royalty & Licensing Income,2023,Actual Data,1132.469544,Forecast,
Biogen,Royalty & Licensing Income,2023,CAGR (%),10.5262684,Forecast,
Biogen,Other Pharmaceuticals,2010,Actual Data,31.722,Reported,
Biogen,Other Pharmaceuticals,2011,Actual Data,57.423,Reported,
Biogen,Other Pharmaceuticals,2012,Actual Data,43.787,Reported,
Biogen,Other Pharmaceuticals,2013,Actual Data,78.162,Reported,
Biogen,Other Pharmaceuticals,2014,Actual Data,127.831,Reported,
Biogen,Other Pharmaceuticals,2015,Actual Data,188.6,Reported,
Biogen,Other Pharmaceuticals,2016,Actual Data,277.1,Reported,
Biogen,Other Pharmaceuticals,2017,Actual Data,323.5,Reported,
Biogen,Other Pharmaceuticals,2018,Actual Data,585.9,Reported,
Biogen,Other Pharmaceuticals,2019,Actual Data,707.7,Reported,
Biogen,Other Pharmaceuticals,2020,Actual Data,774.6,Reported,
Biogen,Other Pharmaceuticals,2021,Actual Data,476.3,Reported,
Biogen,Other Pharmaceuticals,2022,Actual Data,402.9279167,Forecast,
Biogen,Other Pharmaceuticals,2023,Actual Data,385.8121333,Forecast,
Biogen,Other Pharmaceuticals,2023,CAGR (%),21.1888647,Forecast,
Biogen,Total WW Pharmaceuticals,2010,Actual Data,4716.423,Reported,
Biogen,Total WW Pharmaceuticals,2011,Actual Data,5048.634,Reported,
Biogen,Total WW Pharmaceuticals,2012,Actual Data,5516.461,Reported,
Biogen,Total WW Pharmaceuticals,2013,Actual Data,6932.199,Reported,
Biogen,Total WW Pharmaceuticals,2014,Actual Data,9703.324,Reported,
Biogen,Total WW Pharmaceuticals,2015,Actual Data,10763.8,Reported,
Biogen,Total WW Pharmaceuticals,2016,Actual Data,11448.8,Reported,
Biogen,Total WW Pharmaceuticals,2017,Actual Data,12273.9,Reported,
Biogen,Total WW Pharmaceuticals,2018,Actual Data,13452.7,Reported,
Biogen,Total WW Pharmaceuticals,2019,Actual Data,14378.5,Reported,
Biogen,Total WW Pharmaceuticals,2020,Actual Data,13444.6,Reported,
Biogen,Total WW Pharmaceuticals,2021,Actual Data,10981.7,Reported,
Biogen,Total WW Pharmaceuticals,2022,Actual Data,9922.86914,Forecast,
Biogen,Total WW Pharmaceuticals,2023,Actual Data,9484.758817,Forecast,
Biogen,Total WW Pharmaceuticals,2023,CAGR (%),5.521147,Forecast,
Biogen,Total WW Revenues,2010,Actual Data,4716.423,Reported,
Biogen,Total WW Revenues,2011,Actual Data,5048.634,Reported,
Biogen,Total WW Revenues,2012,Actual Data,5516.461,Reported,
Biogen,Total WW Revenues,2013,Actual Data,6932.199,Reported,
Biogen,Total WW Revenues,2014,Actual Data,9703.324,Reported,
Biogen,Total WW Revenues,2015,Actual Data,10763.8,Reported,
Biogen,Total WW Revenues,2016,Actual Data,11448.8,Reported,
Biogen,Total WW Revenues,2017,Actual Data,12273.9,Reported,
Biogen,Total WW Revenues,2018,Actual Data,13452.9,Reported,
Biogen,Total WW Revenues,2019,Actual Data,14377.9,Reported,
Biogen,Total WW Revenues,2020,Actual Data,13444.6,Reported,
Biogen,Total WW Revenues,2021,Actual Data,10981.7,Reported,
Biogen,Total WW Revenues,2022,Actual Data,9922.86914,Forecast,
Biogen,Total WW Revenues,2023,Actual Data,9484.758817,Forecast,
Biogen,Total WW Revenues,2023,CAGR (%),5.521147,Forecast,
Biogen,Eliminations/JV adjustment,2018,Actual Data,0.2,Reported,
Biogen,Eliminations/JV adjustment,2019,Actual Data,-0.6,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2010,Actual Data,298.5,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2011,Actual Data,354.847,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2012,Actual Data,414.263,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2013,Actual Data,454.815,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2014,Actual Data,632.8,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2015,Actual Data,786.61,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2016,Actual Data,1016.628,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2017,Actual Data,1180.486,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2018,Actual Data,1335.4595,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2019,Actual Data,1563.994833,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2020,Actual Data,1675.8,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2021,Actual Data,1660.7,Reported,
BioMarin Pharmaceutical,Rx Sales from Products module,2022,Actual Data,1988.439934,Forecast,
BioMarin Pharmaceutical,Rx Sales from Products module,2023,Actual Data,2617.77563,Forecast,
BioMarin Pharmaceutical,Rx Sales from Products module,2023,CAGR (%),18.1782474,Forecast,
BioMarin Pharmaceutical,Other Rx Sales,2010,Actual Data,0.001,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2012,Actual Data,0.034,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2013,Actual Data,-5.68E-14,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2014,Actual Data,1.14E-13,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2015,Actual Data,1.14E-13,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2016,Actual Data,-0.047,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2017,Actual Data,-0.041,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2018,Actual Data,-0.1595,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2019,Actual Data,-0.760833333,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2020,Actual Data,-0.046,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2021,Actual Data,-2.27E-13,Reported,
BioMarin Pharmaceutical,Other Rx Sales,2022,Actual Data,-6.82E-13,Forecast,
BioMarin Pharmaceutical,Other Rx Sales,2023,Actual Data,1.36E-12,Forecast,
BioMarin Pharmaceutical,Other Rx Sales,2023,CAGR (%),-79.1997492,Forecast,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2010,Actual Data,298.501,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2011,Actual Data,354.847,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2012,Actual Data,414.297,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2013,Actual Data,454.815,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2014,Actual Data,632.8,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2015,Actual Data,786.61,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2016,Actual Data,1016.581,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2017,Actual Data,1180.445,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2018,Actual Data,1335.3,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2019,Actual Data,1563.234,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2020,Actual Data,1675.754,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2021,Actual Data,1660.7,Reported,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2022,Actual Data,1988.439934,Forecast,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2023,Actual Data,2617.77563,Forecast,
BioMarin Pharmaceutical,Total WW Prescription (Rx) Sales,2023,CAGR (%),18.1782169,Forecast,
BioMarin Pharmaceutical,Royalty & Licensing Income,2010,Actual Data,77.084,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2011,Actual Data,86.043,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2012,Actual Data,84.505,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2013,Actual Data,89.752,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2014,Actual Data,114.892,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2015,Actual Data,102.267,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2016,Actual Data,100.273,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2017,Actual Data,133.201,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2018,Actual Data,153.1143333,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2019,Actual Data,139.8051667,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2020,Actual Data,173.5053333,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2021,Actual Data,183.8893333,Reported,
BioMarin Pharmaceutical,Royalty & Licensing Income,2022,Actual Data,195.7043948,Forecast,
BioMarin Pharmaceutical,Royalty & Licensing Income,2023,Actual Data,210.5786305,Forecast,
BioMarin Pharmaceutical,Royalty & Licensing Income,2023,CAGR (%),8.0371406,Forecast,
BioMarin Pharmaceutical,Other Pharmaceuticals,2010,Actual Data,0.682,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2011,Actual Data,0.468,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2012,Actual Data,1.955,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2013,Actual Data,3.918,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2014,Actual Data,1.592,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2015,Actual Data,1.018,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2018,Actual Data,2.841666667,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2019,Actual Data,0.999833333,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2020,Actual Data,11.19566667,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2021,Actual Data,1.652666667,Reported,
BioMarin Pharmaceutical,Other Pharmaceuticals,2022,Actual Data,1.68,Forecast,
BioMarin Pharmaceutical,Other Pharmaceuticals,2023,Actual Data,1.68,Forecast,
BioMarin Pharmaceutical,Other Pharmaceuticals,2023,CAGR (%),7.1808756,Forecast,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2010,Actual Data,376.267,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2011,Actual Data,441.358,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2012,Actual Data,500.757,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2013,Actual Data,548.485,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2014,Actual Data,749.284,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2015,Actual Data,889.895,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2016,Actual Data,1116.854,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2017,Actual Data,1313.646,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2018,Actual Data,1491.256,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2019,Actual Data,1704.039,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2020,Actual Data,1860.501,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2021,Actual Data,1846.242,Reported,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2022,Actual Data,2185.824329,Forecast,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2023,Actual Data,2830.034261,Forecast,
BioMarin Pharmaceutical,Total WW Pharmaceuticals,2023,CAGR (%),16.7904552,Forecast,
BioMarin Pharmaceutical,Total WW Revenues,2010,Actual Data,376.267,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2011,Actual Data,441.358,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2012,Actual Data,500.757,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2013,Actual Data,548.485,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2014,Actual Data,749.284,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2015,Actual Data,889.895,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2016,Actual Data,1116.854,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2017,Actual Data,1282.146,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2018,Actual Data,1491.212,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2019,Actual Data,1704.048,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2020,Actual Data,1860.501,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2021,Actual Data,1846.242,Reported,
BioMarin Pharmaceutical,Total WW Revenues,2022,Actual Data,2185.824329,Forecast,
BioMarin Pharmaceutical,Total WW Revenues,2023,Actual Data,2830.034261,Forecast,
BioMarin Pharmaceutical,Total WW Revenues,2023,CAGR (%),16.7904552,Forecast,
BioMarin Pharmaceutical,Eliminations/JV adjustment,2017,Actual Data,-31.5,Reported,
BioMarin Pharmaceutical,Eliminations/JV adjustment,2018,Actual Data,-0.044,Reported,
BioMarin Pharmaceutical,Eliminations/JV adjustment,2019,Actual Data,0.009,Reported,
Biomet,MedTech & Healthcare Supply,2010,Actual Data,2732.2,Reported,
Biomet,MedTech & Healthcare Supply,2011,Actual Data,2838.1,Reported,
Biomet,MedTech & Healthcare Supply,2012,Actual Data,3052.9,Reported,
Biomet,MedTech & Healthcare Supply,2013,Actual Data,3223.4,Reported,
Biomet,MedTech & Healthcare Supply,2014,Actual Data,3285.4,Forecast,
Biomet,MedTech & Healthcare Supply,2015,Actual Data,1604.152999,Forecast,"EvaluateMedTech Comment:
Sales changed to represent the period from 1st January 2015 to 24th June 2015 in order to align with the fiscal year of Zimmer (year ending 31st December 2015).  This allows accurate reflection of market totals and growth rates in EvaluateMedTech following the consolidation of the Zimmer and Biomet sales."
Biomet,Total WW Revenues,2010,Actual Data,2732.2,Reported,
Biomet,Total WW Revenues,2011,Actual Data,2838.1,Reported,
Biomet,Total WW Revenues,2012,Actual Data,3052.9,Reported,
Biomet,Total WW Revenues,2013,Actual Data,3223.4,Reported,
Biomet,Total WW Revenues,2014,Actual Data,3285.4,Forecast,
Biomet,Total WW Revenues,2015,Actual Data,1604.152999,Forecast,
