month,client_name,country_code,industry_name_level_1,industry_name_level_2,industry_code,industry_name,NAICS 2 Digit,NAICS 3 Digit,NAICS 4 Digit,inventory_naics_3,inventory_naics_4,inventory_naics_5
2021-01-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53115.0,,
2021-01-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53115.0,,
2021-01-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,63327.0,,
2021-01-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,45323.0,,
2021-01-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45323.0,,
2021-01-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53115.0,,
2021-01-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53115.0,,
2021-01-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53115.0,,
2021-01-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,45323.0,,
2021-01-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,63327.0,,
2021-01-01,RAYMOURS FURNITURE CO INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,24138.0,,
2021-01-01,SPEARMINT VENTURES LLC,US,Cons Retail & Health,Retailing & Services,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45323.0,,
2021-01-01,UNITED PACIFIC INDUSTRIES INC,US,Not Assigned,Not Assigned,44131,Automotive Parts and Accessories Stores - DO NOT USE,44,441,4413,192676.0,,
2021-01-01,VALLETTI REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,24138.0,,
2021-01-01,VICTORIAS SECRET INTERNATIONAL CORP,US,Cons Retail & Health,Retailing & Services,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,45323.0,,
2021-01-01,WATCHES OF SWITZERLAND LLC,US,Cons Retail & Health,Retailing & Services,44831,Jewelry Stores - DO NOT USE,44,448,4483,45323.0,,
2021-01-01,WESTSIDE SUPERMARKET OF HUNTINGTON LTD,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53115.0,,
2020-12-01,ADORAMA INC,US,Cons Retail & Health,Retailing & Services,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,23354.0,,
2020-12-01,BARNELL REALTY,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23354.0,,
2020-12-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,23354.0,,
2020-12-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,45131.0,,
2020-12-01,CELINE INC,US,Cons Retail & Health,Consumer Durables & Apparel,44832,Luggage and Leather Goods Stores - DO NOT USE,44,448,4483,45131.0,,
2020-12-01,CHIPOTLE MEXICAN GRILL INC,US,Not Assigned,Not Assigned,44529,Other Specialty Food Retailers,44,445,4452,53321.0,,
2020-12-01,COCO 1215 REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23354.0,,
2020-12-01,CRAVINGS COMPS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,23354.0,,
2020-12-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23354.0,,
2020-12-01,EAGLE FLOORING SOLUTIONS INC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23354.0,,
2020-12-01,FCR STATEN ISLAND LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,23354.0,,
2020-12-01,FCR WOODBRIDGE LLC,US,Cons Retail & Health,Retailing & Services,44211,Furniture Stores - DO NOT USE,44,442,4421,23354.0,,
2020-12-01,FENDI NORTH AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45131.0,,
2020-12-01,FURNITURE CONCEPTS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,23354.0,,
2020-12-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53321.0,,
2020-12-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53321.0,,
2020-12-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,62946.0,,
2020-12-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,45131.0,,
2020-12-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45131.0,,
2020-12-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53321.0,,
2020-12-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53321.0,,
2020-12-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53321.0,,
2020-12-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,45131.0,,
2020-12-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,62946.0,,
2020-12-01,RAYMOURS FURNITURE CO INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,23354.0,,
2020-12-01,SPEARMINT VENTURES LLC,US,Cons Retail & Health,Retailing & Services,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45131.0,,
2020-12-01,UNITED PACIFIC INDUSTRIES INC,US,Not Assigned,Not Assigned,44131,Automotive Parts and Accessories Stores - DO NOT USE,44,441,4413,193449.0,,
2020-12-01,VALLETTI REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23354.0,,
2020-12-01,VICTORIAS SECRET INTERNATIONAL CORP,US,Cons Retail & Health,Retailing & Services,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,45131.0,,
2020-12-01,WATCHES OF SWITZERLAND LLC,US,Cons Retail & Health,Retailing & Services,44831,Jewelry Stores - DO NOT USE,44,448,4483,45131.0,,
2020-12-01,WESTSIDE SUPERMARKET OF HUNTINGTON LTD,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53321.0,,
2020-11-01,ADORAMA INC,US,Cons Retail & Health,Retailing & Services,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,23334.0,,
2020-11-01,BARNELL REALTY,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23334.0,,
2020-11-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,23334.0,,
2020-11-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,45119.0,,
2020-11-01,CELINE INC,US,Cons Retail & Health,Consumer Durables & Apparel,44832,Luggage and Leather Goods Stores - DO NOT USE,44,448,4483,45119.0,,
2020-11-01,CHIPOTLE MEXICAN GRILL INC,US,Not Assigned,Not Assigned,44529,Other Specialty Food Retailers,44,445,4452,53050.0,,
2020-11-01,COCO 1215 REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23334.0,,
2020-11-01,CRAVINGS COMPS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,23334.0,,
2020-11-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23334.0,,
2020-11-01,EAGLE FLOORING SOLUTIONS INC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23334.0,,
2020-11-01,FCR STATEN ISLAND LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,23334.0,,
2020-11-01,FCR WOODBRIDGE LLC,US,Cons Retail & Health,Retailing & Services,44211,Furniture Stores - DO NOT USE,44,442,4421,23334.0,,
2020-11-01,FENDI NORTH AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45119.0,,
2020-11-01,FURNITURE CONCEPTS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,23334.0,,
2020-11-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53050.0,,
2020-11-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53050.0,,
2020-11-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,62100.0,,
2020-11-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,45119.0,,
2020-11-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45119.0,,
2020-11-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53050.0,,
2020-11-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53050.0,,
2020-11-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53050.0,,
2020-11-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,45119.0,,
2020-11-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,62100.0,,
2020-11-01,RAYMOURS FURNITURE CO INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,23334.0,,
2020-11-01,SPEARMINT VENTURES LLC,US,Cons Retail & Health,Retailing & Services,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45119.0,,
2020-11-01,UNITED PACIFIC INDUSTRIES INC,US,Not Assigned,Not Assigned,44131,Automotive Parts and Accessories Stores - DO NOT USE,44,441,4413,193703.0,,
2020-11-01,VALLETTI REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23334.0,,
2020-11-01,VICTORIAS SECRET INTERNATIONAL CORP,US,Cons Retail & Health,Retailing & Services,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,45119.0,,
2020-11-01,WATCHES OF SWITZERLAND LLC,US,Cons Retail & Health,Retailing & Services,44831,Jewelry Stores - DO NOT USE,44,448,4483,45119.0,,
2020-11-01,WESTSIDE SUPERMARKET OF HUNTINGTON LTD,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,53050.0,,
2020-10-01,ADORAMA INC,US,Cons Retail & Health,Retailing & Services,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,23439.0,,
2020-10-01,BARNELL REALTY,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23439.0,,
2020-10-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,23439.0,,
2020-10-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,45349.0,,
2020-10-01,CELINE INC,US,Cons Retail & Health,Consumer Durables & Apparel,44832,Luggage and Leather Goods Stores - DO NOT USE,44,448,4483,45349.0,,
2020-10-01,CHIPOTLE MEXICAN GRILL INC,US,Not Assigned,Not Assigned,44529,Other Specialty Food Retailers,44,445,4452,52960.0,,
2020-10-01,COCO 1215 REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23439.0,,
2020-10-01,CRAVINGS COMPS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,23439.0,,
2020-10-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23439.0,,
2020-10-01,EAGLE FLOORING SOLUTIONS INC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23439.0,,
2020-10-01,FCR STATEN ISLAND LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,23439.0,,
2020-10-01,FCR WOODBRIDGE LLC,US,Cons Retail & Health,Retailing & Services,44211,Furniture Stores - DO NOT USE,44,442,4421,23439.0,,
2020-10-01,FENDI NORTH AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45349.0,,
2020-10-01,FURNITURE CONCEPTS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,23439.0,,
2020-10-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52960.0,,
2020-10-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52960.0,,
2020-10-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,61322.0,,
2020-10-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,45349.0,,
2020-10-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45349.0,,
2020-10-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52960.0,,
2020-10-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52960.0,,
2020-10-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52960.0,,
2020-10-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,45349.0,,
2020-10-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,61322.0,,
2020-10-01,RAYMOURS FURNITURE CO INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,23439.0,,
2020-10-01,SPEARMINT VENTURES LLC,US,Cons Retail & Health,Retailing & Services,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45349.0,,
2020-10-01,UNITED PACIFIC INDUSTRIES INC,US,Not Assigned,Not Assigned,44131,Automotive Parts and Accessories Stores - DO NOT USE,44,441,4413,190979.0,,
2020-10-01,VALLETTI REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,23439.0,,
2020-10-01,VICTORIAS SECRET INTERNATIONAL CORP,US,Cons Retail & Health,Retailing & Services,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,45349.0,,
2020-10-01,WATCHES OF SWITZERLAND LLC,US,Cons Retail & Health,Retailing & Services,44831,Jewelry Stores - DO NOT USE,44,448,4483,45349.0,,
2020-10-01,WESTSIDE SUPERMARKET OF HUNTINGTON LTD,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52960.0,,
2020-09-01,ADORAMA INC,US,Cons Retail & Health,Retailing & Services,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,22775.0,,
2020-09-01,BARNELL REALTY,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22775.0,,
2020-09-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,22775.0,,
2020-09-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,45223.0,,
2020-09-01,CELINE INC,US,Cons Retail & Health,Consumer Durables & Apparel,44832,Luggage and Leather Goods Stores - DO NOT USE,44,448,4483,45223.0,,
2020-09-01,CHIPOTLE MEXICAN GRILL INC,US,Not Assigned,Not Assigned,44529,Other Specialty Food Retailers,44,445,4452,52630.0,,
2020-09-01,COCO 1215 REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22775.0,,
2020-09-01,CRAVINGS COMPS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,22775.0,,
2020-09-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22775.0,,
2020-09-01,EAGLE FLOORING SOLUTIONS INC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22775.0,,
2020-09-01,FCR STATEN ISLAND LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,22775.0,,
2020-09-01,FCR WOODBRIDGE LLC,US,Cons Retail & Health,Retailing & Services,44211,Furniture Stores - DO NOT USE,44,442,4421,22775.0,,
2020-09-01,FENDI NORTH AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45223.0,,
2020-09-01,FURNITURE CONCEPTS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,22775.0,,
2020-09-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52630.0,,
2020-09-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52630.0,,
2020-09-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,58588.0,,
2020-09-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,45223.0,,
2020-09-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45223.0,,
2020-09-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52630.0,,
2020-09-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52630.0,,
2020-09-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52630.0,,
2020-09-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,45223.0,,
2020-09-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,58588.0,,
2020-09-01,RAYMOURS FURNITURE CO INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,22775.0,,
2020-09-01,SPEARMINT VENTURES LLC,US,Cons Retail & Health,Retailing & Services,44819,Other Clothing Stores - DO NOT USE,44,448,4481,45223.0,,
2020-09-01,UNITED PACIFIC INDUSTRIES INC,US,Not Assigned,Not Assigned,44131,Automotive Parts and Accessories Stores - DO NOT USE,44,441,4413,188224.0,,
2020-09-01,VALLETTI REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22775.0,,
2020-09-01,VICTORIAS SECRET INTERNATIONAL CORP,US,Cons Retail & Health,Retailing & Services,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,45223.0,,
2020-09-01,WATCHES OF SWITZERLAND LLC,US,Cons Retail & Health,Retailing & Services,44831,Jewelry Stores - DO NOT USE,44,448,4483,45223.0,,
2020-09-01,WESTSIDE SUPERMARKET OF HUNTINGTON LTD,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52630.0,,
2020-08-01,ADORAMA INC,US,Cons Retail & Health,Retailing & Services,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,22533.0,,
2020-08-01,BARNELL REALTY,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22533.0,,
2020-08-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,22533.0,,
2020-08-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,46135.0,,
2020-08-01,CELINE INC,US,Cons Retail & Health,Consumer Durables & Apparel,44832,Luggage and Leather Goods Stores - DO NOT USE,44,448,4483,46135.0,,
2020-08-01,CHIPOTLE MEXICAN GRILL INC,US,Not Assigned,Not Assigned,44529,Other Specialty Food Retailers,44,445,4452,52177.0,,
2020-08-01,COCO 1215 REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22533.0,,
2020-08-01,CRAVINGS COMPS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,22533.0,,
2020-08-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22533.0,,
2020-08-01,EAGLE FLOORING SOLUTIONS INC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22533.0,,
2020-08-01,FCR STATEN ISLAND LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,22533.0,,
2020-08-01,FCR WOODBRIDGE LLC,US,Cons Retail & Health,Retailing & Services,44211,Furniture Stores - DO NOT USE,44,442,4421,22533.0,,
2020-08-01,FENDI NORTH AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,46135.0,,
2020-08-01,FURNITURE CONCEPTS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,22533.0,,
2020-08-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52177.0,,
2020-08-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52177.0,,
2020-08-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,57111.0,,
2020-08-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,46135.0,,
2020-08-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,46135.0,,
2020-08-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52177.0,,
2020-08-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52177.0,,
2020-08-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52177.0,,
2020-08-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,46135.0,,
2020-08-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,57111.0,,
2020-08-01,RAYMOURS FURNITURE CO INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,22533.0,,
2020-08-01,SPEARMINT VENTURES LLC,US,Cons Retail & Health,Retailing & Services,44819,Other Clothing Stores - DO NOT USE,44,448,4481,46135.0,,
2020-08-01,UNITED PACIFIC INDUSTRIES INC,US,Not Assigned,Not Assigned,44131,Automotive Parts and Accessories Stores - DO NOT USE,44,441,4413,183623.0,,
2020-08-01,VALLETTI REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22533.0,,
2020-08-01,VICTORIAS SECRET INTERNATIONAL CORP,US,Cons Retail & Health,Retailing & Services,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,46135.0,,
2020-08-01,WATCHES OF SWITZERLAND LLC,US,Cons Retail & Health,Retailing & Services,44831,Jewelry Stores - DO NOT USE,44,448,4483,46135.0,,
2020-08-01,WESTSIDE SUPERMARKET OF HUNTINGTON LTD,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,52177.0,,
2020-07-01,ADORAMA INC,US,Cons Retail & Health,Retailing & Services,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,22307.0,,
2020-07-01,BARNELL REALTY,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,22307.0,,
2020-07-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,22307.0,,
2020-07-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,47018.0,,
