month,client_name,country_code,industry_name_level_1,industry_name_level_2,industry_code,industry_name,NAICS 2 Digit,NAICS 3 Digit,NAICS 4 Digit,sales_naics_3,sales_naics_4,sales_naics_5
2020-04-01,JEROME ALEXANDER CONSULTING CORP,US,Not Assigned,Not Assigned,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,26103.0,23826.0,
2020-04-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,71138.0,64225.0,
2020-04-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,71138.0,64225.0,
2020-04-01,MARY KAY INC,US,Cons Retail & Health,Household & Personal Products,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,26103.0,23826.0,
2020-04-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,71138.0,64225.0,
2020-04-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,2866.0,1809.0,503.0
2020-04-01,MIDLAND OIL GROUP LLC,US,Cons Retail & Health,Retailing & Services,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,26068.0,,
2020-04-01,NATHANS FAMOUS OPERATING CORP,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,31107.0,,
2020-04-01,NEW DEAL LLC,US,Not Assigned,Not Assigned,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,7179.0,,
2020-04-01,NOGENT-SUR-OISE LLC,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,31107.0,,
2020-04-01,NORTH 43RD LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,31107.0,,
2020-04-01,NU SKIN ENTERPRISES INC,US,Cons Retail & Health,Household & Personal Products,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,76674.0,2279.0,
2020-04-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,31885.0,27716.0,
2020-04-01,PETCARERX INC,US,Not Assigned,Not Assigned,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,26103.0,23826.0,23826.0
2020-04-01,RAYMOURS FURNITURE CO INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,3959.0,,
2020-04-01,REGO ENTERPRISES LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,31107.0,,
2020-04-01,S J FUEL CO INC,US,Cons Retail & Health,Retailing & Services,45431,Fuel Dealers - DO NOT USE,45,454,4543,76674.0,2279.0,2279.0
2020-04-01,SAN DIEGO INVESTMENT HOLDINGS LLC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,26068.0,,
2020-04-01,SJ ENERGY PARTNERS INC,US,Cons Retail & Health,Retailing & Services,45431,Fuel Dealers - DO NOT USE,45,454,4543,76674.0,2279.0,2279.0
2020-04-01,SPEARMINT VENTURES LLC,US,Cons Retail & Health,Retailing & Services,44819,Other Clothing Stores - DO NOT USE,44,448,4481,2866.0,1809.0,
2020-04-01,TELEFLORA LLC,US,Cons Retail & Health,Food Beverage & Tobacco,45311,Florists - DO NOT USE,45,453,4531,7179.0,,
2020-04-01,TIME OUT MARKET (CHICAGO) LLC,US,Cons Retail & Health,Retailing & Services,72231,Food Service Contractors,72,722,7223,31107.0,,
2020-04-01,TIME OUT MARKET (MIAMI) LLC,US,Cons Retail & Health,Retailing & Services,72231,Food Service Contractors,72,722,7223,31107.0,,
2020-04-01,TIME OUT MARKET (NEW YORK) LLC,US,Cons Retail & Health,Retailing & Services,72231,Food Service Contractors,72,722,7223,31107.0,,
2020-04-01,UNITED PACIFIC INDUSTRIES INC,US,Not Assigned,Not Assigned,44131,Automotive Parts and Accessories Stores - DO NOT USE,44,441,4413,66241.0,6743.0,
2020-04-01,USPETRO INC,US,Cons Retail & Health,Retailing & Services,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,26068.0,,
2020-04-01,VALLETTI REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,3959.0,,
2020-04-01,VICTORIAS SECRET INTERNATIONAL CORP,US,Cons Retail & Health,Retailing & Services,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,2866.0,1809.0,
2020-04-01,VICTRON ENERGY INC,US,Energy & Commodities,Energy,45431,Fuel Dealers - DO NOT USE,45,454,4543,76674.0,2279.0,2279.0
2020-04-01,WATCHES OF SWITZERLAND LLC,US,Cons Retail & Health,Retailing & Services,44831,Jewelry Stores - DO NOT USE,44,448,4483,2866.0,552.0,552.0
2020-04-01,WEST VERNON ENERGY CORP,US,Not Assigned,Not Assigned,45431,Fuel Dealers - DO NOT USE,45,454,4543,76674.0,2279.0,2279.0
2020-04-01,WESTERN SADDLERY & SPORTING GOODS INC,US,Not Assigned,Not Assigned,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,3693.0,,
2020-04-01,WESTSIDE SUPERMARKET OF HUNTINGTON LTD,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,71138.0,64225.0,
2020-04-01,WILSHIRE 5TH INC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,26068.0,,
2020-04-01,ZUCKER'S GIFTS INC,US,Cons Retail & Health,Consumer Durables & Apparel,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,7179.0,,
2020-03-01,1-800-FLOWERS.COM INC,US,Not Assigned,Not Assigned,45311,Florists - DO NOT USE,45,453,4531,9784.0,,
2020-03-01,1G4B LLC,US,Cons Retail & Health,Consumer Durables & Apparel,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,9784.0,,
2020-03-01,333 CROSSWAYS REALTY LLC,US,Not Assigned,Not Assigned,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,30733.0,26821.0,26821.0
2020-03-01,49TH BROADWAY LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,47758.0,,
2020-03-01,801 PARKRIDGE LLC,US,Not Assigned,Not Assigned,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,45,454,4541,71863.0,64735.0,
2020-03-01,ADORAMA INC,US,Cons Retail & Health,Retailing & Services,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,6063.0,,
2020-03-01,AMERICAN FASHION ACCESSORIES INC,US,Not Assigned,Not Assigned,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,9784.0,,
2020-03-01,B&R SALVAGE OF NEW YORK INC,US,Not Assigned,Not Assigned,45331,Used Merchandise Stores - DO NOT USE,45,453,4533,9784.0,,
2020-03-01,BARNELL REALTY,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,7981.0,,
2020-03-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,7981.0,,
2020-03-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,11477.0,7887.0,
2020-03-01,BROTHERS MAIL ORDER INDUSTRIES INC,US,Not Assigned,Not Assigned,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,45,454,4541,71863.0,64735.0,
2020-03-01,CELINE INC,US,Cons Retail & Health,Consumer Durables & Apparel,44832,Luggage and Leather Goods Stores - DO NOT USE,44,448,4483,11477.0,1730.0,
2020-03-01,CHIPOTLE MEXICAN GRILL INC,US,Not Assigned,Not Assigned,44529,Other Specialty Food Retailers,44,445,4452,81800.0,,
2020-03-01,COCO 1215 REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,7981.0,,
2020-03-01,CRAVINGS COMPS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,6063.0,,
2020-03-01,DINE BRANDS GLOBAL INC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,47758.0,,
2020-03-01,DOJO 17 LLC,US,Cons Retail & Health,Consumer Durables & Apparel,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,5482.0,,
2020-03-01,E-BOGU.COM INC,US,Cons Retail & Health,Consumer Durables & Apparel,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,5482.0,,
2020-03-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,7981.0,,
2020-03-01,EAGLE FLOORING SOLUTIONS INC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,7981.0,,
2020-03-01,FARMACY BEAUTY LLC,US,Cons Retail & Health,Retailing & Services,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,30733.0,26821.0,
2020-03-01,FCR STATEN ISLAND LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,7981.0,,
2020-03-01,FCR WOODBRIDGE LLC,US,Cons Retail & Health,Retailing & Services,44211,Furniture Stores - DO NOT USE,44,442,4421,7981.0,,
2020-03-01,FENDI NORTH AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,11477.0,7887.0,
2020-03-01,FIKES WHOLESALE INC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,34537.0,,
2020-03-01,FLOWER TECH CENTER INC,US,Cons Retail & Health,Retailing & Services,45311,Florists - DO NOT USE,45,453,4531,9784.0,,
2020-03-01,FRESH INC,US,Cons Retail & Health,Consumer Durables & Apparel,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,30733.0,26821.0,
2020-03-01,FURNITURE CONCEPTS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,7981.0,,
2020-03-01,G INVESTORS LLC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,34537.0,,
2020-03-01,GATEPIZZA LLC,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,47758.0,,
2020-03-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,81800.0,74190.0,
2020-03-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,81800.0,74190.0,
2020-03-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,32213.0,28297.0,
2020-03-01,HERBALIFE INTERNATIONAL INC,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,71863.0,2316.0,
2020-03-01,HERBALIFE NUTRITION LTD,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,71863.0,2316.0,
2020-03-01,HLF FINANCING SARL,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,71863.0,2316.0,
2020-03-01,HLF FINANCING SARL LLC,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,71863.0,2316.0,
2020-03-01,HOUK GALLERY INC,US,Not Assigned,Not Assigned,45392,Art Dealers - DO NOT USE,45,453,4539,9784.0,,
2020-03-01,HUVEPHARMA INC,US,Cons Retail & Health,Health Care Equipment & Services,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,30733.0,26821.0,26821.0
2020-03-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,11477.0,7887.0,
2020-03-01,JACOB MILLER REALTY LLC,US,Not Assigned,Not Assigned,45112,Hobby Toy and Game Stores - DO NOT USE,45,451,4511,5482.0,,
2020-03-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,11477.0,7887.0,
2020-03-01,JEROME ALEXANDER CONSULTING CORP,US,Not Assigned,Not Assigned,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,30733.0,26821.0,
2020-03-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,81800.0,74190.0,
2020-03-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,81800.0,74190.0,
2020-03-01,MARY KAY INC,US,Cons Retail & Health,Household & Personal Products,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,30733.0,26821.0,
2020-03-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,81800.0,74190.0,
2020-03-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,11477.0,7887.0,1519.0
2020-03-01,MIDLAND OIL GROUP LLC,US,Cons Retail & Health,Retailing & Services,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,34537.0,,
2020-03-01,NATHANS FAMOUS OPERATING CORP,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,47758.0,,
2020-03-01,NEW DEAL LLC,US,Not Assigned,Not Assigned,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,9784.0,,
2020-03-01,NOGENT-SUR-OISE LLC,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,47758.0,,
2020-03-01,NORTH 43RD LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,47758.0,,
2020-03-01,NU SKIN ENTERPRISES INC,US,Cons Retail & Health,Household & Personal Products,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,71863.0,2316.0,
2020-03-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,32213.0,28297.0,
2020-03-01,PETCARERX INC,US,Not Assigned,Not Assigned,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,30733.0,26821.0,26821.0
2020-03-01,RAYMOURS FURNITURE CO INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,7981.0,,
2020-03-01,REGO ENTERPRISES LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,47758.0,,
2020-03-01,S J FUEL CO INC,US,Cons Retail & Health,Retailing & Services,45431,Fuel Dealers - DO NOT USE,45,454,4543,71863.0,2316.0,2316.0
2020-03-01,SAN DIEGO INVESTMENT HOLDINGS LLC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,34537.0,,
2020-03-01,SJ ENERGY PARTNERS INC,US,Cons Retail & Health,Retailing & Services,45431,Fuel Dealers - DO NOT USE,45,454,4543,71863.0,2316.0,2316.0
2020-03-01,SPEARMINT VENTURES LLC,US,Cons Retail & Health,Retailing & Services,44819,Other Clothing Stores - DO NOT USE,44,448,4481,11477.0,7887.0,
2020-03-01,TELEFLORA LLC,US,Cons Retail & Health,Food Beverage & Tobacco,45311,Florists - DO NOT USE,45,453,4531,9784.0,,
2020-03-01,TIME OUT MARKET (CHICAGO) LLC,US,Cons Retail & Health,Retailing & Services,72231,Food Service Contractors,72,722,7223,47758.0,,
2020-03-01,TIME OUT MARKET (MIAMI) LLC,US,Cons Retail & Health,Retailing & Services,72231,Food Service Contractors,72,722,7223,47758.0,,
2020-03-01,TIME OUT MARKET (NEW YORK) LLC,US,Cons Retail & Health,Retailing & Services,72231,Food Service Contractors,72,722,7223,47758.0,,
2020-03-01,UNITED PACIFIC INDUSTRIES INC,US,Not Assigned,Not Assigned,44131,Automotive Parts and Accessories Stores - DO NOT USE,44,441,4413,76157.0,7128.0,
2020-03-01,USPETRO INC,US,Cons Retail & Health,Retailing & Services,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,34537.0,,
2020-03-01,VALLETTI REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,7981.0,,
2020-03-01,VICTORIAS SECRET INTERNATIONAL CORP,US,Cons Retail & Health,Retailing & Services,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,11477.0,7887.0,
2020-03-01,VICTRON ENERGY INC,US,Energy & Commodities,Energy,45431,Fuel Dealers - DO NOT USE,45,454,4543,71863.0,2316.0,2316.0
2020-03-01,WATCHES OF SWITZERLAND LLC,US,Cons Retail & Health,Retailing & Services,44831,Jewelry Stores - DO NOT USE,44,448,4483,11477.0,1730.0,1730.0
2020-03-01,WEST VERNON ENERGY CORP,US,Not Assigned,Not Assigned,45431,Fuel Dealers - DO NOT USE,45,454,4543,71863.0,2316.0,2316.0
2020-03-01,WESTERN SADDLERY & SPORTING GOODS INC,US,Not Assigned,Not Assigned,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,5482.0,,
2020-03-01,WESTSIDE SUPERMARKET OF HUNTINGTON LTD,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,81800.0,74190.0,
2020-03-01,WILSHIRE 5TH INC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,34537.0,,
2020-03-01,ZUCKER'S GIFTS INC,US,Cons Retail & Health,Consumer Durables & Apparel,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,9784.0,,
2020-02-01,1-800-FLOWERS.COM INC,US,Not Assigned,Not Assigned,45311,Florists - DO NOT USE,45,453,4531,11324.0,,
2020-02-01,1G4B LLC,US,Cons Retail & Health,Consumer Durables & Apparel,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,11324.0,,
2020-02-01,333 CROSSWAYS REALTY LLC,US,Not Assigned,Not Assigned,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,29290.0,24044.0,24044.0
2020-02-01,49TH BROADWAY LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,68276.0,,
2020-02-01,801 PARKRIDGE LLC,US,Not Assigned,Not Assigned,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,45,454,4541,66932.0,59183.0,
2020-02-01,ADORAMA INC,US,Cons Retail & Health,Retailing & Services,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,7399.0,,
2020-02-01,AMERICAN FASHION ACCESSORIES INC,US,Not Assigned,Not Assigned,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,11324.0,,
2020-02-01,B&R SALVAGE OF NEW YORK INC,US,Not Assigned,Not Assigned,45331,Used Merchandise Stores - DO NOT USE,45,453,4533,11324.0,,
2020-02-01,BARNELL REALTY,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,10257.0,,
2020-02-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,10257.0,,
2020-02-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,22735.0,16576.0,
2020-02-01,BROTHERS MAIL ORDER INDUSTRIES INC,US,Not Assigned,Not Assigned,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,45,454,4541,66932.0,59183.0,
2020-02-01,CELINE INC,US,Cons Retail & Health,Consumer Durables & Apparel,44832,Luggage and Leather Goods Stores - DO NOT USE,44,448,4483,22735.0,2697.0,
2020-02-01,CHIPOTLE MEXICAN GRILL INC,US,Not Assigned,Not Assigned,44529,Other Specialty Food Retailers,44,445,4452,64872.0,,
2020-02-01,COCO 1215 REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,10257.0,,
2020-02-01,CRAVINGS COMPS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,7399.0,,
2020-02-01,DINE BRANDS GLOBAL INC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,68276.0,,
2020-02-01,DOJO 17 LLC,US,Cons Retail & Health,Consumer Durables & Apparel,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,6635.0,,
2020-02-01,E-BOGU.COM INC,US,Cons Retail & Health,Consumer Durables & Apparel,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,6635.0,,
2020-02-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,10257.0,,
2020-02-01,EAGLE FLOORING SOLUTIONS INC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,10257.0,,
2020-02-01,FARMACY BEAUTY LLC,US,Cons Retail & Health,Retailing & Services,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,29290.0,24044.0,
2020-02-01,FCR STATEN ISLAND LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,10257.0,,
2020-02-01,FCR WOODBRIDGE LLC,US,Cons Retail & Health,Retailing & Services,44211,Furniture Stores - DO NOT USE,44,442,4421,10257.0,,
2020-02-01,FENDI NORTH AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,22735.0,16576.0,
2020-02-01,FIKES WHOLESALE INC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,42010.0,,
2020-02-01,FLOWER TECH CENTER INC,US,Cons Retail & Health,Retailing & Services,45311,Florists - DO NOT USE,45,453,4531,11324.0,,
2020-02-01,FRESH INC,US,Cons Retail & Health,Consumer Durables & Apparel,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,29290.0,24044.0,
2020-02-01,FURNITURE CONCEPTS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,10257.0,,
2020-02-01,G INVESTORS LLC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,42010.0,,
2020-02-01,GATEPIZZA LLC,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,68276.0,,
2020-02-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,64872.0,58024.0,
2020-02-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,64872.0,58024.0,
2020-02-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,32331.0,28391.0,
2020-02-01,HERBALIFE INTERNATIONAL INC,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,66932.0,2506.0,
2020-02-01,HERBALIFE NUTRITION LTD,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,66932.0,2506.0,
2020-02-01,HLF FINANCING SARL,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,66932.0,2506.0,
2020-02-01,HLF FINANCING SARL LLC,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,66932.0,2506.0,
2020-02-01,HOUK GALLERY INC,US,Not Assigned,Not Assigned,45392,Art Dealers - DO NOT USE,45,453,4539,11324.0,,
2020-02-01,HUVEPHARMA INC,US,Cons Retail & Health,Health Care Equipment & Services,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,29290.0,24044.0,24044.0
2020-02-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,22735.0,16576.0,
2020-02-01,JACOB MILLER REALTY LLC,US,Not Assigned,Not Assigned,45112,Hobby Toy and Game Stores - DO NOT USE,45,451,4511,6635.0,,
2020-02-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,22735.0,16576.0,
2020-02-01,JEROME ALEXANDER CONSULTING CORP,US,Not Assigned,Not Assigned,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,29290.0,24044.0,
2020-02-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,64872.0,58024.0,
2020-02-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,64872.0,58024.0,
2020-02-01,MARY KAY INC,US,Cons Retail & Health,Household & Personal Products,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,29290.0,24044.0,
2020-02-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,64872.0,58024.0,
2020-02-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,22735.0,16576.0,3315.0
2020-02-01,MIDLAND OIL GROUP LLC,US,Cons Retail & Health,Retailing & Services,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,42010.0,,
2020-02-01,NATHANS FAMOUS OPERATING CORP,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,68276.0,,
2020-02-01,NEW DEAL LLC,US,Not Assigned,Not Assigned,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,11324.0,,
2020-02-01,NOGENT-SUR-OISE LLC,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,68276.0,,
2020-02-01,NORTH 43RD LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,68276.0,,
2020-02-01,NU SKIN ENTERPRISES INC,US,Cons Retail & Health,Household & Personal Products,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,66932.0,2506.0,
2020-02-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,32331.0,28391.0,
2020-02-01,PETCARERX INC,US,Not Assigned,Not Assigned,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,29290.0,24044.0,24044.0
2020-02-01,RAYMOURS FURNITURE CO INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,10257.0,,
2020-02-01,REGO ENTERPRISES LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,68276.0,,
