year,state_code,state_name,measure_id,measure_short_desc,measure_desc,total_population,value
2014,OK,Oklahoma,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,1359952,70.14054223972612
2014,OK,Oklahoma,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,1359952,77.09772639034318
2014,OK,Oklahoma,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,1359952,35.798131698765836
2014,OK,Oklahoma,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,1359952,18.09195743673306
2014,OR,Oregon,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",1333152,63.91755388732867
2014,OR,Oregon,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",1333152,33.23164965435299
2014,OR,Oregon,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",1333152,30.26783517558388
2014,OR,Oregon,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,1333152,65.07003499975998
2014,OR,Oregon,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,1333152,77.0262978265044
2014,OR,Oregon,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,1333152,80.55961585775665
2014,OR,Oregon,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,1333152,30.6244053941336
2014,OR,Oregon,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,1333152,13.509151469599866
2014,PA,Pennsylvania,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",2290681,61.24939950172023
2014,PA,Pennsylvania,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",2290681,30.35082960045506
2014,PA,Pennsylvania,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",2290681,28.558668492033593
2014,PA,Pennsylvania,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,2290681,56.001176331405375
2014,PA,Pennsylvania,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,2290681,78.20539791441935
2014,PA,Pennsylvania,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,2290681,78.04695044836012
2014,PA,Pennsylvania,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,2290681,42.923987931973066
2014,PA,Pennsylvania,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,2290681,19.061237247787886
2014,RI,Rhode Island,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",412249,66.65693330972302
2014,RI,Rhode Island,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",412249,32.479785760547635
2014,RI,Rhode Island,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",412249,32.427284723552994
2014,RI,Rhode Island,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,412249,64.24053351251307
2014,RI,Rhode Island,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,412249,83.31002452401339
2014,RI,Rhode Island,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,412249,83.8955980487521
2014,RI,Rhode Island,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,412249,40.4608168849409
2014,RI,Rhode Island,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,412249,16.69024060701178
2014,SC,South Carolin,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",480823,66.36700157854345
2014,SC,South Carolin,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",480823,40.1347743348384
2014,SC,South Carolin,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",480823,34.77331346462212
2014,SC,South Carolin,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,480823,60.82931473743976
2014,SC,South Carolin,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,480823,78.26975643843993
2014,SC,South Carolin,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,480823,82.49812467373648
2014,SC,South Carolin,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,480823,37.671306073128775
2014,SC,South Carolin,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,480823,16.034891633719685
2014,SD,South Dakota,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",221844,65.2503975766755
2014,SD,South Dakota,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",221844,43.39644074214313
2014,SD,South Dakota,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",221844,35.90177962892843
2014,SD,South Dakota,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,221844,68.3278682317304
2014,SD,South Dakota,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,221844,77.78280954184021
2014,SD,South Dakota,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,221844,84.54229458538433
2014,SD,South Dakota,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,221844,27.767588034835292
2014,SD,South Dakota,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,221844,14.922529344945096
2014,TN,Tennessee,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",1836343,62.38174790875125
2014,TN,Tennessee,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",1836343,34.03555082029882
2014,TN,Tennessee,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",1836343,35.34282478817955
2014,TN,Tennessee,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,1836343,54.12825506999509
2014,TN,Tennessee,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,1836343,79.8124200653146
2014,TN,Tennessee,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,1836343,83.83636787898558
2014,TN,Tennessee,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,1836343,38.12876755595223
2014,TN,Tennessee,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,1836343,22.414961856254525
2014,TX,Texas,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",12325490,58.67115745499773
2014,TX,Texas,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",12325490,31.160202044705727
2014,TX,Texas,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",12325490,30.659448484401025
2014,TX,Texas,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,12325490,57.232698635104974
2014,TX,Texas,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,12325490,76.60886831274051
2014,TX,Texas,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,12325490,77.90067163252739
2014,TX,Texas,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,12325490,34.414734002461564
2014,TX,Texas,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,12325490,14.532673354162796
2014,US,US,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",103020808,61.916357722606875
2014,US,US,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",103020808,31.090026014938655
2014,US,US,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",103020808,29.84592414184909
2014,US,US,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,103020808,60.78748619210985
2014,US,US,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,103020808,77.85208388581071
2014,US,US,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,103020808,80.21076535237425
2014,US,US,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,103020808,36.61781982917471
2014,US,US,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,103020808,15.003203160666338
2014,UT,Utah,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",930942,66.33162173368481
2014,UT,Utah,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",930942,34.30092068034314
2014,UT,Utah,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",930942,30.29671429584227
2014,UT,Utah,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,930942,64.76137793761588
2014,UT,Utah,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,930942,71.95041022963836
2014,UT,Utah,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,930942,75.76543877062159
2014,UT,Utah,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,930942,32.60071594148722
2014,UT,Utah,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,930942,13.657386281852146
2014,VA,Virginia,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",1918061,67.80058673837797
2014,VA,Virginia,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",1918061,36.750781544486856
2014,VA,Virginia,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",1918061,34.04652302507584
2014,VA,Virginia,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,1918061,66.7575360220556
2014,VA,Virginia,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,1918061,81.5735679939272
2014,VA,Virginia,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,1918061,84.39011986584367
2014,VA,Virginia,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,1918061,38.764738712689535
2014,VA,Virginia,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,1918061,14.815283716211319
2014,VT,Vermont,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",42417,67.9
2014,VT,Vermont,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",42417,32.6
2014,VT,Vermont,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",42417,33.6
2014,VT,Vermont,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,42417,69.8
2014,VT,Vermont,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,42417,79.6
2014,VT,Vermont,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,42417,82.1
2014,VT,Vermont,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,42417,28.7
2014,VT,Vermont,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,42417,13.9
2014,WA,Washington,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",2081594,66.54545559796964
2014,WA,Washington,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",2081594,32.046705361372105
2014,WA,Washington,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",2081594,34.82027321370065
2014,WA,Washington,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,2081594,66.8976947473907
2014,WA,Washington,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,2081594,76.01130470206967
2014,WA,Washington,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,2081594,79.92970391920807
2014,WA,Washington,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,2081594,32.45794482497548
2014,WA,Washington,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,2081594,11.701528780348138
2014,WI,Wisconsin,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",1253518,65.7144614596679
2014,WI,Wisconsin,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",1253518,31.66458846223189
2014,WI,Wisconsin,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",1253518,28.692632415330298
2014,WI,Wisconsin,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,1253518,63.42568969891138
2014,WI,Wisconsin,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,1253518,79.29622310968011
2014,WI,Wisconsin,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,1253518,82.51620942020776
2014,WI,Wisconsin,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,1253518,35.92210602480379
2014,WI,Wisconsin,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,1253518,16.321635907900802
2014,WV,West Virginia,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",51400,67.6
2014,WV,West Virginia,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",51400,47.5
2014,WV,West Virginia,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",51400,44.9
2014,WV,West Virginia,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,51400,62.0
2014,WV,West Virginia,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,51400,80.2
2014,WV,West Virginia,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,51400,82.1
2014,WV,West Virginia,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,51400,38.3
2014,WV,West Virginia,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,51400,22.1
2014,WY,Wyoming,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",59466,57.8
2014,WY,Wyoming,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",59466,33.2
2014,WY,Wyoming,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",59466,28.4
2014,WY,Wyoming,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,59466,65.3
2014,WY,Wyoming,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,59466,72.1
2014,WY,Wyoming,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,59466,79.0
2014,WY,Wyoming,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,59466,31.4
2014,WY,Wyoming,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,59466,15.7
2015,AK,Alaska,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,291826,29.199999999999996
2015,AK,Alaska,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,291826,50.6
2015,AK,Alaska,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,291826,70.8
2015,AK,Alaska,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,291826,32.1
2015,AL,Alabama,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,965304,39.83470295368092
2015,AL,Alabama,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,965304,67.66431103569445
2015,AL,Alabama,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,965304,76.84039991546705
2015,AL,Alabama,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,965304,34.695413051225316
2015,AR,Arkansas,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,490373,36.05893065074953
2015,AR,Arkansas,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,490373,64.10063033649895
2015,AR,Arkansas,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,490373,73.29926708852241
2015,AR,Arkansas,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,490373,33.3474587711803
2015,AZ,Arizona,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,3896074,28.31854600297633
2015,AZ,Arizona,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,3896074,55.605033323289035
2015,AZ,Arizona,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,3896074,74.0582481492908
2015,AZ,Arizona,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3896074,32.34957906343668
2015,CA,California,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,22367518,27.73725796934644
2015,CA,California,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,22367518,52.74996794458822
2015,CA,California,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,22367518,74.3242643193581
2015,CA,California,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,22367518,29.861133126169836
2015,CO,Colorado,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,2510323,25.229167003608698
2015,CO,Colorado,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,2510323,51.92167617473927
2015,CO,Colorado,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,2510323,73.80885806328509
2015,CO,Colorado,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2510323,28.191890246792944
2015,CT,Connecticut,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,871494,32.04502681601939
2015,CT,Connecticut,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,871494,58.32744826699897
2015,CT,Connecticut,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,871494,75.69690347839457
2015,CT,Connecticut,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,871494,32.17630299233271
2015,DC,District of C,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,601723,31.1
2015,DC,District of C,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,601723,61.0
2015,DC,District of C,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,601723,80.3
2015,DC,District of C,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,601723,30.300000000000004
2015,DE,Delaware,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,70851,38.3
2015,DE,Delaware,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,70851,64.9
2015,DE,Delaware,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,70851,73.4
2015,DE,Delaware,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,70851,31.699999999999996
2015,FL,Florida,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,5166487,30.89661247574996
2015,FL,Florida,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,5166487,60.84339159277861
2015,FL,Florida,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,5166487,75.73880002020715
2015,FL,Florida,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5166487,31.783134826430416
2015,GA,Georgia,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,1551770,37.595623256023764
2015,GA,Georgia,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,1551770,64.08439111466261
2015,GA,Georgia,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,1551770,77.20273159037744
2015,GA,Georgia,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1551770,32.11707031325519
2015,HI,Hawaii,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,953207,30.0
2015,HI,Hawaii,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,953207,57.6
2015,HI,Hawaii,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,953207,70.7
2015,HI,Hawaii,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,953207,30.5
2015,IA,Iowa,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,648396,29.007047236565306
2015,IA,Iowa,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,648396,60.41402784717981
2015,IA,Iowa,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,648396,71.42003359058353
2015,IA,Iowa,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,648396,31.87018041443809
2015,ID,Idaho,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,362320,28.660096599690878
2015,ID,Idaho,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,362320,48.15313838595717
2015,ID,Idaho,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,362320,71.28194938176198
2015,ID,Idaho,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,362320,32.432233936851404
2015,IL,Illinois,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,4447592,32.52780632755882
2015,IL,Illinois,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,4447592,60.09198431420867
2015,IL,Illinois,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,4447592,74.91962491163757
2015,IL,Illinois,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4447592,32.22501535662444
2015,IN,Indiana,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,1827472,32.070280420165126
2015,IN,Indiana,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,1827472,62.00467646015917
2015,IN,Indiana,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,1827472,72.1730787120131
2015,IN,Indiana,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1827472,33.32880936069061
2015,KS,Kansas,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,1042514,30.52280410622783
2015,KS,Kansas,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,1042514,59.981779045653106
2015,KS,Kansas,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,1042514,72.29851560746425
2015,KS,Kansas,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1042514,33.64093134480688
2015,KY,Kentucky,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,893140,37.37458058087198
2015,KY,Kentucky,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,893140,65.1
2015,KY,Kentucky,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,893140,73.8961499876839
2015,KY,Kentucky,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,893140,32.3038500123161
2015,LA,Louisiana,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,1031951,39.592854408784916
2015,LA,Louisiana,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,1031951,69.48600340520045
2015,LA,Louisiana,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,1031951,74.40309307321762
2015,LA,Louisiana,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1031951,33.135243824561435
2015,MA,Massachusetts,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,1860996,30.477933859073314
