item_code,area_code,year,month,CPI,item_name,region_name
SEAA,0000,2020,05,113.170,Men's apparel,US
SATCLTB,0000,2020,05,104.682,Transportation commodities less motor fuel,US
SAT1,0000,2020,05,188.771,Private transportation,US
SAT,0000,2020,05,191.419,Transportation,US
SASLE,0000,2020,05,342.801,Services less energy services,US
SASL5,0000,2020,05,312.350,Services less medical care services,US
SASL2RS,0000,2020,05,344.834,Services less rent of shelter,US
SAS4,0000,2020,05,297.882,Transportation services,US
SAS367,0000,2020,05,367.263,Other services,US
SAS2RS,0000,2020,05,339.243,Rent of shelter,US
SAS24,0000,2020,05,214.913,Utilities and public transportation,US
SAS,0000,2020,05,329.958,Services,US
SARS,0000,2020,05,129.088,Recreation services,US
SARC,0000,2020,05,78.243,Recreation commodities,US
SAR,0000,2020,05,122.779,Recreation,US
SANL13,0000,2020,05,223.420,Nondurables less food and apparel,US
SANL113,0000,2020,05,220.969,"Nondurables less food, beverages, and apparel",US
SANL11,0000,2020,05,177.787,Nondurables less food and beverages,US
SANL1,0000,2020,05,182.539,Nondurables less food,US
SAN1D,0000,2020,05,262.316,Domestically produced farm food,US
SAN,0000,2020,05,221.514,Nondurables,US
SAM2,0000,2020,05,562.701,Medical care services,US
SAM1,0000,2020,05,384.304,Medical care commodities,US
SAM,0000,2020,05,519.194,Medical care,US
SAH31,0000,2020,05,91.607,Household furnishings and supplies,US
SAH3,0000,2020,05,125.373,Household furnishings and operations,US
SAH21,0000,2020,05,195.974,Household energy,US
SAH2,0000,2020,05,240.361,Fuels and utilities,US
SAH1,0000,2020,05,325.265,Shelter,US
SAH,0000,2020,05,270.823,Housing,US
SAGS,0000,2020,05,127.660,Other personal services,US
SAGC,0000,2020,05,116.586,Other goods,US
SAG1,0000,2020,05,237.997,Personal care,US
SAG,0000,2020,05,460.730,Other goods and services,US
SAF116,0000,2020,05,257.713,Alcoholic beverages,US
SAF115,0000,2020,05,218.988,Other food at home,US
SAF114,0000,2020,05,178.234,Nonalcoholic beverages and beverage materials,US
SAF1131,0000,2020,05,353.765,Fresh fruits and vegetables,US
SAF113,0000,2020,05,306.798,Fruits and vegetables,US
SAF11211,0000,2020,05,286.185,Meats,US
SAF1121,0000,2020,05,279.226,"Meats, poultry, and fish",US
SAF112,0000,2020,05,275.405,"Meats, poultry, fish, and eggs",US
SAF111,0000,2020,05,284.937,Cereals and bakery products,US
SAF11,0000,2020,05,253.827,Food at home,US
SAF1,0000,2020,05,268.439,Food,US
SAF,0000,2020,05,267.792,Food and beverages,US
SAES,0000,2020,05,112.607,Education and communication services,US
SAEC,0000,2020,05,69.431,Education and communication commodities,US
SAE21,0000,2020,05,69.699,Information and information processing,US
SAE2,0000,2020,05,73.793,Communication,US
SAE1,0000,2020,05,269.725,Education,US
SAE,0000,2020,05,139.340,Education and communication,US
SAD,0000,2020,05,104.309,Durables,US
SACL1E4,0000,2020,05,144.091,"Commodities less food, energy, and used cars and trucks",US
SACL1E,0000,2020,05,142.964,Commodities less food and energy commodities,US
SACL11,0000,2020,05,141.639,Commodities less food and beverages,US
SACL1,0000,2020,05,145.341,Commodities less food,US
SACE,0000,2020,05,173.138,Energy commodities,US
SAC,0000,2020,05,182.064,Commodities,US
SAA2,0000,2020,05,96.654,Women's and girls' apparel,US
SAA1,0000,2020,05,110.121,Men's and boys' apparel,US
SAA,0000,2020,05,114.582,Apparel,US
SA311,0000,2020,05,107.006,Apparel less footwear,US
SA0R,0000,2020,05,39.0,Purchasing power of the consumer dollar,US
SA0LE,0000,2020,05,265.471,All items less energy,US
SA0L5,0000,2020,05,243.812,All items less medical care,US
SA0L2,0000,2020,05,232.598,All items less shelter,US
SA0L1E,0000,2020,05,265.799,All items less food and energy,US
SA0L12E4,0000,2020,05,238.773,"All items less food, shelter, energy, and used cars and trucks",US
SA0L12E,0000,2020,05,232.916,"All items less food, shelter, and energy",US
SA0L12,0000,2020,05,223.627,All items less food and shelter,US
SA0L1,0000,2020,05,254.486,All items less food,US
SA0E,0000,2020,05,183.076,Energy,US
SA0,0000,2020,05,256.394,All items,US
AA0R,0000,2020,05,13.0,Purchasing power of the consumer dollar - old base,US
AA0,0000,2020,05,768.044,All items - old base,US
SS47016,0400,2020,04,209.613,"Gasoline, unleaded premium",West
SS47015,0400,2020,04,205.018,"Gasoline, unleaded midgrade",West
SS47014,0400,2020,04,203.402,"Gasoline, unleaded regular",West
SS4501A,0400,2020,04,103.600,New cars and trucks,West
SS45011,0400,2020,04,147.766,New cars,West
SETE,0400,2020,04,793.060,Motor vehicle insurance,West
SETB01,0400,2020,04,207.227,Gasoline (all types),West
SETB,0400,2020,04,208.592,Motor fuel,West
SETA02,0400,2020,04,133.884,Used cars and trucks,West
SETA01,0400,2020,04,149.164,New vehicles,West
SETA,0400,2020,04,99.753,New and used motor vehicles,West
SEMC,0400,2020,04,363.232,Professional services,West
SEHF02,0400,2020,04,203.872,Utility (piped) gas service,West
SEHF01,0400,2020,04,292.080,Electricity,West
SEHF,0400,2020,04,261.216,Energy services,West
SEHC01,0400,2020,04,372.571,Owners' equivalent rent of primary residence,West
SEHC,0400,2020,04,372.566,Owners' equivalent rent of residences,West
SEHA,0400,2020,04,378.119,Rent of primary residence,West
SEFV,0400,2020,04,294.153,Food away from home,West
SEFJ,0400,2020,04,241.599,Dairy and related products,West
SEEB,0400,2020,04,1497.312,"Tuition, other school fees, and childcare",West
SATCLTB,0400,2020,04,105.236,Transportation commodities less motor fuel,West
SAT1,0400,2020,04,201.473,Private transportation,West
SAT,0400,2020,04,204.370,Transportation,West
SASLE,0400,2020,04,360.127,Services less energy services,West
SASL5,0400,2020,04,338.430,Services less medical care services,West
SASL2RS,0400,2020,04,362.787,Services less rent of shelter,West
SAS4,0400,2020,04,302.810,Transportation services,West
SAS367,0400,2020,04,364.152,Other services,West
SAS2RS,0400,2020,04,377.209,Rent of shelter,West
SAS,0400,2020,04,353.443,Services,West
SARS,0400,2020,04,128.105,Recreation services,West
SARC,0400,2020,04,79.565,Recreation commodities,West
SAR,0400,2020,04,115.634,Recreation,West
SANL13,0400,2020,04,237.950,Nondurables less food and apparel,West
SANL113,0400,2020,04,234.472,"Nondurables less food, beverages, and apparel",West
SANL11,0400,2020,04,184.066,Nondurables less food and beverages,West
SANL1,0400,2020,04,190.374,Nondurables less food,West
SAN,0400,2020,04,229.695,Nondurables,West
SAM2,0400,2020,04,568.807,Medical care services,West
SAM1,0400,2020,04,427.784,Medical care commodities,West
SAM,0400,2020,04,535.571,Medical care,West
SAH31,0400,2020,04,95.197,Household furnishings and supplies,West
SAH3,0400,2020,04,135.860,Household furnishings and operations,West
SAH21,0400,2020,04,258.870,Household energy,West
SAH2,0400,2020,04,309.517,Fuels and utilities,West
SAH1,0400,2020,04,354.156,Shelter,West
SAH,0400,2020,04,305.807,Housing,West
SAGS,0400,2020,04,129.254,Other personal services,West
SAGC,0400,2020,04,118.136,Other goods,West
SAG,0400,2020,04,460.098,Other goods and services,West
SAF116,0400,2020,04,270.351,Alcoholic beverages,West
SAF115,0400,2020,04,219.675,Other food at home,West
SAF114,0400,2020,04,187.682,Nonalcoholic beverages and beverage materials,West
SAF113,0400,2020,04,342.233,Fruits and vegetables,West
SAF112,0400,2020,04,276.071,"Meats, poultry, fish, and eggs",West
SAF111,0400,2020,04,271.272,Cereals and bakery products,West
SAF11,0400,2020,04,261.197,Food at home,West
SAF1,0400,2020,04,275.641,Food,West
SAF,0400,2020,04,275.516,Food and beverages,West
SAES,0400,2020,04,113.233,Education and communication services,West
SAEC,0400,2020,04,68.460,Education and communication commodities,West
SAE,0400,2020,04,138.623,Education and communication,West
SAD,0400,2020,04,106.093,Durables,West
SACL1E,0400,2020,04,141.293,Commodities less food and energy commodities,West
SACL11,0400,2020,04,143.882,Commodities less food and beverages,West
SACL1,0400,2020,04,148.426,Commodities less food,West
SACE,0400,2020,04,212.911,Energy commodities,West
SAC,0400,2020,04,186.623,Commodities,West
SAA,0400,2020,04,112.484,Apparel,West
SA0LE,0400,2020,04,277.889,All items less energy,West
SA0L5,0400,2020,04,260.972,All items less medical care,West
SA0L2,0400,2020,04,241.044,All items less shelter,West
SA0L1E,0400,2020,04,279.072,All items less food and energy,West
SA0L1,0400,2020,04,272.609,All items less food,West
SA0E,0400,2020,04,233.488,Energy,West
SA0,0400,2020,04,272.913,All items,West
AA0,0400,2020,04,441.149,All items - old base,West
SS47016,0300,2020,04,185.317,"Gasoline, unleaded premium",South
SS47015,0300,2020,04,182.507,"Gasoline, unleaded midgrade",South
SS47014,0300,2020,04,147.614,"Gasoline, unleaded regular",South
SS4501A,0300,2020,04,104.174,New cars and trucks,South
SS45011,0300,2020,04,151.950,New cars,South
SETE,0300,2020,04,911.447,Motor vehicle insurance,South
SETB01,0300,2020,04,153.280,Gasoline (all types),South
SETB,0300,2020,04,154.746,Motor fuel,South
SETA02,0300,2020,04,140.915,Used cars and trucks,South
SETA01,0300,2020,04,153.004,New vehicles,South
SETA,0300,2020,04,101.247,New and used motor vehicles,South
SEMC,0300,2020,04,369.110,Professional services,South
SEHF02,0300,2020,04,183.022,Utility (piped) gas service,South
SEHF01,0300,2020,04,187.501,Electricity,South
SEHF,0300,2020,04,188.954,Energy services,South
SEHC01,0300,2020,04,290.170,Owners' equivalent rent of primary residence,South
SEHC,0300,2020,04,290.162,Owners' equivalent rent of residences,South
SEHA,0300,2020,04,303.173,Rent of primary residence,South
SEFV,0300,2020,04,289.440,Food away from home,South
SEFJ,0300,2020,04,229.212,Dairy and related products,South
SEEB,0300,2020,04,1361.237,"Tuition, other school fees, and childcare",South
SATCLTB,0300,2020,04,105.897,Transportation commodities less motor fuel,South
SAT1,0300,2020,04,193.478,Private transportation,South
SAT,0300,2020,04,193.489,Transportation,South
SASLE,0300,2020,04,325.986,Services less energy services,South
SASL5,0300,2020,04,293.326,Services less medical care services,South
SASL2RS,0300,2020,04,344.301,Services less rent of shelter,South
SAS4,0300,2020,04,344.099,Transportation services,South
SAS367,0300,2020,04,351.516,Other services,South
SAS2RS,0300,2020,04,295.719,Rent of shelter,South
SAS,0300,2020,04,312.872,Services,South
SARS,0300,2020,04,127.440,Recreation services,South
SARC,0300,2020,04,76.499,Recreation commodities,South
SAR,0300,2020,04,121.903,Recreation,South
SANL13,0300,2020,04,214.057,Nondurables less food and apparel,South
SANL113,0300,2020,04,212.663,"Nondurables less food, beverages, and apparel",South
SANL11,0300,2020,04,179.485,Nondurables less food and beverages,South
SANL1,0300,2020,04,182.736,Nondurables less food,South
SAN,0300,2020,04,218.734,Nondurables,South
SAM2,0300,2020,04,531.624,Medical care services,South
SAM1,0300,2020,04,354.069,Medical care commodities,South
SAM,0300,2020,04,486.703,Medical care,South
SAH31,0300,2020,04,89.102,Household furnishings and supplies,South
SAH3,0300,2020,04,125.161,Household furnishings and operations,South
SAH21,0300,2020,04,188.474,Household energy,South
SAH2,0300,2020,04,237.148,Fuels and utilities,South
SAH1,0300,2020,04,287.776,Shelter,South
SAH,0300,2020,04,247.788,Housing,South
SAGS,0300,2020,04,124.224,Other personal services,South
SAGC,0300,2020,04,112.806,Other goods,South
SAG,0300,2020,04,437.990,Other goods and services,South
SAF116,0300,2020,04,240.059,Alcoholic beverages,South
SAF115,0300,2020,04,217.865,Other food at home,South
SAF114,0300,2020,04,175.774,Nonalcoholic beverages and beverage materials,South
SAF113,0300,2020,04,289.588,Fruits and vegetables,South
SAF112,0300,2020,04,258.935,"Meats, poultry, fish, and eggs",South
SAF111,0300,2020,04,289.888,Cereals and bakery products,South
SAF11,0300,2020,04,248.549,Food at home,South
SAF1,0300,2020,04,263.867,Food,South
SAF,0300,2020,04,262.288,Food and beverages,South
SAES,0300,2020,04,111.858,Education and communication services,South
SAEC,0300,2020,04,68.433,Education and communication commodities,South
SAE,0300,2020,04,133.983,Education and communication,South
SAD,0300,2020,04,107.143,Durables,South
SACL1E,0300,2020,04,145.162,Commodities less food and energy commodities,South
SACL11,0300,2020,04,143.347,Commodities less food and beverages,South
SACL1,0300,2020,04,146.178,Commodities less food,South
SACE,0300,2020,04,158.194,Energy commodities,South
SAC,0300,2020,04,180.342,Commodities,South
SAA,0300,2020,04,126.434,Apparel,South
SA0LE,0300,2020,04,255.461,All items less energy,South
SA0L5,0300,2020,04,233.208,All items less medical care,South
SA0L2,0300,2020,04,231.148,All items less shelter,South
SA0L1E,0300,2020,04,254.422,All items less food and energy,South
SA0L1,0300,2020,04,243.301,All items less food,South
SA0E,0300,2020,04,168.510,Energy,South
SA0,0300,2020,04,246.254,All items,South
AA0,0300,2020,04,399.459,All items - old base,South
SS47016,0200,2020,04,182.078,"Gasoline, unleaded premium",Midwest
SS47015,0200,2020,04,179.633,"Gasoline, unleaded midgrade",Midwest
SS47014,0200,2020,04,137.731,"Gasoline, unleaded regular",Midwest
SS4501A,0200,2020,04,97.386,New cars and trucks,Midwest
SS45011,0200,2020,04,135.773,New cars,Midwest
SETE,0200,2020,04,679.858,Motor vehicle insurance,Midwest
SETB01,0200,2020,04,143.600,Gasoline (all types),Midwest
SETB,0200,2020,04,145.750,Motor fuel,Midwest
SETA02,0200,2020,04,138.418,Used cars and trucks,Midwest
SETA01,0200,2020,04,137.771,New vehicles,Midwest
SETA,0200,2020,04,97.694,New and used motor vehicles,Midwest
SEMC,0200,2020,04,426.252,Professional services,Midwest
SEHF02,0200,2020,04,135.094,Utility (piped) gas service,Midwest
SEHF01,0200,2020,04,197.690,Electricity,Midwest
SEHF,0200,2020,04,177.997,Energy services,Midwest
SEHC01,0200,2020,04,290.824,Owners' equivalent rent of primary residence,Midwest
SEHC,0200,2020,04,290.897,Owners' equivalent rent of residences,Midwest
SEHA,0200,2020,04,286.272,Rent of primary residence,Midwest
SEFV,0200,2020,04,281.716,Food away from home,Midwest
SEFJ,0200,2020,04,206.834,Dairy and related products,Midwest
SEEB,0200,2020,04,1199.045,"Tuition, other school fees, and childcare",Midwest
SATCLTB,0200,2020,04,103.276,Transportation commodities less motor fuel,Midwest
SAT1,0200,2020,04,179.598,Private transportation,Midwest
SAT,0200,2020,04,182.380,Transportation,Midwest
SASLE,0200,2020,04,316.336,Services less energy services,Midwest
SASL5,0200,2020,04,281.811,Services less medical care services,Midwest
SASL2RS,0200,2020,04,328.499,Services less rent of shelter,Midwest
SAS4,0200,2020,04,301.247,Transportation services,Midwest
SAS367,0200,2020,04,350.769,Other services,Midwest
SAS2RS,0200,2020,04,292.158,Rent of shelter,Midwest
SAS,0200,2020,04,301.099,Services,Midwest
SARS,0200,2020,04,125.741,Recreation services,Midwest
SARC,0200,2020,04,81.065,Recreation commodities,Midwest
SAR,0200,2020,04,123.227,Recreation,Midwest
SANL13,0200,2020,04,214.057,Nondurables less food and apparel,Midwest
SANL113,0200,2020,04,210.902,"Nondurables less food, beverages, and apparel",Midwest
SANL11,0200,2020,04,171.227,Nondurables less food and beverages,Midwest
SANL1,0200,2020,04,175.999,Nondurables less food,Midwest
SAN,0200,2020,04,211.180,Nondurables,Midwest
SAM2,0200,2020,04,558.708,Medical care services,Midwest
SAM1,0200,2020,04,380.061,Medical care commodities,Midwest
SAM,0200,2020,04,513.998,Medical care,Midwest
SAH31,0200,2020,04,91.794,Household furnishings and supplies,Midwest
SAH3,0200,2020,04,116.593,Household furnishings and operations,Midwest
SAH21,0200,2020,04,171.241,Household energy,Midwest
SAH2,0200,2020,04,215.939,Fuels and utilities,Midwest
SAH1,0200,2020,04,284.083,Shelter,Midwest
SAH,0200,2020,04,235.453,Housing,Midwest
SAGS,0200,2020,04,127.443,Other personal services,Midwest
SAGC,0200,2020,04,117.456,Other goods,Midwest
SAG,0200,2020,04,445.297,Other goods and services,Midwest
SAF116,0200,2020,04,256.055,Alcoholic beverages,Midwest
SAF115,0200,2020,04,207.573,Other food at home,Midwest
SAF114,0200,2020,04,170.839,Nonalcoholic beverages and beverage materials,Midwest
SAF113,0200,2020,04,269.304,Fruits and vegetables,Midwest
SAF112,0200,2020,04,263.699,"Meats, poultry, fish, and eggs",Midwest
SAF111,0200,2020,04,264.421,Cereals and bakery products,Midwest
SAF11,0200,2020,04,236.431,Food at home,Midwest
SAF1,0200,2020,04,253.291,Food,Midwest
SAF,0200,2020,04,253.602,Food and beverages,Midwest
SAES,0200,2020,04,110.741,Education and communication services,Midwest
SAEC,0200,2020,04,70.531,Education and communication commodities,Midwest
SAE,0200,2020,04,138.970,Education and communication,Midwest
SAD,0200,2020,04,101.659,Durables,Midwest
SACL1E,0200,2020,04,142.127,Commodities less food and energy commodities,Midwest
SACL11,0200,2020,04,137.496,Commodities less food and beverages,Midwest
SACL1,0200,2020,04,141.080,Commodities less food,Midwest
SACE,0200,2020,04,146.998,Energy commodities,Midwest
SAC,0200,2020,04,174.129,Commodities,Midwest
SAA,0200,2020,04,110.183,Apparel,Midwest
SA0LE,0200,2020,04,246.750,All items less energy,Midwest
SA0L5,0200,2020,04,223.313,All items less medical care,Midwest
SA0L2,0200,2020,04,221.889,All items less shelter,Midwest
SA0L1E,0200,2020,04,246.317,All items less food and energy,Midwest
SA0L1,0200,2020,04,233.642,All items less food,Midwest
SA0E,0200,2020,04,159.976,Energy,Midwest
SA0,0200,2020,04,236.474,All items,Midwest
AA0,0200,2020,04,384.756,All items - old base,Midwest
SS47016,0100,2020,04,198.540,"Gasoline, unleaded premium",Northeast
SS47015,0100,2020,04,201.686,"Gasoline, unleaded midgrade",Northeast
SS47014,0100,2020,04,175.315,"Gasoline, unleaded regular",Northeast
SS4501A,0100,2020,04,99.818,New cars and trucks,Northeast
SS45011,0100,2020,04,133.004,New cars,Northeast
SETE,0100,2020,04,568.633,Motor vehicle insurance,Northeast
SETB01,0100,2020,04,179.103,Gasoline (all types),Northeast
SETB,0100,2020,04,180.260,Motor fuel,Northeast
SETA02,0100,2020,04,145.373,Used cars and trucks,Northeast
SETA01,0100,2020,04,144.030,New vehicles,Northeast
SETA,0100,2020,04,95.942,New and used motor vehicles,Northeast
SEMC,0100,2020,04,401.080,Professional services,Northeast
SEHF02,0100,2020,04,172.177,Utility (piped) gas service,Northeast
SEHF01,0100,2020,04,202.391,Electricity,Northeast
SEHF,0100,2020,04,197.091,Energy services,Northeast
SEHC01,0100,2020,04,378.705,Owners' equivalent rent of primary residence,Northeast
SEHC,0100,2020,04,379.025,Owners' equivalent rent of residences,Northeast
SEHA,0100,2020,04,369.142,Rent of primary residence,Northeast
SEFV,0100,2020,04,296.492,Food away from home,Northeast
SEFJ,0100,2020,04,241.163,Dairy and related products,Northeast
SEEB,0100,2020,04,1301.052,"Tuition, other school fees, and childcare",Northeast
SATCLTB,0100,2020,04,104.332,Transportation commodities less motor fuel,Northeast
SAT1,0100,2020,04,186.784,Private transportation,Northeast
SAT,0100,2020,04,192.380,Transportation,Northeast
SASLE,0100,2020,04,365.609,Services less energy services,Northeast
SASL5,0100,2020,04,333.579,Services less medical care services,Northeast
SASL2RS,0100,2020,04,346.404,Services less rent of shelter,Northeast
SAS4,0100,2020,04,275.552,Transportation services,Northeast
SAS367,0100,2020,04,397.157,Other services,Northeast
SAS2RS,0100,2020,04,382.523,Rent of shelter,Northeast
SAS,0100,2020,04,350.479,Services,Northeast
SARS,0100,2020,04,128.317,Recreation services,Northeast
SARC,0100,2020,04,76.151,Recreation commodities,Northeast
SAR,0100,2020,04,128.377,Recreation,Northeast
SANL13,0100,2020,04,232.338,Nondurables less food and apparel,Northeast
SANL113,0100,2020,04,231.426,"Nondurables less food, beverages, and apparel",Northeast
SANL11,0100,2020,04,183.337,Nondurables less food and beverages,Northeast
SANL1,0100,2020,04,187.760,Nondurables less food,Northeast
SAN,0100,2020,04,227.723,Nondurables,Northeast
SAM2,0100,2020,04,595.764,Medical care services,Northeast
SAM1,0100,2020,04,390.261,Medical care commodities,Northeast
SAM,0100,2020,04,549.330,Medical care,Northeast
SAH31,0100,2020,04,89.364,Household furnishings and supplies,Northeast
SAH3,0100,2020,04,120.596,Household furnishings and operations,Northeast
SAH21,0100,2020,04,191.620,Household energy,Northeast
SAH2,0100,2020,04,219.796,Fuels and utilities,Northeast
SAH1,0100,2020,04,365.383,Shelter,Northeast
SAH,0100,2020,04,291.569,Housing,Northeast
SAGS,0100,2020,04,129.909,Other personal services,Northeast
SAGC,0100,2020,04,123.079,Other goods,Northeast
SAG,0100,2020,04,511.241,Other goods and services,Northeast
SAF116,0100,2020,04,258.802,Alcoholic beverages,Northeast
SAF115,0100,2020,04,234.059,Other food at home,Northeast
SAF114,0100,2020,04,181.651,Nonalcoholic beverages and beverage materials,Northeast
SAF113,0100,2020,04,320.523,Fruits and vegetables,Northeast
SAF112,0100,2020,04,268.731,"Meats, poultry, fish, and eggs",Northeast
SAF111,0100,2020,04,313.438,Cereals and bakery products,Northeast
SAF11,0100,2020,04,262.180,Food at home,Northeast
SAF1,0100,2020,04,274.617,Food,Northeast
SAF,0100,2020,04,273.573,Food and beverages,Northeast
SAES,0100,2020,04,114.441,Education and communication services,Northeast
SAEC,0100,2020,04,72.329,Education and communication commodities,Northeast
SAE,0100,2020,04,147.043,Education and communication,Northeast
SAD,0100,2020,04,100.951,Durables,Northeast
SACL1E,0100,2020,04,146.201,Commodities less food and energy commodities,Northeast
SACL11,0100,2020,04,145.084,Commodities less food and beverages,Northeast
SACL1,0100,2020,04,149.072,Commodities less food,Northeast
SACE,0100,2020,04,186.330,Energy commodities,Northeast
SAC,0100,2020,04,188.826,Commodities,Northeast
SAA,0100,2020,04,122.783,Apparel,Northeast
SA0LE,0100,2020,04,282.453,All items less energy,Northeast
SA0L5,0100,2020,04,259.058,All items less medical care,Northeast
SA0L2,0100,2020,04,238.814,All items less shelter,Northeast
SA0L1E,0100,2020,04,285.641,All items less food and energy,Northeast
SA0L1,0100,2020,04,271.284,All items less food,Northeast
SA0E,0100,2020,04,187.095,Energy,Northeast
SA0,0100,2020,04,271.325,All items,Northeast
AA0,0100,2020,04,427.254,All items - old base,Northeast
SSHJ031,0000,2020,04,104.824,Infants' furniture,US
SSGE013,0000,2020,04,78.813,Infants' equipment,US
SSEE041,0000,2020,04,94.891,Smartphones,US
SSEA011,0000,2020,04,233.493,College textbooks,US
SS68023,0000,2020,04,260.387,Tax return preparation and other accounting fees,US
SS68021,0000,2020,04,176.121,Checking account and other bank services,US
SS62055,0000,2020,04,136.301,Rental of video discs and other media,US
SS62054,0000,2020,04,274.089,Veterinarian services,US
SS62053,0000,2020,04,200.294,Pet services,US
SS62052,0000,2020,04,113.944,Photo Processing,US
SS62032,0000,2020,04,238.247,Admission to sporting events,US
SS62031,0000,2020,04,188.129,"Admission to movies, theaters, and concerts",US
SS62011,0000,2020,04,117.372,Automobile service clubs,US
SS61032,0000,2020,04,115.184,"Purchase of pets, pet supplies, accessories",US
SS61031,0000,2020,04,155.792,Pet food,US
SS61023,0000,2020,04,23.931,Photographic equipment,US
SS61011,0000,2020,04,36.801,"Toys, games, hobbies and playground equipment",US
SS5703,0000,2020,04,771.403,Outpatient hospital services,US
SS5702,0000,2020,04,342.044,Inpatient hospital services,US
SS53031,0000,2020,04,130.941,Intracity mass transit,US
SS53023,0000,2020,04,60.806,Ship fare,US
SS53021,0000,2020,04,141.882,Intercity bus fare,US
SS52051,0000,2020,04,238.982,Parking fees and tolls,US
SS48021,0000,2020,04,170.077,Vehicle parts and equipment other than tires,US
SS47021,0000,2020,04,399.661,"Motor oil, coolant, and fluids",US
SS47016,0000,2020,04,195.907,"Gasoline, unleaded premium",US
SS47015,0000,2020,04,194.611,"Gasoline, unleaded midgrade",US
SS47014,0000,2020,04,162.959,"Gasoline, unleaded regular",US
SS45021,0000,2020,04,156.598,New trucks,US
SS4501A,0000,2020,04,101.877,New cars and trucks,US
SS45011,0000,2020,04,143.116,New cars,US
SS33032,0000,2020,04,161.343,"Stationery, stationery supplies, gift wrap",US
SS31022,0000,2020,04,34.153,Video discs and other media,US
SS30021,0000,2020,04,93.848,Laundry equipment,US
SS20052,0000,2020,04,194.611,Wine away from home,US
SS20051,0000,2020,04,175.799,"Beer, ale, and other malt beverages away from home",US
SS20022,0000,2020,04,192.102,"Distilled spirits, excluding whiskey, at home",US
SS20021,0000,2020,04,206.391,Whiskey at home,US
SS18064,0000,2020,04,128.687,Prepared salads,US
SS1804B,0000,2020,04,283.890,Other condiments,US
SS18043,0000,2020,04,146.336,Sauces and gravies,US
SS18042,0000,2020,04,149.349,"Olives, pickles, relishes",US
SS18041,0000,2020,04,156.671,Salt and other seasonings and spices,US
SS17032,0000,2020,04,187.835,Instant coffee,US
SS17031,0000,2020,04,204.638,Roasted coffee,US
SS16011,0000,2020,04,304.458,Margarine,US
SS14022,0000,2020,04,185.376,"Dried beans, peas, and lentils",US
SS14021,0000,2020,04,181.206,Canned vegetables,US
SS14011,0000,2020,04,207.732,Frozen vegetables,US
SS13031,0000,2020,04,163.007,Canned fruits,US
SS11031,0000,2020,04,475.288,"Oranges, including tangerines",US
SS10011,0000,2020,04,247.899,Butter,US
SS09021,0000,2020,04,152.919,Fresh milk other than whole,US
SS09011,0000,2020,04,209.286,Fresh whole milk,US
SS07021,0000,2020,04,319.781,Frozen fish and seafood,US
SS07011,0000,2020,04,219.757,Shelf stable fish and seafood,US
SS06021,0000,2020,04,237.339,Fresh and frozen chicken parts,US
SS06011,0000,2020,04,267.535,Fresh whole chicken,US
SS0501A,0000,2020,04,149.934,Lunchmeats,US
SS05011,0000,2020,04,251.006,Frankfurters,US
SS04031,0000,2020,04,233.472,"Ham, excluding canned",US
SS04012,0000,2020,04,151.529,Breakfast sausage and related products,US
SS04011,0000,2020,04,298.948,Bacon and related products,US
SS0206B,0000,2020,04,272.966,"Frozen and refrigerated bakery products, pies, tarts, turnovers",US
SS0206A,0000,2020,04,321.130,"Crackers, bread, and cracker products",US
SS02063,0000,2020,04,322.216,"Fresh sweetrolls, coffeecakes, doughnuts",US
SS02042,0000,2020,04,286.192,Cookies,US
SS02041,0000,2020,04,308.843,Fresh cakes and cupcakes,US
SS02021,0000,2020,04,374.510,Bread other than white,US
SS02011,0000,2020,04,355.262,White bread,US
SS01031,0000,2020,04,165.218,Rice,US
SETG03,0000,2020,04,325.612,Intracity transportation,US
SETG02,0000,2020,04,150.724,Other intercity transportation,US
SETG01,0000,2020,04,203.342,Airline fares,US
SETG,0000,2020,04,219.993,Public transportation,US
SETF03,0000,2020,04,211.297,Parking and other fees,US
SETF01,0000,2020,04,184.536,State motor vehicle registration and license fees,US
SETF,0000,2020,04,194.649,Motor vehicle fees,US
SETE,0000,2020,04,534.842,Motor vehicle insurance,US
SETD03,0000,2020,04,185.235,Motor vehicle repair,US
SETD02,0000,2020,04,276.105,Motor vehicle maintenance and servicing,US
SETD01,0000,2020,04,323.973,Motor vehicle body work,US
SETD,0000,2020,04,304.376,Motor vehicle maintenance and repair,US
SETC02,0000,2020,04,179.557,Vehicle accessories other than tires,US
SETC01,0000,2020,04,124.590,Tires,US
SETC,0000,2020,04,147.403,Motor vehicle parts and equipment,US
SETB02,0000,2020,04,186.260,Other motor fuels,US
SETB01,0000,2020,04,168.891,Gasoline (all types),US
SETB,0000,2020,04,170.378,Motor fuel,US
SETA04,0000,2020,04,101.088,Car and truck rental,US
SETA02,0000,2020,04,139.411,Used cars and trucks,US
SETA01,0000,2020,04,147.007,New vehicles,US
SETA,0000,2020,04,98.987,New and used motor vehicles,US
SERG02,0000,2020,04,95.811,Recreational books,US
SERG01,0000,2020,04,194.630,Newspapers and magazines,US
SERG,0000,2020,04,261.502,Recreational reading materials,US
SERF02,0000,2020,04,396.562,Admissions,US
SERF01,0000,2020,04,147.657,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees",US
SERF,0000,2020,04,175.805,Other recreation services,US
SERE03,0000,2020,04,106.458,Music instruments and accessories,US
