client_name,item_name,quarter,consumer_spend
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2015-07-01,1000506
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2015-04-01,982882
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2015-01-01,973368
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2014-10-01,966161
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2014-07-01,955830
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2014-04-01,942844
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2014-01-01,924770
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2013-10-01,919701
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2013-07-01,907947
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2013-04-01,896463
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2013-01-01,900423
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2012-10-01,881932
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2012-07-01,876503
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2012-04-01,878852
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2012-01-01,883378
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2011-10-01,872191
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2011-07-01,870989
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2011-04-01,872307
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2011-01-01,870968
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2010-10-01,861294
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2010-07-01,856359
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2010-04-01,852631
COCA-COLA BEVERAGES FLORIDA LLC,Other nondurable goods,2010-01-01,845196
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2022-01-01,1311686
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2021-10-01,1310709
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2021-07-01,1303605
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2021-04-01,1294862
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2021-01-01,1259568
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2020-10-01,1229013
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2020-07-01,1223824
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2020-04-01,1164840
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2020-01-01,1167932
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2019-10-01,1137907
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2019-07-01,1138558
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2019-04-01,1128793
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2019-01-01,1117064
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2018-10-01,1098090
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2018-07-01,1084451
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2018-04-01,1076006
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2018-01-01,1066269
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2017-10-01,1063505
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2017-07-01,1047187
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2017-04-01,1042061
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2017-01-01,1029526
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2016-10-01,1015661
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2016-07-01,1015456
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2016-04-01,1019287
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2016-01-01,1011875
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2015-10-01,1008419
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2015-07-01,1000506
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2015-04-01,982882
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2015-01-01,973368
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2014-10-01,966161
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2014-07-01,955830
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2014-04-01,942844
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2014-01-01,924770
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2013-10-01,919701
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2013-07-01,907947
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2013-04-01,896463
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2013-01-01,900423
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2012-10-01,881932
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2012-07-01,876503
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2012-04-01,878852
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2012-01-01,883378
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2011-10-01,872191
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2011-07-01,870989
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2011-04-01,872307
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2011-01-01,870968
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2010-10-01,861294
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2010-07-01,856359
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2010-04-01,852631
COCA-COLA BOTTLING CO UNITED INC,Other nondurable goods,2010-01-01,845196
COCO 1215 REALTY LLC,Housing and utilities,2022-01-01,2171075
COCO 1215 REALTY LLC,Housing and utilities,2021-10-01,2152803
COCO 1215 REALTY LLC,Housing and utilities,2021-07-01,2152520
COCO 1215 REALTY LLC,Housing and utilities,2021-04-01,2143924
COCO 1215 REALTY LLC,Housing and utilities,2021-01-01,2142439
COCO 1215 REALTY LLC,Housing and utilities,2020-10-01,2132483
COCO 1215 REALTY LLC,Housing and utilities,2020-07-01,2130740
COCO 1215 REALTY LLC,Housing and utilities,2020-04-01,2128938
COCO 1215 REALTY LLC,Housing and utilities,2020-01-01,2104891
COCO 1215 REALTY LLC,Housing and utilities,2019-10-01,2111835
COCO 1215 REALTY LLC,Housing and utilities,2019-07-01,2105859
COCO 1215 REALTY LLC,Housing and utilities,2019-04-01,2095269
COCO 1215 REALTY LLC,Housing and utilities,2019-01-01,2095944
COCO 1215 REALTY LLC,Housing and utilities,2018-10-01,2096253
COCO 1215 REALTY LLC,Housing and utilities,2018-07-01,2082081
COCO 1215 REALTY LLC,Housing and utilities,2018-04-01,2080192
COCO 1215 REALTY LLC,Housing and utilities,2018-01-01,2071671
COCO 1215 REALTY LLC,Housing and utilities,2017-10-01,2067647
COCO 1215 REALTY LLC,Housing and utilities,2017-07-01,2052707
COCO 1215 REALTY LLC,Housing and utilities,2017-04-01,2054145
COCO 1215 REALTY LLC,Housing and utilities,2017-01-01,2036651
COCO 1215 REALTY LLC,Housing and utilities,2016-10-01,2049002
COCO 1215 REALTY LLC,Housing and utilities,2016-07-01,2056337
COCO 1215 REALTY LLC,Housing and utilities,2016-04-01,2050422
COCO 1215 REALTY LLC,Housing and utilities,2016-01-01,2041986
COCO 1215 REALTY LLC,Housing and utilities,2015-10-01,2035352
COCO 1215 REALTY LLC,Housing and utilities,2015-07-01,2039677
COCO 1215 REALTY LLC,Housing and utilities,2015-04-01,2036207
COCO 1215 REALTY LLC,Housing and utilities,2015-01-01,2047283
COCO 1215 REALTY LLC,Housing and utilities,2014-10-01,2039362
COCO 1215 REALTY LLC,Housing and utilities,2014-07-01,2028085
COCO 1215 REALTY LLC,Housing and utilities,2014-04-01,2038119
COCO 1215 REALTY LLC,Housing and utilities,2014-01-01,2051671
COCO 1215 REALTY LLC,Housing and utilities,2013-10-01,2041145
COCO 1215 REALTY LLC,Housing and utilities,2013-07-01,2027920
COCO 1215 REALTY LLC,Housing and utilities,2013-04-01,2031788
COCO 1215 REALTY LLC,Housing and utilities,2013-01-01,2033436
COCO 1215 REALTY LLC,Housing and utilities,2012-10-01,2018556
COCO 1215 REALTY LLC,Housing and utilities,2012-07-01,2024501
COCO 1215 REALTY LLC,Housing and utilities,2012-04-01,2017045
COCO 1215 REALTY LLC,Housing and utilities,2012-01-01,1998856
COCO 1215 REALTY LLC,Housing and utilities,2011-10-01,2016832
COCO 1215 REALTY LLC,Housing and utilities,2011-07-01,2025162
COCO 1215 REALTY LLC,Housing and utilities,2011-04-01,2016894
COCO 1215 REALTY LLC,Housing and utilities,2011-01-01,2017667
COCO 1215 REALTY LLC,Housing and utilities,2010-10-01,2026720
COCO 1215 REALTY LLC,Housing and utilities,2010-07-01,2018725
COCO 1215 REALTY LLC,Housing and utilities,2010-04-01,2004937
COCO 1215 REALTY LLC,Housing and utilities,2010-01-01,1994951
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2019-10-01,994714
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2019-07-01,997859
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2019-04-01,985136
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2019-01-01,970569
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2018-10-01,972585
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2018-07-01,968444
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2018-04-01,966239
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2018-01-01,962112
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2017-10-01,959973
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2017-07-01,947756
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2017-04-01,940790
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2017-01-01,935123
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2016-10-01,926928
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2016-07-01,917396
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2016-04-01,911687
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2016-01-01,896614
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2015-10-01,887686
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2015-07-01,886629
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2015-04-01,883554
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2015-01-01,881356
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2014-10-01,876328
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2014-07-01,872315
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2014-04-01,868601
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2014-01-01,868220
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2013-10-01,863182
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2013-07-01,856714
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2013-04-01,850007
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2013-01-01,852237
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2012-10-01,849367
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2012-07-01,847435
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2012-04-01,846413
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2012-01-01,841577
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2011-10-01,836100
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2011-07-01,837225
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2011-04-01,840466
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2011-01-01,842164
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2010-10-01,841947
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2010-07-01,835789
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2010-04-01,834628
COLOR BRANDS LLC,Food and beverages purchased for off-premises consumption,2010-01-01,838455
COMPASS INDUSTRIES INC,Clothing and footwear,2022-01-01,495170
COMPASS INDUSTRIES INC,Clothing and footwear,2021-10-01,501415
COMPASS INDUSTRIES INC,Clothing and footwear,2021-07-01,504261
COMPASS INDUSTRIES INC,Clothing and footwear,2021-04-01,505161
COMPASS INDUSTRIES INC,Clothing and footwear,2021-01-01,466189
COMPASS INDUSTRIES INC,Clothing and footwear,2020-10-01,431760
COMPASS INDUSTRIES INC,Clothing and footwear,2020-07-01,428578
COMPASS INDUSTRIES INC,Clothing and footwear,2020-04-01,322805
COMPASS INDUSTRIES INC,Clothing and footwear,2020-01-01,377524
COMPASS INDUSTRIES INC,Clothing and footwear,2019-10-01,415107
COMPASS INDUSTRIES INC,Clothing and footwear,2019-07-01,406536
COMPASS INDUSTRIES INC,Clothing and footwear,2019-04-01,406087
COMPASS INDUSTRIES INC,Clothing and footwear,2019-01-01,398751
COMPASS INDUSTRIES INC,Clothing and footwear,2018-10-01,398963
COMPASS INDUSTRIES INC,Clothing and footwear,2018-07-01,399861
COMPASS INDUSTRIES INC,Clothing and footwear,2018-04-01,391766
COMPASS INDUSTRIES INC,Clothing and footwear,2018-01-01,388983
COMPASS INDUSTRIES INC,Clothing and footwear,2017-10-01,389648
COMPASS INDUSTRIES INC,Clothing and footwear,2017-07-01,384320
COMPASS INDUSTRIES INC,Clothing and footwear,2017-04-01,382758
COMPASS INDUSTRIES INC,Clothing and footwear,2017-01-01,380169
COMPASS INDUSTRIES INC,Clothing and footwear,2016-10-01,375443
COMPASS INDUSTRIES INC,Clothing and footwear,2016-07-01,378935
COMPASS INDUSTRIES INC,Clothing and footwear,2016-04-01,375388
COMPASS INDUSTRIES INC,Clothing and footwear,2016-01-01,376615
COMPASS INDUSTRIES INC,Clothing and footwear,2015-10-01,370586
COMPASS INDUSTRIES INC,Clothing and footwear,2015-07-01,370164
COMPASS INDUSTRIES INC,Clothing and footwear,2015-04-01,368060
COMPASS INDUSTRIES INC,Clothing and footwear,2015-01-01,365231
COMPASS INDUSTRIES INC,Clothing and footwear,2014-10-01,363707
COMPASS INDUSTRIES INC,Clothing and footwear,2014-07-01,357726
COMPASS INDUSTRIES INC,Clothing and footwear,2014-04-01,355562
COMPASS INDUSTRIES INC,Clothing and footwear,2014-01-01,347440
COMPASS INDUSTRIES INC,Clothing and footwear,2013-10-01,347041
COMPASS INDUSTRIES INC,Clothing and footwear,2013-07-01,346052
COMPASS INDUSTRIES INC,Clothing and footwear,2013-04-01,347746
COMPASS INDUSTRIES INC,Clothing and footwear,2013-01-01,347607
COMPASS INDUSTRIES INC,Clothing and footwear,2012-10-01,344160
COMPASS INDUSTRIES INC,Clothing and footwear,2012-07-01,346931
COMPASS INDUSTRIES INC,Clothing and footwear,2012-04-01,341757
COMPASS INDUSTRIES INC,Clothing and footwear,2012-01-01,348030
COMPASS INDUSTRIES INC,Clothing and footwear,2011-10-01,343776
COMPASS INDUSTRIES INC,Clothing and footwear,2011-07-01,342350
COMPASS INDUSTRIES INC,Clothing and footwear,2011-04-01,347258
COMPASS INDUSTRIES INC,Clothing and footwear,2011-01-01,345058
COMPASS INDUSTRIES INC,Clothing and footwear,2010-10-01,341927
COMPASS INDUSTRIES INC,Clothing and footwear,2010-07-01,333427
COMPASS INDUSTRIES INC,Clothing and footwear,2010-04-01,331631
COMPASS INDUSTRIES INC,Clothing and footwear,2010-01-01,326835
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2019-10-01,994714
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2019-07-01,997859
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2019-04-01,985136
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2019-01-01,970569
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2018-10-01,972585
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2018-07-01,968444
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2018-04-01,966239
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2018-01-01,962112
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2017-10-01,959973
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2017-07-01,947756
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2017-04-01,940790
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2017-01-01,935123
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2016-10-01,926928
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2016-07-01,917396
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2016-04-01,911687
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2016-01-01,896614
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2015-10-01,887686
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2015-07-01,886629
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2015-04-01,883554
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2015-01-01,881356
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2014-10-01,876328
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2014-07-01,872315
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2014-04-01,868601
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2014-01-01,868220
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2013-10-01,863182
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2013-07-01,856714
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2013-04-01,850007
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2013-01-01,852237
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2012-10-01,849367
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2012-07-01,847435
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2012-04-01,846413
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2012-01-01,841577
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2011-10-01,836100
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2011-07-01,837225
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2011-04-01,840466
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2011-01-01,842164
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2010-10-01,841947
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2010-07-01,835789
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2010-04-01,834628
CONDOR FARMS A GENERAL PARTNERSHIP,Food and beverages purchased for off-premises consumption,2010-01-01,838455
CONSTANCE 415 LLC,Housing and utilities,2022-01-01,2171075
CONSTANCE 415 LLC,Housing and utilities,2021-10-01,2152803
CONSTANCE 415 LLC,Housing and utilities,2021-07-01,2152520
CONSTANCE 415 LLC,Housing and utilities,2021-04-01,2143924
CONSTANCE 415 LLC,Housing and utilities,2021-01-01,2142439
CONSTANCE 415 LLC,Housing and utilities,2020-10-01,2132483
CONSTANCE 415 LLC,Housing and utilities,2020-07-01,2130740
CONSTANCE 415 LLC,Housing and utilities,2020-04-01,2128938
CONSTANCE 415 LLC,Housing and utilities,2020-01-01,2104891
CONSTANCE 415 LLC,Housing and utilities,2019-10-01,2111835
CONSTANCE 415 LLC,Housing and utilities,2019-07-01,2105859
CONSTANCE 415 LLC,Housing and utilities,2019-04-01,2095269
CONSTANCE 415 LLC,Housing and utilities,2019-01-01,2095944
CONSTANCE 415 LLC,Housing and utilities,2018-10-01,2096253
CONSTANCE 415 LLC,Housing and utilities,2018-07-01,2082081
CONSTANCE 415 LLC,Housing and utilities,2018-04-01,2080192
CONSTANCE 415 LLC,Housing and utilities,2018-01-01,2071671
CONSTANCE 415 LLC,Housing and utilities,2017-10-01,2067647
CONSTANCE 415 LLC,Housing and utilities,2017-07-01,2052707
CONSTANCE 415 LLC,Housing and utilities,2017-04-01,2054145
CONSTANCE 415 LLC,Housing and utilities,2017-01-01,2036651
CONSTANCE 415 LLC,Housing and utilities,2016-10-01,2049002
CONSTANCE 415 LLC,Housing and utilities,2016-07-01,2056337
CONSTANCE 415 LLC,Housing and utilities,2016-04-01,2050422
CONSTANCE 415 LLC,Housing and utilities,2016-01-01,2041986
CONSTANCE 415 LLC,Housing and utilities,2015-10-01,2035352
CONSTANCE 415 LLC,Housing and utilities,2015-07-01,2039677
CONSTANCE 415 LLC,Housing and utilities,2015-04-01,2036207
CONSTANCE 415 LLC,Housing and utilities,2015-01-01,2047283
CONSTANCE 415 LLC,Housing and utilities,2014-10-01,2039362
CONSTANCE 415 LLC,Housing and utilities,2014-07-01,2028085
CONSTANCE 415 LLC,Housing and utilities,2014-04-01,2038119
CONSTANCE 415 LLC,Housing and utilities,2014-01-01,2051671
CONSTANCE 415 LLC,Housing and utilities,2013-10-01,2041145
CONSTANCE 415 LLC,Housing and utilities,2013-07-01,2027920
CONSTANCE 415 LLC,Housing and utilities,2013-04-01,2031788
CONSTANCE 415 LLC,Housing and utilities,2013-01-01,2033436
CONSTANCE 415 LLC,Housing and utilities,2012-10-01,2018556
CONSTANCE 415 LLC,Housing and utilities,2012-07-01,2024501
CONSTANCE 415 LLC,Housing and utilities,2012-04-01,2017045
CONSTANCE 415 LLC,Housing and utilities,2012-01-01,1998856
CONSTANCE 415 LLC,Housing and utilities,2011-10-01,2016832
CONSTANCE 415 LLC,Housing and utilities,2011-07-01,2025162
CONSTANCE 415 LLC,Housing and utilities,2011-04-01,2016894
CONSTANCE 415 LLC,Housing and utilities,2011-01-01,2017667
CONSTANCE 415 LLC,Housing and utilities,2010-10-01,2026720
CONSTANCE 415 LLC,Housing and utilities,2010-07-01,2018725
CONSTANCE 415 LLC,Housing and utilities,2010-04-01,2004937
CONSTANCE 415 LLC,Housing and utilities,2010-01-01,1994951
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2019-10-01,994714
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2019-07-01,997859
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2019-04-01,985136
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2019-01-01,970569
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2018-10-01,972585
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2018-07-01,968444
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2018-04-01,966239
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2018-01-01,962112
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2017-10-01,959973
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2017-07-01,947756
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2017-04-01,940790
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2017-01-01,935123
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2016-10-01,926928
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2016-07-01,917396
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2016-04-01,911687
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2016-01-01,896614
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2015-10-01,887686
COTTONWOOD CREEK RANCH LLC,Food and beverages purchased for off-premises consumption,2015-07-01,886629
