item_code,demographics_code,year,value,item_text,demographics_text
TVAUDIO,LB18,2019,1000,Audio and visual equipment and services,Type of area
NALCBEVG,LB04,2019,455,Nonalcoholic beverages,Age of reference person
FRSHFRUT,LB01,2019,322,Fresh fruits,Quintiles of income before taxes
190904,LB01,2019,62,"Food prep. by consumer unit, out-of-town trips",Quintiles of income before taxes
FOODAWAY,LB09,2019,3526,Food away from home,Race of reference person
NALCBEVG,LB11,2019,455,Nonalcoholic beverages,Region of residence
TRANS,LB12,2019,10742,Transportation,Occupation of reference person
VEHPURCH,LB10,2019,4394,Vehicle purchases (net outlay),Hispanic or Latino origin of reference person
PETS,LB05,2019,681,Pets,Size of consumer unit
190904,LB02,2019,62,"Food prep. by consumer unit, out-of-town trips",Income before taxes
FOODAWAY,LB07,2019,3526,Food away from home,Number of earners
OTHVEHCL,LB18,2019,59,Other vehicle purchases,Type of area
VEHPURCH,LB12,2019,4394,Vehicle purchases (net outlay),Occupation of reference person
ENTEROTH,LB09,2019,389,"Entertainment: other supplies, equip., & services",Race of reference person
NALCBEVG,LB14,2019,455,Nonalcoholic beverages,Highest education level of any member
TRANS,LB09,2019,10742,Transportation,Race of reference person
TVAUDIO,LB10,2019,1000,Audio and visual equipment and services,Hispanic or Latino origin of reference person
FRESHVEG,LB16,2019,295,Fresh vegetables,Generation of reference person
FOODAWAY,LB15,2019,3526,Food away from home,Deciles of income before taxes
NALCBEVG,LB16,2019,455,Nonalcoholic beverages,Generation of reference person
TVAUDIO,LB11,2019,1000,Audio and visual equipment and services,Region of residence
ENTRTAIN,LB15,2019,3090,Entertainment,Deciles of income before taxes
VEHPURCH,LB14,2019,4394,Vehicle purchases (net outlay),Highest education level of any member
GASOIL,LB14,2019,2094,"Gasoline, other fuels, and motor oil",Highest education level of any member
TVAUDIO,LB12,2019,1000,Audio and visual equipment and services,Occupation of reference person
FOODAWAY,LB14,2019,3526,Food away from home,Highest education level of any member
ALCBEVG,LB18,2019,579,Alcoholic beverages,Type of area
NALCBEVG,LB15,2019,455,Nonalcoholic beverages,Deciles of income before taxes
PETS,LB06,2019,681,Pets,Composition of consumer unit
TVAUDIO,LB14,2019,1000,Audio and visual equipment and services,Highest education level of any member
FRESHVEG,LB17,2019,295,Fresh vegetables,Housing tenure
FOODAWAY,LB12,2019,3526,Food away from home,Occupation of reference person
TRANS,LB10,2019,10742,Transportation,Hispanic or Latino origin of reference person
TVAUDIO,LB15,2019,1000,Audio and visual equipment and services,Deciles of income before taxes
OTHVEHCL,LB17,2019,59,Other vehicle purchases,Housing tenure
ENTRTAIN,LB16,2019,3090,Entertainment,Generation of reference person
APPAREL,LB05,2019,1883,Apparel and services,Size of consumer unit
FOODAWAY,LB02,2019,3526,Food away from home,Income before taxes
190904,LB10,2019,62,"Food prep. by consumer unit, out-of-town trips",Hispanic or Latino origin of reference person
NALCBEVG,LB06,2019,455,Nonalcoholic beverages,Composition of consumer unit
TRANS,LB15,2019,10742,Transportation,Deciles of income before taxes
FRSHFRUT,LB05,2019,322,Fresh fruits,Size of consumer unit
ENTEROTH,LB10,2019,389,"Entertainment: other supplies, equip., & services",Hispanic or Latino origin of reference person
190904,LB11,2019,62,"Food prep. by consumer unit, out-of-town trips",Region of residence
FOODAWAY,LB01,2019,3526,Food away from home,Quintiles of income before taxes
ENTRTAIN,LB17,2019,3090,Entertainment,Housing tenure
VEHPURCH,LB05,2019,4394,Vehicle purchases (net outlay),Size of consumer unit
190904,LB12,2019,62,"Food prep. by consumer unit, out-of-town trips",Occupation of reference person
FISHSEA,LB18,2019,147,Fish and seafood,Type of area
NALCBEVG,LB05,2019,455,Nonalcoholic beverages,Size of consumer unit
190904,LB14,2019,62,"Food prep. by consumer unit, out-of-town trips",Highest education level of any member
TRANS,LB16,2019,10742,Transportation,Generation of reference person
VEHPURCH,LB04,2019,4394,Vehicle purchases (net outlay),Age of reference person
GASOIL,LB18,2019,2094,"Gasoline, other fuels, and motor oil",Type of area
FISHSEA,LB17,2019,147,Fish and seafood,Housing tenure
FRSHFRUT,LB06,2019,322,Fresh fruits,Composition of consumer unit
190904,LB15,2019,62,"Food prep. by consumer unit, out-of-town trips",Deciles of income before taxes
PETS,LB04,2019,681,Pets,Age of reference person
VEHPURCH,LB06,2019,4394,Vehicle purchases (net outlay),Composition of consumer unit
190904,LB04,2019,62,"Food prep. by consumer unit, out-of-town trips",Age of reference person
OTHVEHCL,LB16,2019,59,Other vehicle purchases,Generation of reference person
FRSHFRUT,LB02,2019,322,Fresh fruits,Income before taxes
VEHPURCH,LB09,2019,4394,Vehicle purchases (net outlay),Race of reference person
NALCBEVG,LB10,2019,455,Nonalcoholic beverages,Hispanic or Latino origin of reference person
ALCBEVG,LB06,2019,579,Alcoholic beverages,Composition of consumer unit
190904,LB05,2019,62,"Food prep. by consumer unit, out-of-town trips",Size of consumer unit
GASOIL,LB16,2019,2094,"Gasoline, other fuels, and motor oil",Generation of reference person
FOODAWAY,LB06,2019,3526,Food away from home,Composition of consumer unit
190904,LB06,2019,62,"Food prep. by consumer unit, out-of-town trips",Composition of consumer unit
NALCBEVG,LB09,2019,455,Nonalcoholic beverages,Race of reference person
FOODAWAY,LB05,2019,3526,Food away from home,Size of consumer unit
VEHPURCH,LB07,2019,4394,Vehicle purchases (net outlay),Number of earners
TRANS,LB14,2019,10742,Transportation,Highest education level of any member
APPAREL,LB11,2019,1883,Apparel and services,Region of residence
190904,LB07,2019,62,"Food prep. by consumer unit, out-of-town trips",Number of earners
FRSHFRUT,LB04,2019,322,Fresh fruits,Age of reference person
FOODAWAY,LB04,2019,3526,Food away from home,Age of reference person
NALCBEVG,LB07,2019,455,Nonalcoholic beverages,Number of earners
190904,LB09,2019,62,"Food prep. by consumer unit, out-of-town trips",Race of reference person
GASOIL,LB17,2019,2094,"Gasoline, other fuels, and motor oil",Housing tenure
FATSOILS,LB17,2019,115,Fats and oils,Housing tenure
VEHOTHXP,LB10,2019,3474,Other vehicle expenses,Hispanic or Latino origin of reference person
FATSOILS,LB16,2019,115,Fats and oils,Generation of reference person
VEHFINCH,LB12,2019,252,Vehicle finance charges,Occupation of reference person
BEEF,LB18,2019,270,Beef,Type of area
DAIRY,LB11,2019,455,Dairy products,Region of residence
ENTEROTH,LB18,2019,389,"Entertainment: other supplies, equip., & services",Type of area
FRUITVEG,LB11,2019,876,Fruits and vegetables,Region of residence
MILKCRM,LB09,2019,140,Fresh milk and cream,Race of reference person
FEESADM,LB11,2019,880,Entertainment: fees and admissions,Region of residence
CERBAKRY,LB01,2019,583,Cereals and bakery products,Quintiles of income before taxes
NEWCARS,LB16,2019,1960,"Vehicle purchases: Cars and trucks, new",Generation of reference person
MILKCRM,LB07,2019,140,Fresh milk and cream,Number of earners
DAIRY,LB10,2019,455,Dairy products,Hispanic or Latino origin of reference person
VEHFINCH,LB16,2019,252,Vehicle finance charges,Generation of reference person
CERBAKRY,LB02,2019,583,Cereals and bakery products,Income before taxes
OTHVEHCL,LB04,2019,59,Other vehicle purchases,Age of reference person
USEDCARS,LB18,2019,2375,"Vehicle purchases: Cars and trucks, used",Type of area
CERBAKRY,LB04,2019,583,Cereals and bakery products,Age of reference person
FRUITVEG,LB12,2019,876,Fruits and vegetables,Occupation of reference person
DAIRY,LB09,2019,455,Dairy products,Race of reference person
VEHFINCH,LB11,2019,252,Vehicle finance charges,Region of residence
MILKCRM,LB06,2019,140,Fresh milk and cream,Composition of consumer unit
CERBAKRY,LB05,2019,583,Cereals and bakery products,Size of consumer unit
VEHFINCH,LB14,2019,252,Vehicle finance charges,Highest education level of any member
USEDCARS,LB17,2019,2375,"Vehicle purchases: Cars and trucks, used",Housing tenure
FEESADM,LB06,2019,880,Entertainment: fees and admissions,Composition of consumer unit
DAIRY,LB12,2019,455,Dairy products,Occupation of reference person
NEWCARS,LB14,2019,1960,"Vehicle purchases: Cars and trucks, new",Highest education level of any member
FEESADM,LB12,2019,880,Entertainment: fees and admissions,Occupation of reference person
DAIRY,LB16,2019,455,Dairy products,Generation of reference person
BEEF,LB12,2019,270,Beef,Occupation of reference person
FRUITVEG,LB09,2019,876,Fruits and vegetables,Race of reference person
ALCBEVG,LB11,2019,579,Alcoholic beverages,Region of residence
BEEF,LB14,2019,270,Beef,Highest education level of any member
DAIRY,LB15,2019,455,Dairy products,Deciles of income before taxes
VEHFINCH,LB15,2019,252,Vehicle finance charges,Deciles of income before taxes
MILKCRM,LB11,2019,140,Fresh milk and cream,Region of residence
USEDCARS,LB16,2019,2375,"Vehicle purchases: Cars and trucks, used",Generation of reference person
OTHVEHCL,LB05,2019,59,Other vehicle purchases,Size of consumer unit
BEEF,LB15,2019,270,Beef,Deciles of income before taxes
DAIRY,LB14,2019,455,Dairy products,Highest education level of any member
BEEF,LB16,2019,270,Beef,Generation of reference person
FRUITVEG,LB10,2019,876,Fruits and vegetables,Hispanic or Latino origin of reference person
MILKCRM,LB10,2019,140,Fresh milk and cream,Hispanic or Latino origin of reference person
NEWCARS,LB15,2019,1960,"Vehicle purchases: Cars and trucks, new",Deciles of income before taxes
BEEF,LB17,2019,270,Beef,Housing tenure
ENTEROTH,LB16,2019,389,"Entertainment: other supplies, equip., & services",Generation of reference person
DAIRY,LB07,2019,455,Dairy products,Number of earners
CERBAKRY,LB06,2019,583,Cereals and bakery products,Composition of consumer unit
MILKCRM,LB02,2019,140,Fresh milk and cream,Income before taxes
NEWCARS,LB18,2019,1960,"Vehicle purchases: Cars and trucks, new",Type of area
CERBAKRY,LB12,2019,583,Cereals and bakery products,Occupation of reference person
FRUITVEG,LB16,2019,876,Fruits and vegetables,Generation of reference person
DAIRY,LB02,2019,455,Dairy products,Income before taxes
CERBAKRY,LB14,2019,583,Cereals and bakery products,Highest education level of any member
VEHFINCH,LB04,2019,252,Vehicle finance charges,Age of reference person
MILKCRM,LB01,2019,140,Fresh milk and cream,Quintiles of income before taxes
VEHFINCH,LB06,2019,252,Vehicle finance charges,Composition of consumer unit
DAIRY,LB01,2019,455,Dairy products,Quintiles of income before taxes
CERBAKRY,LB15,2019,583,Cereals and bakery products,Deciles of income before taxes
FEESADM,LB09,2019,880,Entertainment: fees and admissions,Race of reference person
CERBAKRY,LB16,2019,583,Cereals and bakery products,Generation of reference person
FRUITVEG,LB17,2019,876,Fruits and vegetables,Housing tenure
FRUITVEG,LB18,2019,876,Fruits and vegetables,Type of area
ENTEROTH,LB17,2019,389,"Entertainment: other supplies, equip., & services",Housing tenure
CERBAKRY,LB18,2019,583,Cereals and bakery products,Type of area
VEHFINCH,LB05,2019,252,Vehicle finance charges,Size of consumer unit
OTHVEHCL,LB01,2019,59,Other vehicle purchases,Quintiles of income before taxes
CERBAKRY,LB17,2019,583,Cereals and bakery products,Housing tenure
VEHFINCH,LB07,2019,252,Vehicle finance charges,Number of earners
DAIRY,LB04,2019,455,Dairy products,Age of reference person
ALCBEVG,LB14,2019,579,Alcoholic beverages,Highest education level of any member
CERBAKRY,LB11,2019,583,Cereals and bakery products,Region of residence
VEHFINCH,LB01,2019,252,Vehicle finance charges,Quintiles of income before taxes
MILKCRM,LB05,2019,140,Fresh milk and cream,Size of consumer unit
VEHFINCH,LB10,2019,252,Vehicle finance charges,Hispanic or Latino origin of reference person
FRUITVEG,LB14,2019,876,Fruits and vegetables,Highest education level of any member
CERBAKRY,LB07,2019,583,Cereals and bakery products,Number of earners
NEWCARS,LB17,2019,1960,"Vehicle purchases: Cars and trucks, new",Housing tenure
DAIRY,LB06,2019,455,Dairy products,Composition of consumer unit
FEESADM,LB10,2019,880,Entertainment: fees and admissions,Hispanic or Latino origin of reference person
CERBAKRY,LB09,2019,583,Cereals and bakery products,Race of reference person
DAIRY,LB05,2019,455,Dairy products,Size of consumer unit
OTHVEHCL,LB02,2019,59,Other vehicle purchases,Income before taxes
VEHFINCH,LB09,2019,252,Vehicle finance charges,Race of reference person
CERBAKRY,LB10,2019,583,Cereals and bakery products,Hispanic or Latino origin of reference person
APPAREL,LB07,2019,1883,Apparel and services,Number of earners
MILKCRM,LB04,2019,140,Fresh milk and cream,Age of reference person
FRUITVEG,LB15,2019,876,Fruits and vegetables,Deciles of income before taxes
FEESADM,LB07,2019,880,Entertainment: fees and admissions,Number of earners
VEHFINCH,LB02,2019,252,Vehicle finance charges,Income before taxes
ALCBEVG,LB12,2019,579,Alcoholic beverages,Occupation of reference person
MILKCRM,LB12,2019,140,Fresh milk and cream,Occupation of reference person
BEEF,LB11,2019,270,Beef,Region of residence
BAKERY,LB05,2019,400,Bakery products,Size of consumer unit
VEHOTHXP,LB05,2019,3474,Other vehicle expenses,Size of consumer unit
FRUITVEG,LB01,2019,876,Fruits and vegetables,Quintiles of income before taxes
MISCFOOD,LB04,2019,952,Miscellaneous foods,Age of reference person
FATSOILS,LB11,2019,115,Fats and oils,Region of residence
VEHOTHXP,LB06,2019,3474,Other vehicle expenses,Composition of consumer unit
BAKERY,LB12,2019,400,Bakery products,Occupation of reference person
OTHVEHCL,LB09,2019,59,Other vehicle purchases,Race of reference person
BAKERY,LB14,2019,400,Bakery products,Highest education level of any member
FATSOILS,LB10,2019,115,Fats and oils,Hispanic or Latino origin of reference person
USEDCARS,LB10,2019,2375,"Vehicle purchases: Cars and trucks, used",Hispanic or Latino origin of reference person
BAKERY,LB15,2019,400,Bakery products,Deciles of income before taxes
DAIRY,LB17,2019,455,Dairy products,Housing tenure
MISCFOOD,LB02,2019,952,Miscellaneous foods,Income before taxes
ENTEROTH,LB14,2019,389,"Entertainment: other supplies, equip., & services",Highest education level of any member
FATSOILS,LB09,2019,115,Fats and oils,Race of reference person
ALCBEVG,LB10,2019,579,Alcoholic beverages,Hispanic or Latino origin of reference person
NEWCARS,LB10,2019,1960,"Vehicle purchases: Cars and trucks, new",Hispanic or Latino origin of reference person
FEESADM,LB04,2019,880,Entertainment: fees and admissions,Age of reference person
FRUITVEG,LB02,2019,876,Fruits and vegetables,Income before taxes
FEESADM,LB15,2019,880,Entertainment: fees and admissions,Deciles of income before taxes
BAKERY,LB16,2019,400,Bakery products,Generation of reference person
BAKERY,LB11,2019,400,Bakery products,Region of residence
USEDCARS,LB09,2019,2375,"Vehicle purchases: Cars and trucks, used",Race of reference person
VEHOTHXP,LB07,2019,3474,Other vehicle expenses,Number of earners
NEWCARS,LB09,2019,1960,"Vehicle purchases: Cars and trucks, new",Race of reference person
FEESADM,LB02,2019,880,Entertainment: fees and admissions,Income before taxes
FRSHFRUT,LB17,2019,322,Fresh fruits,Housing tenure
MISCFOOD,LB07,2019,952,Miscellaneous foods,Number of earners
BAKERY,LB06,2019,400,Bakery products,Composition of consumer unit
NEWCARS,LB07,2019,1960,"Vehicle purchases: Cars and trucks, new",Number of earners
OTHVEHCL,LB10,2019,59,Other vehicle purchases,Hispanic or Latino origin of reference person
FATSOILS,LB15,2019,115,Fats and oils,Deciles of income before taxes
APPAREL,LB06,2019,1883,Apparel and services,Composition of consumer unit
VEHOTHXP,LB09,2019,3474,Other vehicle expenses,Race of reference person
BAKERY,LB07,2019,400,Bakery products,Number of earners
USEDCARS,LB07,2019,2375,"Vehicle purchases: Cars and trucks, used",Number of earners
MISCFOOD,LB06,2019,952,Miscellaneous foods,Composition of consumer unit
FEESADM,LB16,2019,880,Entertainment: fees and admissions,Generation of reference person
FRSHFRUT,LB18,2019,322,Fresh fruits,Type of area
FATSOILS,LB14,2019,115,Fats and oils,Highest education level of any member
BAKERY,LB09,2019,400,Bakery products,Race of reference person
BAKERY,LB10,2019,400,Bakery products,Hispanic or Latino origin of reference person
FATSOILS,LB12,2019,115,Fats and oils,Occupation of reference person
MISCFOOD,LB05,2019,952,Miscellaneous foods,Size of consumer unit
FATSOILS,LB07,2019,115,Fats and oils,Number of earners
MISCFOOD,LB01,2019,952,Miscellaneous foods,Quintiles of income before taxes
BAKERY,LB17,2019,400,Bakery products,Housing tenure
BEEF,LB05,2019,270,Beef,Size of consumer unit
BEEF,LB06,2019,270,Beef,Composition of consumer unit
FRUITVEG,LB06,2019,876,Fruits and vegetables,Composition of consumer unit
USEDCARS,LB14,2019,2375,"Vehicle purchases: Cars and trucks, used",Highest education level of any member
NEWCARS,LB12,2019,1960,"Vehicle purchases: Cars and trucks, new",Occupation of reference person
VEHFINCH,LB18,2019,252,Vehicle finance charges,Type of area
FATSOILS,LB01,2019,115,Fats and oils,Quintiles of income before taxes
BEEF,LB07,2019,270,Beef,Number of earners
MILKCRM,LB15,2019,140,Fresh milk and cream,Deciles of income before taxes
FEESADM,LB05,2019,880,Entertainment: fees and admissions,Size of consumer unit
OTHVEHCL,LB06,2019,59,Other vehicle purchases,Composition of consumer unit
BEEF,LB09,2019,270,Beef,Race of reference person
DAIRY,LB18,2019,455,Dairy products,Type of area
VEHFINCH,LB17,2019,252,Vehicle finance charges,Housing tenure
FRUITVEG,LB07,2019,876,Fruits and vegetables,Number of earners
BEEF,LB10,2019,270,Beef,Hispanic or Latino origin of reference person
MILKCRM,LB14,2019,140,Fresh milk and cream,Highest education level of any member
ENTEROTH,LB15,2019,389,"Entertainment: other supplies, equip., & services",Deciles of income before taxes
USEDCARS,LB15,2019,2375,"Vehicle purchases: Cars and trucks, used",Deciles of income before taxes
APPAREL,LB09,2019,1883,Apparel and services,Race of reference person
FATSOILS,LB02,2019,115,Fats and oils,Income before taxes
MILKCRM,LB16,2019,140,Fresh milk and cream,Generation of reference person
VEHOTHXP,LB04,2019,3474,Other vehicle expenses,Age of reference person
FEESADM,LB14,2019,880,Entertainment: fees and admissions,Highest education level of any member
ENTRTAIN,LB01,2019,3090,Entertainment,Quintiles of income before taxes
USEDCARS,LB11,2019,2375,"Vehicle purchases: Cars and trucks, used",Region of residence
BAKERY,LB18,2019,400,Bakery products,Type of area
FRUITVEG,LB04,2019,876,Fruits and vegetables,Age of reference person
FATSOILS,LB06,2019,115,Fats and oils,Composition of consumer unit
MILKCRM,LB18,2019,140,Fresh milk and cream,Type of area
BEEF,LB01,2019,270,Beef,Quintiles of income before taxes
NEWCARS,LB11,2019,1960,"Vehicle purchases: Cars and trucks, new",Region of residence
VEHOTHXP,LB02,2019,3474,Other vehicle expenses,Income before taxes
OTHVEHCL,LB07,2019,59,Other vehicle purchases,Number of earners
BEEF,LB02,2019,270,Beef,Income before taxes
FATSOILS,LB05,2019,115,Fats and oils,Size of consumer unit
MILKCRM,LB17,2019,140,Fresh milk and cream,Housing tenure
FRUITVEG,LB05,2019,876,Fruits and vegetables,Size of consumer unit
ALCBEVG,LB15,2019,579,Alcoholic beverages,Deciles of income before taxes
USEDCARS,LB12,2019,2375,"Vehicle purchases: Cars and trucks, used",Occupation of reference person
BEEF,LB04,2019,270,Beef,Age of reference person
FATSOILS,LB04,2019,115,Fats and oils,Age of reference person
VEHOTHXP,LB01,2019,3474,Other vehicle expenses,Quintiles of income before taxes
VEHPURCH,LB15,2019,4394,Vehicle purchases (net outlay),Deciles of income before taxes
190904,LB16,2019,62,"Food prep. by consumer unit, out-of-town trips",Generation of reference person
PUBTRANS,LB12,2019,781,Public and other transportation,Occupation of reference person
FRESHVEG,LB11,2019,295,Fresh vegetables,Region of residence
PETS,LB09,2019,681,Pets,Race of reference person
FOODTOTL,LB02,2019,8169,Food,Income before taxes
TOYS,LB06,2019,140,"Toys, hobbies, and playground equipment",Composition of consumer unit
PUBTRANS,LB09,2019,781,Public and other transportation,Race of reference person
ALCBEVG,LB02,2019,579,Alcoholic beverages,Income before taxes
TRANS,LB05,2019,10742,Transportation,Size of consumer unit
GASOIL,LB10,2019,2094,"Gasoline, other fuels, and motor oil",Hispanic or Latino origin of reference person
PETSPLAY,LB05,2019,821,"Pets, toys, and playground equipment",Size of consumer unit
OTHRFOOD,LB02,2019,1749,Other food at home,Income before taxes
FOODTOTL,LB09,2019,8169,Food,Race of reference person
OTHDAIRY,LB16,2019,315,Other dairy products,Generation of reference person
TRANS,LB01,2019,10742,Transportation,Quintiles of income before taxes
VEHRNTLC,LB17,2019,790,"Vehicle. rent., leas., licen., oth. charges",Housing tenure
TOYS,LB16,2019,140,"Toys, hobbies, and playground equipment",Generation of reference person
FRESHVEG,LB02,2019,295,Fresh vegetables,Income before taxes
APPAREL,LB14,2019,1883,Apparel and services,Highest education level of any member
APPAREL,LB12,2019,1883,Apparel and services,Occupation of reference person
ENTEROTH,LB06,2019,389,"Entertainment: other supplies, equip., & services",Composition of consumer unit
APPAREL,LB02,2019,1883,Apparel and services,Income before taxes
PETS,LB14,2019,681,Pets,Highest education level of any member
OTHDAIRY,LB05,2019,315,Other dairy products,Size of consumer unit
FOODHOME,LB06,2019,4643,Food at home,Composition of consumer unit
VEHRNTLC,LB06,2019,790,"Vehicle. rent., leas., licen., oth. charges",Composition of consumer unit
ENTRTAIN,LB06,2019,3090,Entertainment,Composition of consumer unit
OTHDAIRY,LB10,2019,315,Other dairy products,Hispanic or Latino origin of reference person
TOYS,LB17,2019,140,"Toys, hobbies, and playground equipment",Housing tenure
VEHRNTLC,LB16,2019,790,"Vehicle. rent., leas., licen., oth. charges",Generation of reference person
PUBTRANS,LB05,2019,781,Public and other transportation,Size of consumer unit
OTHRFOOD,LB04,2019,1749,Other food at home,Age of reference person
PETSPLAY,LB02,2019,821,"Pets, toys, and playground equipment",Income before taxes
FOODTOTL,LB17,2019,8169,Food,Housing tenure
PUBTRANS,LB18,2019,781,Public and other transportation,Type of area
PETSPLAY,LB15,2019,821,"Pets, toys, and playground equipment",Deciles of income before taxes
TVAUDIO,LB01,2019,1000,Audio and visual equipment and services,Quintiles of income before taxes
ENTRTAIN,LB07,2019,3090,Entertainment,Number of earners
FRESHVEG,LB12,2019,295,Fresh vegetables,Occupation of reference person
ENTRTAIN,LB14,2019,3090,Entertainment,Highest education level of any member
FOODHOME,LB04,2019,4643,Food at home,Age of reference person
OTHDAIRY,LB11,2019,315,Other dairy products,Region of residence
FOODTOTL,LB10,2019,8169,Food,Hispanic or Latino origin of reference person
PUBTRANS,LB16,2019,781,Public and other transportation,Generation of reference person
OTHDAIRY,LB04,2019,315,Other dairy products,Age of reference person
VEHRNTLC,LB07,2019,790,"Vehicle. rent., leas., licen., oth. charges",Number of earners
PETSPLAY,LB04,2019,821,"Pets, toys, and playground equipment",Age of reference person
PETSPLAY,LB14,2019,821,"Pets, toys, and playground equipment",Highest education level of any member
TOYS,LB18,2019,140,"Toys, hobbies, and playground equipment",Type of area
FOODHOME,LB14,2019,4643,Food at home,Highest education level of any member
TOYS,LB05,2019,140,"Toys, hobbies, and playground equipment",Size of consumer unit
VEHRNTLC,LB01,2019,790,"Vehicle. rent., leas., licen., oth. charges",Quintiles of income before taxes
FOODHOME,LB05,2019,4643,Food at home,Size of consumer unit
PETS,LB12,2019,681,Pets,Occupation of reference person
GASOIL,LB07,2019,2094,"Gasoline, other fuels, and motor oil",Number of earners
GASOIL,LB02,2019,2094,"Gasoline, other fuels, and motor oil",Income before taxes
PETSPLAY,LB12,2019,821,"Pets, toys, and playground equipment",Occupation of reference person
TOYS,LB12,2019,140,"Toys, hobbies, and playground equipment",Occupation of reference person
GASOIL,LB09,2019,2094,"Gasoline, other fuels, and motor oil",Race of reference person
PETSPLAY,LB09,2019,821,"Pets, toys, and playground equipment",Race of reference person
FOODHOME,LB11,2019,4643,Food at home,Region of residence
FOODTOTL,LB06,2019,8169,Food,Composition of consumer unit
OTHDAIRY,LB09,2019,315,Other dairy products,Race of reference person
ENTRTAIN,LB12,2019,3090,Entertainment,Occupation of reference person
PETSPLAY,LB11,2019,821,"Pets, toys, and playground equipment",Region of residence
TRANS,LB02,2019,10742,Transportation,Income before taxes
OTHDAIRY,LB07,2019,315,Other dairy products,Number of earners
PUBTRANS,LB15,2019,781,Public and other transportation,Deciles of income before taxes
VEHRNTLC,LB14,2019,790,"Vehicle. rent., leas., licen., oth. charges",Highest education level of any member
PETSPLAY,LB10,2019,821,"Pets, toys, and playground equipment",Hispanic or Latino origin of reference person
VEHRNTLC,LB05,2019,790,"Vehicle. rent., leas., licen., oth. charges",Size of consumer unit
TOYS,LB11,2019,140,"Toys, hobbies, and playground equipment",Region of residence
ALCBEVG,LB04,2019,579,Alcoholic beverages,Age of reference person
FOODHOME,LB10,2019,4643,Food at home,Hispanic or Latino origin of reference person
FRESHVEG,LB01,2019,295,Fresh vegetables,Quintiles of income before taxes
FRESHVEG,LB09,2019,295,Fresh vegetables,Race of reference person
FOODTOTL,LB05,2019,8169,Food,Size of consumer unit
OTHDAIRY,LB18,2019,315,Other dairy products,Type of area
TOYS,LB10,2019,140,"Toys, hobbies, and playground equipment",Hispanic or Latino origin of reference person
APPAREL,LB01,2019,1883,Apparel and services,Quintiles of income before taxes
PETS,LB10,2019,681,Pets,Hispanic or Latino origin of reference person
VEHRNTLC,LB04,2019,790,"Vehicle. rent., leas., licen., oth. charges",Age of reference person
VEHRNTLC,LB15,2019,790,"Vehicle. rent., leas., licen., oth. charges",Deciles of income before taxes
PETSPLAY,LB06,2019,821,"Pets, toys, and playground equipment",Composition of consumer unit
PUBTRANS,LB04,2019,781,Public and other transportation,Age of reference person
FRESHVEG,LB07,2019,295,Fresh vegetables,Number of earners
FOODTOTL,LB18,2019,8169,Food,Type of area
TOYS,LB07,2019,140,"Toys, hobbies, and playground equipment",Number of earners
TOYS,LB15,2019,140,"Toys, hobbies, and playground equipment",Deciles of income before taxes
VEHRNTLC,LB02,2019,790,"Vehicle. rent., leas., licen., oth. charges",Income before taxes
TRANS,LB04,2019,10742,Transportation,Age of reference person
FOODHOME,LB07,2019,4643,Food at home,Number of earners
FOODHOME,LB12,2019,4643,Food at home,Occupation of reference person
FOODTOTL,LB07,2019,8169,Food,Number of earners
OTHRFOOD,LB01,2019,1749,Other food at home,Quintiles of income before taxes
ENTRTAIN,LB10,2019,3090,Entertainment,Hispanic or Latino origin of reference person
OTHDAIRY,LB06,2019,315,Other dairy products,Composition of consumer unit
PUBTRANS,LB07,2019,781,Public and other transportation,Number of earners
VEHRNTLC,LB12,2019,790,"Vehicle. rent., leas., licen., oth. charges",Occupation of reference person
PUBTRANS,LB14,2019,781,Public and other transportation,Highest education level of any member
FOODTOTL,LB04,2019,8169,Food,Age of reference person
TOYS,LB14,2019,140,"Toys, hobbies, and playground equipment",Highest education level of any member
PETSPLAY,LB07,2019,821,"Pets, toys, and playground equipment",Number of earners
ENTEROTH,LB05,2019,389,"Entertainment: other supplies, equip., & services",Size of consumer unit
FRESHVEG,LB10,2019,295,Fresh vegetables,Hispanic or Latino origin of reference person
TOYS,LB09,2019,140,"Toys, hobbies, and playground equipment",Race of reference person
FOODHOME,LB09,2019,4643,Food at home,Race of reference person
OTHDAIRY,LB17,2019,315,Other dairy products,Housing tenure
FOODHOME,LB15,2019,4643,Food at home,Deciles of income before taxes
GASOIL,LB04,2019,2094,"Gasoline, other fuels, and motor oil",Age of reference person
PETS,LB11,2019,681,Pets,Region of residence
FOODTOTL,LB01,2019,8169,Food,Quintiles of income before taxes
FOODHOME,LB17,2019,4643,Food at home,Housing tenure
ENTRTAIN,LB11,2019,3090,Entertainment,Region of residence
VEHRNTLC,LB09,2019,790,"Vehicle. rent., leas., licen., oth. charges",Race of reference person
PETSPLAY,LB16,2019,821,"Pets, toys, and playground equipment",Generation of reference person
GASOIL,LB06,2019,2094,"Gasoline, other fuels, and motor oil",Composition of consumer unit
FRESHVEG,LB14,2019,295,Fresh vegetables,Highest education level of any member
VEHPURCH,LB17,2019,4394,Vehicle purchases (net outlay),Housing tenure
PUBTRANS,LB01,2019,781,Public and other transportation,Quintiles of income before taxes
FOODTOTL,LB12,2019,8169,Food,Occupation of reference person
VEHRNTLC,LB11,2019,790,"Vehicle. rent., leas., licen., oth. charges",Region of residence
FOODHOME,LB01,2019,4643,Food at home,Quintiles of income before taxes
