payment_month,physician_type,state_code,total_amount
2015-10-01,Doctor of Dentistry,MO,167996.48
2015-10-01,Doctor of Dentistry,MS,22255.06
2015-10-01,Doctor of Dentistry,MT,3788.11
2015-10-01,Doctor of Dentistry,NC,293477.61
2015-10-01,Doctor of Dentistry,ND,1401.25
2015-10-01,Doctor of Dentistry,NE,10679.3
2015-10-01,Doctor of Dentistry,NH,12412.54
2015-10-01,Doctor of Dentistry,NJ,148734.49
2015-10-01,Doctor of Dentistry,NM,7343.68
2015-10-01,Doctor of Dentistry,NV,31369.27
2015-10-01,Doctor of Dentistry,NY,1018824.91
2015-10-01,Doctor of Dentistry,OH,130098.44
2015-10-01,Doctor of Dentistry,OK,27346.95
2015-10-01,Doctor of Dentistry,OR,54188.03
2015-10-01,Doctor of Dentistry,PA,176354.14
2015-10-01,Doctor of Dentistry,PR,10635.8
2015-10-01,Doctor of Dentistry,PW,100.0
2015-10-01,Doctor of Dentistry,RI,5253.0
2015-10-01,Doctor of Dentistry,SC,115579.35
2015-10-01,Doctor of Dentistry,SD,3614.33
2015-10-01,Doctor of Dentistry,TN,84843.17
2015-10-01,Doctor of Dentistry,TX,449042.65
2015-10-01,Doctor of Dentistry,US,6708643.42
2015-10-01,Doctor of Dentistry,UT,57347.380000000005
2015-10-01,Doctor of Dentistry,VA,272138.04
2015-10-01,Doctor of Dentistry,VI,397.91999999999996
2015-10-01,Doctor of Dentistry,VT,171.73
2015-10-01,Doctor of Dentistry,WA,129246.75
2015-10-01,Doctor of Dentistry,WI,130661.92
2015-10-01,Doctor of Dentistry,WV,29759.68
2015-10-01,Doctor of Dentistry,WY,2273.41
2015-11-01,Doctor of Dentistry,AE,156.96
2015-11-01,Doctor of Dentistry,AK,5062.12
2015-11-01,Doctor of Dentistry,AL,125675.23
2015-11-01,Doctor of Dentistry,AP,601.0799999999999
2015-11-01,Doctor of Dentistry,AR,24173.04
2015-11-01,Doctor of Dentistry,AZ,119648.81
2015-11-01,Doctor of Dentistry,CA,1988676.1300000001
2015-11-01,Doctor of Dentistry,CO,77794.14
2015-11-01,Doctor of Dentistry,CT,66381.37
2015-11-01,Doctor of Dentistry,DC,2044.69
2015-11-01,Doctor of Dentistry,DE,3363.74
2015-11-01,Doctor of Dentistry,FL,512552.25
2015-11-01,Doctor of Dentistry,GA,114648.58
2015-11-01,Doctor of Dentistry,HI,11135.6
2015-11-01,Doctor of Dentistry,IA,37479.159999999996
2015-11-01,Doctor of Dentistry,ID,16950.76
2015-11-01,Doctor of Dentistry,IL,248434.17
2015-11-01,Doctor of Dentistry,IN,22705.68
2015-11-01,Doctor of Dentistry,KS,30780.91
2015-11-01,Doctor of Dentistry,KY,53650.63
2015-11-01,Doctor of Dentistry,LA,83431.24
2015-11-01,Doctor of Dentistry,MA,164174.36000000002
2015-11-01,Doctor of Dentistry,MD,108821.86
2015-11-01,Doctor of Dentistry,ME,5130.72
2015-11-01,Doctor of Dentistry,MI,231404.9
2015-11-01,Doctor of Dentistry,MN,90099.42
2015-11-01,Doctor of Dentistry,MO,48252.39
2015-11-01,Doctor of Dentistry,MS,13316.640000000001
2015-11-01,Doctor of Dentistry,MT,8467.57
2015-11-01,Doctor of Dentistry,NC,173561.61
2015-11-01,Doctor of Dentistry,ND,3109.15
2015-11-01,Doctor of Dentistry,NE,14450.86
2015-11-01,Doctor of Dentistry,NH,14138.89
2015-11-01,Doctor of Dentistry,NJ,138249.22
2015-11-01,Doctor of Dentistry,NM,7166.44
2015-11-01,Doctor of Dentistry,NV,13759.73
2015-11-01,Doctor of Dentistry,NY,419430.53
2015-11-01,Doctor of Dentistry,OH,119265.4
2015-11-01,Doctor of Dentistry,OK,31367.81
2015-11-01,Doctor of Dentistry,OR,52071.51
2015-11-01,Doctor of Dentistry,PA,216467.87
2015-11-01,Doctor of Dentistry,PR,3335.28
2015-11-01,Doctor of Dentistry,PW,1050.0
2015-11-01,Doctor of Dentistry,RI,10038.68
2015-11-01,Doctor of Dentistry,SC,79154.24
2015-11-01,Doctor of Dentistry,SD,2881.39
2015-11-01,Doctor of Dentistry,TN,26225.41
2015-11-01,Doctor of Dentistry,TX,522120.37
2015-11-01,Doctor of Dentistry,US,7273577.08
2015-11-01,Doctor of Dentistry,UT,60859.04
2015-11-01,Doctor of Dentistry,VA,101666.04
2015-11-01,Doctor of Dentistry,VI,223.55
2015-11-01,Doctor of Dentistry,VT,440.46000000000004
2015-11-01,Doctor of Dentistry,WA,754032.71
2015-11-01,Doctor of Dentistry,WI,276771.84
2015-11-01,Doctor of Dentistry,WV,13882.17
2015-11-01,Doctor of Dentistry,WY,2842.73
2015-12-01,Doctor of Dentistry,AK,912.92
2015-12-01,Doctor of Dentistry,AL,25187.11
2015-12-01,Doctor of Dentistry,AR,28218.81
2015-12-01,Doctor of Dentistry,AZ,229966.33000000002
2015-12-01,Doctor of Dentistry,CA,2131528.99
2015-12-01,Doctor of Dentistry,CO,71900.46
2015-12-01,Doctor of Dentistry,CT,114619.63
2015-12-01,Doctor of Dentistry,DC,25915.13
2015-12-01,Doctor of Dentistry,DE,6262.96
2015-12-01,Doctor of Dentistry,FL,368116.94
2015-12-01,Doctor of Dentistry,GA,171835.03
2015-12-01,Doctor of Dentistry,HI,4584.89
2015-12-01,Doctor of Dentistry,IA,26456.05
2015-12-01,Doctor of Dentistry,ID,8794.51
2015-12-01,Doctor of Dentistry,IL,284655.6
2015-12-01,Doctor of Dentistry,IN,25765.2
2015-12-01,Doctor of Dentistry,KS,24743.03
2015-12-01,Doctor of Dentistry,KY,29012.97
2015-12-01,Doctor of Dentistry,LA,16087.25
2015-12-01,Doctor of Dentistry,MA,294518.06
2015-12-01,Doctor of Dentistry,MD,88869.71
2015-12-01,Doctor of Dentistry,ME,7403.74
2015-12-01,Doctor of Dentistry,MI,156408.22
2015-12-01,Doctor of Dentistry,MN,46064.42
2015-12-01,Doctor of Dentistry,MO,50301.5
2015-12-01,Doctor of Dentistry,MS,17628.7
2015-12-01,Doctor of Dentistry,MT,6377.2
2015-12-01,Doctor of Dentistry,NC,187276.23
2015-12-01,Doctor of Dentistry,ND,1821.0
2015-12-01,Doctor of Dentistry,NE,21137.7
2015-12-01,Doctor of Dentistry,NH,7482.55
2015-12-01,Doctor of Dentistry,NJ,151611.94
2015-12-01,Doctor of Dentistry,NM,11592.77
2015-12-01,Doctor of Dentistry,NV,22335.48
2015-12-01,Doctor of Dentistry,NY,731843.24
2015-12-01,Doctor of Dentistry,OH,89618.25
2015-12-01,Doctor of Dentistry,OK,17676.33
2015-12-01,Doctor of Dentistry,OR,67567.55
2015-12-01,Doctor of Dentistry,PA,229510.64
2015-12-01,Doctor of Dentistry,PR,8435.41
2015-12-01,Doctor of Dentistry,RI,5547.200000000001
2015-12-01,Doctor of Dentistry,SC,109544.54
2015-12-01,Doctor of Dentistry,SD,12217.07
2015-12-01,Doctor of Dentistry,TN,110165.68000000001
2015-12-01,Doctor of Dentistry,TX,320716.24
2015-12-01,Doctor of Dentistry,US,6940397.61
2015-12-01,Doctor of Dentistry,UT,35433.31
2015-12-01,Doctor of Dentistry,VA,112656.24
2015-12-01,Doctor of Dentistry,VT,16811.98
2015-12-01,Doctor of Dentistry,WA,130314.49
2015-12-01,Doctor of Dentistry,WI,240077.62
2015-12-01,Doctor of Dentistry,WV,34230.86
2015-12-01,Doctor of Dentistry,WY,2637.9300000000003
2016-01-01,Doctor of Dentistry,AE,1000.0
2016-01-01,Doctor of Dentistry,AK,3945.5299999999997
2016-01-01,Doctor of Dentistry,AL,96212.24
2016-01-01,Doctor of Dentistry,AP,38.79
2016-01-01,Doctor of Dentistry,AR,15668.199999999999
2016-01-01,Doctor of Dentistry,AZ,122454.47
2016-01-01,Doctor of Dentistry,CA,808070.79
2016-01-01,Doctor of Dentistry,CO,89393.75
2016-01-01,Doctor of Dentistry,CT,93396.71
2016-01-01,Doctor of Dentistry,DC,15533.890000000001
2016-01-01,Doctor of Dentistry,DE,4990.3099999999995
2016-01-01,Doctor of Dentistry,FL,189610.87
2016-01-01,Doctor of Dentistry,FM,13.4
2016-01-01,Doctor of Dentistry,GA,114652.1
2016-01-01,Doctor of Dentistry,HI,44927.99
2016-01-01,Doctor of Dentistry,IA,67684.12
2016-01-01,Doctor of Dentistry,ID,17376.16
2016-01-01,Doctor of Dentistry,IL,237804.24
2016-01-01,Doctor of Dentistry,IN,32967.11
2016-01-01,Doctor of Dentistry,KS,28206.29
2016-01-01,Doctor of Dentistry,KY,26993.34
2016-01-01,Doctor of Dentistry,LA,109130.93
2016-01-01,Doctor of Dentistry,MA,163921.22
2016-01-01,Doctor of Dentistry,MD,38989.48
2016-01-01,Doctor of Dentistry,ME,15597.94
2016-01-01,Doctor of Dentistry,MI,157611.11000000002
2016-01-01,Doctor of Dentistry,MN,48303.77
2016-01-01,Doctor of Dentistry,MO,268712.23
2016-01-01,Doctor of Dentistry,MS,11779.09
2016-01-01,Doctor of Dentistry,MT,4500.06
2016-01-01,Doctor of Dentistry,NC,146909.97
2016-01-01,Doctor of Dentistry,ND,2609.73
2016-01-01,Doctor of Dentistry,NE,22085.69
2016-01-01,Doctor of Dentistry,NH,18143.43
2016-01-01,Doctor of Dentistry,NJ,73869.92
2016-01-01,Doctor of Dentistry,NM,39466.84
2016-01-01,Doctor of Dentistry,NV,37123.72
2016-01-01,Doctor of Dentistry,NY,533576.78
2016-01-01,Doctor of Dentistry,OH,110592.63
2016-01-01,Doctor of Dentistry,OK,40326.96
2016-01-01,Doctor of Dentistry,OR,43423.27
2016-01-01,Doctor of Dentistry,PA,164876.36000000002
2016-01-01,Doctor of Dentistry,PR,7275.18
2016-01-01,Doctor of Dentistry,RI,3250.93
2016-01-01,Doctor of Dentistry,SC,43188.78
2016-01-01,Doctor of Dentistry,SD,1447.69
2016-01-01,Doctor of Dentistry,TN,37006.32
2016-01-01,Doctor of Dentistry,TX,245542.46
2016-01-01,Doctor of Dentistry,US,4913544.62
2016-01-01,Doctor of Dentistry,UT,60151.3
2016-01-01,Doctor of Dentistry,VA,229586.78000000003
2016-01-01,Doctor of Dentistry,VI,431.09999999999997
2016-01-01,Doctor of Dentistry,VT,432.11
2016-01-01,Doctor of Dentistry,WA,168505.14
2016-01-01,Doctor of Dentistry,WI,47143.36
2016-01-01,Doctor of Dentistry,WV,4395.26
2016-01-01,Doctor of Dentistry,WY,2696.7799999999997
2016-02-01,Doctor of Dentistry,AA,15.44
2016-02-01,Doctor of Dentistry,AE,8011.76
2016-02-01,Doctor of Dentistry,AK,8652.68
2016-02-01,Doctor of Dentistry,AL,60862.63
2016-02-01,Doctor of Dentistry,AP,376.90000000000003
2016-02-01,Doctor of Dentistry,AR,14323.33
2016-02-01,Doctor of Dentistry,AZ,132852.94
2016-02-01,Doctor of Dentistry,CA,2171356.7
2016-02-01,Doctor of Dentistry,CO,111401.78
2016-02-01,Doctor of Dentistry,CT,67568.25
2016-02-01,Doctor of Dentistry,DC,4192.56
2016-02-01,Doctor of Dentistry,DE,10142.92
2016-02-01,Doctor of Dentistry,FL,433093.94
2016-02-01,Doctor of Dentistry,GA,268170.27999999997
2016-02-01,Doctor of Dentistry,GU,364.26
2016-02-01,Doctor of Dentistry,HI,30583.18
2016-02-01,Doctor of Dentistry,IA,31219.08
2016-02-01,Doctor of Dentistry,ID,25420.28
2016-02-01,Doctor of Dentistry,IL,231789.88
2016-02-01,Doctor of Dentistry,IN,25419.62
2016-02-01,Doctor of Dentistry,KS,31632.44
2016-02-01,Doctor of Dentistry,KY,43236.58
2016-02-01,Doctor of Dentistry,LA,44725.96
2016-02-01,Doctor of Dentistry,MA,124498.1
2016-02-01,Doctor of Dentistry,MD,89998.46
2016-02-01,Doctor of Dentistry,ME,4516.7300000000005
2016-02-01,Doctor of Dentistry,MI,136740.85
2016-02-01,Doctor of Dentistry,MN,122107.94
2016-02-01,Doctor of Dentistry,MO,75775.0
2016-02-01,Doctor of Dentistry,MS,7196.31
2016-02-01,Doctor of Dentistry,MT,8488.53
2016-02-01,Doctor of Dentistry,NC,181520.04
2016-02-01,Doctor of Dentistry,ND,3782.85
2016-02-01,Doctor of Dentistry,NE,23735.78
2016-02-01,Doctor of Dentistry,NH,21259.8
2016-02-01,Doctor of Dentistry,NJ,131931.88
2016-02-01,Doctor of Dentistry,NM,8076.4
2016-02-01,Doctor of Dentistry,NV,45139.18
2016-02-01,Doctor of Dentistry,NY,424357.29
2016-02-01,Doctor of Dentistry,OH,157733.05
2016-02-01,Doctor of Dentistry,OK,21756.9
2016-02-01,Doctor of Dentistry,OR,52811.78
2016-02-01,Doctor of Dentistry,PA,150130.85
2016-02-01,Doctor of Dentistry,PR,2300.9300000000003
2016-02-01,Doctor of Dentistry,RI,25702.23
2016-02-01,Doctor of Dentistry,SC,79435.23
2016-02-01,Doctor of Dentistry,SD,3384.63
2016-02-01,Doctor of Dentistry,TN,79830.87
2016-02-01,Doctor of Dentistry,TX,332589.33
2016-02-01,Doctor of Dentistry,US,7346852.5600000005
2016-02-01,Doctor of Dentistry,UT,57145.31
2016-02-01,Doctor of Dentistry,VA,85930.35
2016-02-01,Doctor of Dentistry,VT,274.25
2016-02-01,Doctor of Dentistry,WA,802532.1000000001
2016-02-01,Doctor of Dentistry,WI,320351.07
2016-02-01,Doctor of Dentistry,WV,5715.41
2016-02-01,Doctor of Dentistry,WY,4689.74
2016-03-01,Doctor of Dentistry,AE,3500.0
2016-03-01,Doctor of Dentistry,AK,6876.02
2016-03-01,Doctor of Dentistry,AL,38865.92
2016-03-01,Doctor of Dentistry,AR,16049.79
2016-03-01,Doctor of Dentistry,AZ,228726.92
2016-03-01,Doctor of Dentistry,CA,843103.78
2016-03-01,Doctor of Dentistry,CO,112231.3
2016-03-01,Doctor of Dentistry,CT,87630.85
2016-03-01,Doctor of Dentistry,DC,7239.71
2016-03-01,Doctor of Dentistry,DE,3010.47
2016-03-01,Doctor of Dentistry,FL,194873.28
2016-03-01,Doctor of Dentistry,GA,121891.21
2016-03-01,Doctor of Dentistry,HI,15776.99
2016-03-01,Doctor of Dentistry,IA,26196.17
2016-03-01,Doctor of Dentistry,ID,31721.239999999998
2016-03-01,Doctor of Dentistry,IL,180040.33
2016-03-01,Doctor of Dentistry,IN,37853.34
2016-03-01,Doctor of Dentistry,KS,22128.219999999998
2016-03-01,Doctor of Dentistry,KY,63811.590000000004
2016-03-01,Doctor of Dentistry,LA,50826.47
2016-03-01,Doctor of Dentistry,MA,198936.73
2016-03-01,Doctor of Dentistry,MD,108987.47
2016-03-01,Doctor of Dentistry,ME,4811.45
2016-03-01,Doctor of Dentistry,MI,198410.73
2016-03-01,Doctor of Dentistry,MN,105636.73999999999
2016-03-01,Doctor of Dentistry,MO,82061.28
2016-03-01,Doctor of Dentistry,MS,16292.65
2016-03-01,Doctor of Dentistry,MT,8653.2
2016-03-01,Doctor of Dentistry,NC,205708.88
2016-03-01,Doctor of Dentistry,ND,5875.84
2016-03-01,Doctor of Dentistry,NE,19913.06
2016-03-01,Doctor of Dentistry,NH,28675.74
2016-03-01,Doctor of Dentistry,NJ,189593.6
2016-03-01,Doctor of Dentistry,NM,17344.51
2016-03-01,Doctor of Dentistry,NV,64053.21
2016-03-01,Doctor of Dentistry,NY,720347.92
2016-03-01,Doctor of Dentistry,OH,109244.83
2016-03-01,Doctor of Dentistry,OK,30360.1
2016-03-01,Doctor of Dentistry,OR,35966.03
2016-03-01,Doctor of Dentistry,PA,149398.96
2016-03-01,Doctor of Dentistry,PR,3337.84
2016-03-01,Doctor of Dentistry,RI,13944.48
2016-03-01,Doctor of Dentistry,SC,66469.13
2016-03-01,Doctor of Dentistry,SD,2194.19
2016-03-01,Doctor of Dentistry,TN,56343.33
2016-03-01,Doctor of Dentistry,TX,342673.2
2016-03-01,Doctor of Dentistry,US,5238973.96
2016-03-01,Doctor of Dentistry,UT,77079.33
2016-03-01,Doctor of Dentistry,VA,67172.7
2016-03-01,Doctor of Dentistry,VT,2712.97
2016-03-01,Doctor of Dentistry,WA,144132.97
2016-03-01,Doctor of Dentistry,WI,56942.58
2016-03-01,Doctor of Dentistry,WV,8864.59
2016-03-01,Doctor of Dentistry,WY,4480.12
2016-04-01,Doctor of Dentistry,AA,29.55
2016-04-01,Doctor of Dentistry,AE,1637.17
2016-04-01,Doctor of Dentistry,AK,3184.51
2016-04-01,Doctor of Dentistry,AL,46126.21
2016-04-01,Doctor of Dentistry,AP,18.31
2016-04-01,Doctor of Dentistry,AR,28961.02
2016-04-01,Doctor of Dentistry,AZ,258335.33
2016-04-01,Doctor of Dentistry,CA,862786.15
2016-04-01,Doctor of Dentistry,CO,134428.37
2016-04-01,Doctor of Dentistry,CT,87960.53
2016-04-01,Doctor of Dentistry,DC,7561.0599999999995
2016-04-01,Doctor of Dentistry,DE,4637.08
2016-04-01,Doctor of Dentistry,FL,395702.6
2016-04-01,Doctor of Dentistry,GA,154266.73
2016-04-01,Doctor of Dentistry,HI,22824.55
2016-04-01,Doctor of Dentistry,IA,55890.99
2016-04-01,Doctor of Dentistry,ID,28178.23
2016-04-01,Doctor of Dentistry,IL,276719.65
2016-04-01,Doctor of Dentistry,IN,77383.22
2016-04-01,Doctor of Dentistry,KS,65041.18
2016-04-01,Doctor of Dentistry,KY,73551.84
2016-04-01,Doctor of Dentistry,LA,160865.74
2016-04-01,Doctor of Dentistry,MA,254558.9
2016-04-01,Doctor of Dentistry,MD,103724.71
2016-04-01,Doctor of Dentistry,ME,10795.06
2016-04-01,Doctor of Dentistry,MI,261308.03
2016-04-01,Doctor of Dentistry,MN,89863.54
2016-04-01,Doctor of Dentistry,MO,70488.37
2016-04-01,Doctor of Dentistry,MS,21979.45
2016-04-01,Doctor of Dentistry,MT,3509.03
2016-04-01,Doctor of Dentistry,NC,401295.64
2016-04-01,Doctor of Dentistry,ND,6795.38
2016-04-01,Doctor of Dentistry,NE,14346.37
2016-04-01,Doctor of Dentistry,NH,100036.93999999999
2016-04-01,Doctor of Dentistry,NJ,220111.34
2016-04-01,Doctor of Dentistry,NM,35707.25
2016-04-01,Doctor of Dentistry,NV,40668.27
2016-04-01,Doctor of Dentistry,NY,824863.32
2016-04-01,Doctor of Dentistry,OH,146991.98
2016-04-01,Doctor of Dentistry,OK,33103.08
2016-04-01,Doctor of Dentistry,OR,89941.81
2016-04-01,Doctor of Dentistry,PA,323129.61
2016-04-01,Doctor of Dentistry,PR,2354.4
2016-04-01,Doctor of Dentistry,PW,700.0
2016-04-01,Doctor of Dentistry,RI,27338.6
2016-04-01,Doctor of Dentistry,SC,82667.7
2016-04-01,Doctor of Dentistry,SD,4558.64
2016-04-01,Doctor of Dentistry,TN,89509.19
2016-04-01,Doctor of Dentistry,TX,642326.34
2016-04-01,Doctor of Dentistry,US,7315205.6899999995
2016-04-01,Doctor of Dentistry,UT,41569.76
2016-04-01,Doctor of Dentistry,VA,307992.51999999996
2016-04-01,Doctor of Dentistry,VT,6383.82
2016-04-01,Doctor of Dentistry,WA,197070.17
2016-04-01,Doctor of Dentistry,WI,78044.76
2016-04-01,Doctor of Dentistry,WV,32688.6
2016-04-01,Doctor of Dentistry,WY,2693.09
2016-05-01,Doctor of Dentistry,AA,23.86
2016-05-01,Doctor of Dentistry,AE,3000.0
2016-05-01,Doctor of Dentistry,AK,5490.5199999999995
2016-05-01,Doctor of Dentistry,AL,45929.56
2016-05-01,Doctor of Dentistry,AP,150.79
2016-05-01,Doctor of Dentistry,AR,17065.77
2016-05-01,Doctor of Dentistry,AZ,199748.24
2016-05-01,Doctor of Dentistry,CA,2184652.88
2016-05-01,Doctor of Dentistry,CO,96098.17
2016-05-01,Doctor of Dentistry,CT,54502.54
2016-05-01,Doctor of Dentistry,DC,2635.89
2016-05-01,Doctor of Dentistry,DE,3197.11
2016-05-01,Doctor of Dentistry,FL,611361.67
2016-05-01,Doctor of Dentistry,GA,87558.31
2016-05-01,Doctor of Dentistry,HI,9846.87
2016-05-01,Doctor of Dentistry,IA,86333.53
2016-05-01,Doctor of Dentistry,ID,5284.94
2016-05-01,Doctor of Dentistry,IL,244322.95
2016-05-01,Doctor of Dentistry,IN,58644.23
2016-05-01,Doctor of Dentistry,KS,30099.53
2016-05-01,Doctor of Dentistry,KY,62346.0
2016-05-01,Doctor of Dentistry,LA,28242.55
2016-05-01,Doctor of Dentistry,MA,222309.11
2016-05-01,Doctor of Dentistry,MD,103910.41
2016-05-01,Doctor of Dentistry,ME,6154.5
2016-05-01,Doctor of Dentistry,MI,167234.84
2016-05-01,Doctor of Dentistry,MN,132543.74
2016-05-01,Doctor of Dentistry,MO,74263.06999999999
2016-05-01,Doctor of Dentistry,MS,7687.81
2016-05-01,Doctor of Dentistry,MT,4684.52
2016-05-01,Doctor of Dentistry,NC,158744.08
2016-05-01,Doctor of Dentistry,ND,2972.25
2016-05-01,Doctor of Dentistry,NE,27487.88
2016-05-01,Doctor of Dentistry,NH,23864.54
2016-05-01,Doctor of Dentistry,NJ,173491.62
2016-05-01,Doctor of Dentistry,NM,9107.47
2016-05-01,Doctor of Dentistry,NV,31511.99
2016-05-01,Doctor of Dentistry,NY,524769.34
2016-05-01,Doctor of Dentistry,OH,125451.15000000001
2016-05-01,Doctor of Dentistry,OK,51249.69
2016-05-01,Doctor of Dentistry,OR,66874.4
2016-05-01,Doctor of Dentistry,PA,142738.11
2016-05-01,Doctor of Dentistry,PR,11532.55
2016-05-01,Doctor of Dentistry,PW,400.0
2016-05-01,Doctor of Dentistry,RI,7530.63
2016-05-01,Doctor of Dentistry,SC,79328.22
2016-05-01,Doctor of Dentistry,SD,16373.47
2016-05-01,Doctor of Dentistry,TN,44993.0
2016-05-01,Doctor of Dentistry,TX,386974.85
2016-05-01,Doctor of Dentistry,US,7469871.98
2016-05-01,Doctor of Dentistry,UT,56854.39
2016-05-01,Doctor of Dentistry,VA,55600.68
2016-05-01,Doctor of Dentistry,VT,130.85999999999999
2016-05-01,Doctor of Dentistry,WA,768413.7
2016-05-01,Doctor of Dentistry,WI,138319.85
2016-05-01,Doctor of Dentistry,WV,6562.78
2016-05-01,Doctor of Dentistry,WY,3270.5699999999997
2016-06-01,Doctor of Dentistry,AE,1528.0
2016-06-01,Doctor of Dentistry,AK,1384.8400000000001
2016-06-01,Doctor of Dentistry,AL,75874.22
2016-06-01,Doctor of Dentistry,AR,17678.16
2016-06-01,Doctor of Dentistry,AZ,274684.51
2016-06-01,Doctor of Dentistry,CA,1049172.3
2016-06-01,Doctor of Dentistry,CO,108811.26
2016-06-01,Doctor of Dentistry,CT,145673.08
2016-06-01,Doctor of Dentistry,DC,28472.11
2016-06-01,Doctor of Dentistry,DE,18418.32
2016-06-01,Doctor of Dentistry,FL,495048.96
2016-06-01,Doctor of Dentistry,GA,114264.66
2016-06-01,Doctor of Dentistry,HI,14233.49
2016-06-01,Doctor of Dentistry,IA,74645.91
2016-06-01,Doctor of Dentistry,ID,19157.5
2016-06-01,Doctor of Dentistry,IL,217952.24
2016-06-01,Doctor of Dentistry,IN,28324.67
2016-06-01,Doctor of Dentistry,KS,32596.38
2016-06-01,Doctor of Dentistry,KY,51421.64
2016-06-01,Doctor of Dentistry,LA,65270.49
2016-06-01,Doctor of Dentistry,MA,156677.57
2016-06-01,Doctor of Dentistry,MD,65278.6
2016-06-01,Doctor of Dentistry,ME,11844.47
2016-06-01,Doctor of Dentistry,MI,216512.77000000002
2016-06-01,Doctor of Dentistry,MN,121159.87
2016-06-01,Doctor of Dentistry,MO,93278.78
2016-06-01,Doctor of Dentistry,MS,12725.21
2016-06-01,Doctor of Dentistry,MT,13617.4
2016-06-01,Doctor of Dentistry,NC,306294.7
2016-06-01,Doctor of Dentistry,ND,6911.42
2016-06-01,Doctor of Dentistry,NE,18330.78
2016-06-01,Doctor of Dentistry,NH,21670.53
2016-06-01,Doctor of Dentistry,NJ,123187.51
2016-06-01,Doctor of Dentistry,NM,8645.31
2016-06-01,Doctor of Dentistry,NV,88889.84
2016-06-01,Doctor of Dentistry,NY,645430.38
2016-06-01,Doctor of Dentistry,OH,172258.48
2016-06-01,Doctor of Dentistry,OK,36051.74
2016-06-01,Doctor of Dentistry,OR,97861.71
2016-06-01,Doctor of Dentistry,PA,272047.44
2016-06-01,Doctor of Dentistry,PR,2864.66
2016-06-01,Doctor of Dentistry,RI,19270.28
2016-06-01,Doctor of Dentistry,SC,128054.59
2016-06-01,Doctor of Dentistry,SD,6514.32
2016-06-01,Doctor of Dentistry,TN,79779.37
2016-06-01,Doctor of Dentistry,TX,362032.4
2016-06-01,Doctor of Dentistry,US,6344500.36
2016-06-01,Doctor of Dentistry,UT,50506.46
2016-06-01,Doctor of Dentistry,VA,177209.5
2016-06-01,Doctor of Dentistry,VT,867.7
2016-06-01,Doctor of Dentistry,WA,114134.59
2016-06-01,Doctor of Dentistry,WI,70708.46
2016-06-01,Doctor of Dentistry,WV,6633.08
2016-06-01,Doctor of Dentistry,WY,2637.7
2016-07-01,Doctor of Dentistry,AE,2000.0
2016-07-01,Doctor of Dentistry,AK,1266.46
2016-07-01,Doctor of Dentistry,AL,66232.3
2016-07-01,Doctor of Dentistry,AR,8329.77
2016-07-01,Doctor of Dentistry,AZ,192250.83
2016-07-01,Doctor of Dentistry,CA,991400.65
2016-07-01,Doctor of Dentistry,CO,69217.7
2016-07-01,Doctor of Dentistry,CT,92293.64
2016-07-01,Doctor of Dentistry,DC,8960.73
2016-07-01,Doctor of Dentistry,DE,5529.889999999999
2016-07-01,Doctor of Dentistry,FL,417386.33
2016-07-01,Doctor of Dentistry,GA,203871.67
2016-07-01,Doctor of Dentistry,HI,13323.369999999999
2016-07-01,Doctor of Dentistry,IA,43386.29
2016-07-01,Doctor of Dentistry,ID,16163.04
2016-07-01,Doctor of Dentistry,IL,159241.99
2016-07-01,Doctor of Dentistry,IN,39283.840000000004
2016-07-01,Doctor of Dentistry,KS,25801.46
2016-07-01,Doctor of Dentistry,KY,78008.09
2016-07-01,Doctor of Dentistry,LA,54522.7
2016-07-01,Doctor of Dentistry,MA,156876.62
2016-07-01,Doctor of Dentistry,MD,76121.55
2016-07-01,Doctor of Dentistry,ME,3157.08
2016-07-01,Doctor of Dentistry,MI,186510.56
2016-07-01,Doctor of Dentistry,MN,74879.91
2016-07-01,Doctor of Dentistry,MO,122771.45999999999
2016-07-01,Doctor of Dentistry,MS,10067.56
2016-07-01,Doctor of Dentistry,MT,664.63
2016-07-01,Doctor of Dentistry,NC,214533.62
2016-07-01,Doctor of Dentistry,ND,5425.21
2016-07-01,Doctor of Dentistry,NE,23170.46
2016-07-01,Doctor of Dentistry,NH,10163.96
2016-07-01,Doctor of Dentistry,NJ,87908.6
2016-07-01,Doctor of Dentistry,NM,41625.28
2016-07-01,Doctor of Dentistry,NV,18119.07
2016-07-01,Doctor of Dentistry,NY,635850.42
2016-07-01,Doctor of Dentistry,OH,118759.53
2016-07-01,Doctor of Dentistry,OK,52589.200000000004
2016-07-01,Doctor of Dentistry,OR,22500.12
2016-07-01,Doctor of Dentistry,PA,140947.82
2016-07-01,Doctor of Dentistry,PR,4352.48
2016-07-01,Doctor of Dentistry,PW,500.0
2016-07-01,Doctor of Dentistry,RI,1273.38
2016-07-01,Doctor of Dentistry,SC,75307.27
2016-07-01,Doctor of Dentistry,SD,4080.17
2016-07-01,Doctor of Dentistry,TN,51911.58
2016-07-01,Doctor of Dentistry,TX,392112.24
2016-07-01,Doctor of Dentistry,US,5483792.7700000005
2016-07-01,Doctor of Dentistry,UT,77922.56999999999
2016-07-01,Doctor of Dentistry,VA,226219.8
2016-07-01,Doctor of Dentistry,VT,2694.66
2016-07-01,Doctor of Dentistry,WA,78249.2
2016-07-01,Doctor of Dentistry,WI,60573.6
2016-07-01,Doctor of Dentistry,WV,10145.97
