naics_code,year,month,value,industry_name
62151-,2021,01,103.9,Medical and Diagnostic Laboratories
62121-,2021,01,122.0,Offices of Dentists
62111-,2021,01,141.1,Offices of Physicians
6211--,2021,01,141.1,Offices of physicians
5621--,2021,01,151.9,All Other Waste Management Services
56172-,2021,01,123.4,Landscaping Services
561612,2021,01,133.9,Security Systems Services
56151-,2021,01,96.2,Tour Operators
5613--,2021,01,147.5,Employment services
54181-,2021,01,114.2,Other Services Related to Advertising
54161-,2021,01,125.6,Management Consulting Services
5413--,2021,01,174.1,Testing Laboratories and Services
5411--,2021,01,238.0,Legal services
53131-,2021,01,118.8,Other Activities Related to Real Estate
53131-,2021,01,118.8,Real Estate Property Managers
53121-,2021,01,158.8,Offices of Real Estate Agents and Brokers
53112-,2021,01,131.8,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2021,01,131.8,Lessors of Other Real Estate Property
53112-,2021,01,131.8,Lessors of Residential Buildings and Dwellings
53112-,2021,01,131.8,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2021,01,112.7,Other Insurance Related Activities
52411-,2021,01,148.9,Direct Life Health and Medical Insurance Carriers
5221--,2021,01,99.2,Trusts Estates and Agency Accounts
51121-,2021,01,92.2,Software Publishers - DO NOT USE
511---,2021,01,118.3,Record Production and Distribution
48851-,2021,01,98.4,Freight Transportation Arrangement
45431-,2021,01,224.8,Other Direct Selling Establishments - DO NOT USE
45431-,2021,01,224.8,Fuel Dealers - DO NOT USE
454110,2021,01,125.0,Electronic Shopping and Mail-Order Houses - DO NOT USE
45112-,2021,01,82.7,Hobby Toy and Game Stores - DO NOT USE
45111-,2021,01,149.7,Sporting Goods Stores - DO NOT USE
44831-,2021,01,164.3,Jewelry Stores - DO NOT USE
4481--,2021,01,105.8,Clothing stores
4471--,2021,01,129.4,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2021,01,177.7,Pharmacies and Drug Stores - DO NOT USE
4461--,2021,01,146.6,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2021,01,186.5,Other Specialty Food Retailers
44511-,2021,01,178.6,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2021,01,189.7,Other Building Material Dealers - DO NOT USE
4431--,2021,01,88.6,Electronics and Appliance Stores - DO NOT USE
44221-,2021,01,151.0,Floor Covering Stores - DO NOT USE
44211-,2021,01,156.7,Furniture Stores - DO NOT USE
44131-,2021,01,202.5,Automotive Parts and Accessories Stores - DO NOT USE
4249--,2021,01,100.0,Miscellaneous nondurable goods merchant wholesalers
4248--,2021,01,100.0,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2021,01,100.0,Petroleum and Petroleum Products Merchant Wholesalers (excep
4244--,2021,01,100.0,Grocery and related product merchant wholesalers
4243--,2021,01,100.0,Apparel and piece goods merchant wholesalers
4242--,2021,01,100.0,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2021,01,120.8,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2021,01,103.8,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2021,01,118.4,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2021,01,103.7,Professional and commercial equipment and supplies merchant wholesalers
4233--,2021,01,102.7,Lumber and other construction materials merchant wholesalers
4232--,2021,01,105.3,Furniture and home furnishing merchant wholesalers
4231--,2021,01,93.0,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2021,01,138.4,All Other Miscellaneous Manufacturing
33995-,2021,01,129.1,Sign Manufacturing
33992-,2021,01,125.5,Sporting and Athletic Goods Manufacturing
33991-,2021,01,232.2,Jewelry and Silverware Manufacturing
33911-,2021,01,122.3,Medical Equipment and Supplies Manufacturing
33791-,2021,01,155.8,Mattress Manufacturing
33712-,2021,01,141.1,Household and Institutional Furniture Manufacturing
33599-,2021,01,132.5,All Other Electrical Equipment and Component Manufacturing
33591-,2021,01,164.8,Battery Manufacturing
33512-,2021,01,140.5,Lighting Fixture Manufacturing - DO NOT USE
33511-,2021,01,77.7,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2021,01,128.5,Navigational Measuring Electromedical and Control Instrument
33221-,2021,01,139.5,Cutlery and Handtool Manufacturing
33211-,2021,01,132.7,Forging and Stamping
32619-,2021,01,144.7,Other Plastics Product Manufacturing
32616-,2021,01,122.2,Plastics Bottle Manufacturing
32599-,2021,01,147.1,All Other Chemical Product and Preparation Manufacturing
32562-,2021,01,115.8,Toilet Preparation Manufacturing
32561-,2021,01,145.7,Soap and Cleaning Compound Manufacturing
32541-,2021,01,219.8,Pharmaceutical and Medicine Manufacturing
32531-,2021,01,176.5,Fertilizer and Compost Manufacturing
32518-,2021,01,271.6,Other Basic Inorganic Chemical Manufacturing
31699-,2021,01,137.8,Other Leather and Allied Product Manufacturing
31621-,2021,01,135.5,Footwear Manufacturing
31611-,2021,01,185.7,Leather and Hide Tanning and Finishing
31599-,2021,01,135.7,Apparel Accessories and Other Apparel Manufacturing
31524-,2021,01,107.6,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2021,01,125.2,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2021,01,177.2,Carpet and Rug Mills
31331-,2021,01,151.2,Textile and Fabric Finishing Mills
31223-,2021,01,935.1,Tobacco Manufacturing
31214-,2021,01,99.3,Distilleries
31213-,2021,01,128.6,Wineries
31212-,2021,01,142.1,Breweries
31211-,2021,01,145.0,Soft Drink and Ice Manufacturing
31199-,2021,01,136.0,All Other Food Manufacturing
31194-,2021,01,163.2,Seasoning and Dressing Manufacturing
31191-,2021,01,148.8,Snack Food Manufacturing
31181-,2021,01,157.8,Bread and Bakery Product Manufacturing
3118--,2021,01,149.8,Cookie Cracker and Pasta Manufacturing
31171-,2021,01,163.6,Seafood Product Preparation and Packaging
31161-,2021,01,177.2,Animal Slaughtering and Processing
31151-,2021,01,143.6,Dairy Product (except Frozen) Manufacturing
31142-,2021,01,151.3,Fruit and Vegetable Canning Pickling and Drying
31141-,2021,01,136.2,Frozen Food Manufacturing
31135-,2021,01,105.3,Chocolate and Confectionery Manufacturing
31134-,2021,01,154.8,Nonchocolate Confectionery Manufacturing
31123-,2021,01,135.8,Breakfast Cereal Manufacturing
23811X,2021,01,138.7,Flooring Contractors
23811X,2021,01,138.7,All Other Specialty Trade Contractors
23811X,2021,01,138.7,Other Foundation Structure and Building Exterior Contractors
23811X,2021,01,138.7,Masonry Contractors
236221,2021,01,162.3,Commercial and Institutional Building Construction
236211,2021,01,140.4,Other Heavy and Civil Engineering Construction
236211,2021,01,140.4,Highway Street and Bridge Construction
236211,2021,01,140.4,Oil and Gas Pipeline and Related Structures Construction
1133--,2021,01,208.8,Logging
924126,2020,12,157.1,National Security
8113--,2020,12,142.4,Commercial machinery repair and maintenance
721---,2020,12,150.4,Accommodation
71394-,2020,12,106.2,Fitness and Recreational Sports Centers
71391-,2020,12,136.2,All Other Amusement and Recreation Industries
62311-,2020,12,161.5,Nursing Care Facilities (Skilled Nursing Facilities)
62231-,2020,12,163.7,Specialty (except Psychiatric and Substance Abuse) Hospitals
62211-,2020,12,154.5,General Medical and Surgical Hospitals
62199-,2020,12,120.4,All Other Ambulatory Health Care Services
62151-,2020,12,104.0,Medical and Diagnostic Laboratories
62121-,2020,12,121.4,Offices of Dentists
62111-,2020,12,137.6,Offices of Physicians
6211--,2020,12,137.6,Offices of physicians
5621--,2020,12,151.0,All Other Waste Management Services
56172-,2020,12,123.2,Landscaping Services
561612,2020,12,132.9,Security Systems Services
56151-,2020,12,97.5,Tour Operators
5613--,2020,12,146.9,Employment services
54181-,2020,12,114.1,Other Services Related to Advertising
54161-,2020,12,106.6,Management Consulting Services
5413--,2020,12,172.4,Testing Laboratories and Services
5411--,2020,12,235.3,Legal services
53131-,2020,12,118.7,Other Activities Related to Real Estate
53131-,2020,12,118.7,Real Estate Property Managers
53121-,2020,12,156.4,Offices of Real Estate Agents and Brokers
53112-,2020,12,132.8,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2020,12,132.8,Lessors of Other Real Estate Property
53112-,2020,12,132.8,Lessors of Residential Buildings and Dwellings
53112-,2020,12,132.8,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2020,12,112.8,Other Insurance Related Activities
52411-,2020,12,148.2,Direct Life Health and Medical Insurance Carriers
5221--,2020,12,97.8,Trusts Estates and Agency Accounts
51121-,2020,12,92.5,Software Publishers - DO NOT USE
511---,2020,12,118.1,Record Production and Distribution
48851-,2020,12,99.3,Freight Transportation Arrangement
45431-,2020,12,218.3,Other Direct Selling Establishments - DO NOT USE
45431-,2020,12,218.3,Fuel Dealers - DO NOT USE
454110,2020,12,117.6,Electronic Shopping and Mail-Order Houses - DO NOT USE
45112-,2020,12,82.6,Hobby Toy and Game Stores - DO NOT USE
45111-,2020,12,146.0,Sporting Goods Stores - DO NOT USE
44831-,2020,12,165.9,Jewelry Stores - DO NOT USE
4481--,2020,12,122.4,Clothing stores
4471--,2020,12,127.5,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2020,12,183.0,Pharmacies and Drug Stores - DO NOT USE
4461--,2020,12,149.3,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2020,12,183.8,Other Specialty Food Retailers
44511-,2020,12,175.0,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2020,12,177.6,Other Building Material Dealers - DO NOT USE
4431--,2020,12,83.3,Electronics and Appliance Stores - DO NOT USE
44221-,2020,12,156.2,Floor Covering Stores - DO NOT USE
44211-,2020,12,156.2,Furniture Stores - DO NOT USE
44131-,2020,12,203.8,Automotive Parts and Accessories Stores - DO NOT USE
4249--,2020,12,106.9,Miscellaneous nondurable goods merchant wholesalers
4248--,2020,12,100.2,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2020,12,93.5,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2020,12,100.0,Grain and Field Bean Merchant Wholesalers
4245--,2020,12,100.0,Other Farm Product Raw Material Merchant Wholesalers
4244--,2020,12,99.6,Grocery and related product merchant wholesalers
4243--,2020,12,99.5,Apparel and piece goods merchant wholesalers
4242--,2020,12,102.2,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2020,12,117.0,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2020,12,104.4,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2020,12,111.5,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2020,12,105.6,Professional and commercial equipment and supplies merchant wholesalers
4233--,2020,12,106.1,Lumber and other construction materials merchant wholesalers
4232--,2020,12,104.9,Furniture and home furnishing merchant wholesalers
4231--,2020,12,100.0,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2020,12,137.9,All Other Miscellaneous Manufacturing
33995-,2020,12,128.9,Sign Manufacturing
33992-,2020,12,124.9,Sporting and Athletic Goods Manufacturing
33991-,2020,12,229.9,Jewelry and Silverware Manufacturing
33911-,2020,12,122.1,Medical Equipment and Supplies Manufacturing
33791-,2020,12,154.7,Mattress Manufacturing
33712-,2020,12,140.5,Household and Institutional Furniture Manufacturing
33599-,2020,12,140.3,All Other Electrical Equipment and Component Manufacturing
33591-,2020,12,165.4,Battery Manufacturing
33512-,2020,12,140.2,Lighting Fixture Manufacturing - DO NOT USE
33511-,2020,12,78.1,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2020,12,128.3,Navigational Measuring Electromedical and Control Instrument
33221-,2020,12,139.0,Cutlery and Handtool Manufacturing
33211-,2020,12,130.2,Forging and Stamping
32619-,2020,12,144.4,Other Plastics Product Manufacturing
32616-,2020,12,120.5,Plastics Bottle Manufacturing
32599-,2020,12,146.8,All Other Chemical Product and Preparation Manufacturing
32562-,2020,12,115.8,Toilet Preparation Manufacturing
32561-,2020,12,145.9,Soap and Cleaning Compound Manufacturing
32541-,2020,12,216.2,Pharmaceutical and Medicine Manufacturing
32531-,2020,12,170.5,Fertilizer and Compost Manufacturing
32518-,2020,12,270.4,Other Basic Inorganic Chemical Manufacturing
31699-,2020,12,137.7,Other Leather and Allied Product Manufacturing
31621-,2020,12,135.6,Footwear Manufacturing
31611-,2020,12,180.0,Leather and Hide Tanning and Finishing
31599-,2020,12,135.3,Apparel Accessories and Other Apparel Manufacturing
31524-,2020,12,107.6,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2020,12,124.0,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2020,12,176.6,Carpet and Rug Mills
31331-,2020,12,148.8,Textile and Fabric Finishing Mills
31223-,2020,12,930.1,Tobacco Manufacturing
31214-,2020,12,99.3,Distilleries
31213-,2020,12,128.5,Wineries
31212-,2020,12,142.1,Breweries
31211-,2020,12,143.2,Soft Drink and Ice Manufacturing
31199-,2020,12,136.1,All Other Food Manufacturing
31194-,2020,12,163.2,Seasoning and Dressing Manufacturing
31191-,2020,12,148.6,Snack Food Manufacturing
31181-,2020,12,157.4,Bread and Bakery Product Manufacturing
3118--,2020,12,149.5,Cookie Cracker and Pasta Manufacturing
31171-,2020,12,160.5,Seafood Product Preparation and Packaging
31161-,2020,12,177.5,Animal Slaughtering and Processing
31151-,2020,12,146.0,Dairy Product (except Frozen) Manufacturing
31142-,2020,12,150.8,Fruit and Vegetable Canning Pickling and Drying
31141-,2020,12,136.4,Frozen Food Manufacturing
31135-,2020,12,105.1,Chocolate and Confectionery Manufacturing
31134-,2020,12,155.4,Nonchocolate Confectionery Manufacturing
31123-,2020,12,135.8,Breakfast Cereal Manufacturing
23811X,2020,12,138.0,Flooring Contractors
23811X,2020,12,138.0,All Other Specialty Trade Contractors
23811X,2020,12,138.0,Other Foundation Structure and Building Exterior Contractors
23811X,2020,12,138.0,Masonry Contractors
236221,2020,12,161.9,Commercial and Institutional Building Construction
236211,2020,12,140.2,Other Heavy and Civil Engineering Construction
236211,2020,12,140.2,Highway Street and Bridge Construction
236211,2020,12,140.2,Oil and Gas Pipeline and Related Structures Construction
1133--,2020,12,201.2,Logging
924126,2020,11,156.8,National Security
8113--,2020,11,142.3,Commercial machinery repair and maintenance
721---,2020,11,148.7,Accommodation
71394-,2020,11,106.2,Fitness and Recreational Sports Centers
71391-,2020,11,133.1,All Other Amusement and Recreation Industries
62311-,2020,11,161.6,Nursing Care Facilities (Skilled Nursing Facilities)
62231-,2020,11,163.7,Specialty (except Psychiatric and Substance Abuse) Hospitals
62211-,2020,11,154.6,General Medical and Surgical Hospitals
62199-,2020,11,120.5,All Other Ambulatory Health Care Services
62151-,2020,11,103.9,Medical and Diagnostic Laboratories
62121-,2020,11,121.4,Offices of Dentists
62111-,2020,11,137.7,Offices of Physicians
6211--,2020,11,137.7,Offices of physicians
5621--,2020,11,151.5,All Other Waste Management Services
56172-,2020,11,123.3,Landscaping Services
561612,2020,11,133.9,Security Systems Services
56151-,2020,11,96.5,Tour Operators
5613--,2020,11,146.2,Employment services
54181-,2020,11,114.1,Other Services Related to Advertising
54161-,2020,11,107.3,Management Consulting Services
5413--,2020,11,171.3,Testing Laboratories and Services
5411--,2020,11,234.9,Legal services
53131-,2020,11,118.3,Other Activities Related to Real Estate
53131-,2020,11,118.3,Real Estate Property Managers
53121-,2020,11,154.9,Offices of Real Estate Agents and Brokers
53112-,2020,11,133.4,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2020,11,133.4,Lessors of Other Real Estate Property
53112-,2020,11,133.4,Lessors of Residential Buildings and Dwellings
53112-,2020,11,133.4,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2020,11,112.7,Other Insurance Related Activities
52411-,2020,11,148.1,Direct Life Health and Medical Insurance Carriers
5221--,2020,11,97.9,Trusts Estates and Agency Accounts
51121-,2020,11,93.3,Software Publishers - DO NOT USE
511---,2020,11,119.0,Record Production and Distribution
48851-,2020,11,102.5,Freight Transportation Arrangement
45431-,2020,11,224.6,Other Direct Selling Establishments - DO NOT USE
45431-,2020,11,224.6,Fuel Dealers - DO NOT USE
454110,2020,11,119.3,Electronic Shopping and Mail-Order Houses - DO NOT USE
45112-,2020,11,82.6,Hobby Toy and Game Stores - DO NOT USE
45111-,2020,11,145.6,Sporting Goods Stores - DO NOT USE
44831-,2020,11,165.8,Jewelry Stores - DO NOT USE
4481--,2020,11,124.3,Clothing stores
4471--,2020,11,136.3,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2020,11,188.5,Pharmacies and Drug Stores - DO NOT USE
4461--,2020,11,153.4,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2020,11,186.3,Other Specialty Food Retailers
44511-,2020,11,177.6,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2020,11,177.5,Other Building Material Dealers - DO NOT USE
4431--,2020,11,81.4,Electronics and Appliance Stores - DO NOT USE
44221-,2020,11,156.7,Floor Covering Stores - DO NOT USE
44211-,2020,11,155.3,Furniture Stores - DO NOT USE
44131-,2020,11,206.0,Automotive Parts and Accessories Stores - DO NOT USE
4249--,2020,11,106.7,Miscellaneous nondurable goods merchant wholesalers
4248--,2020,11,101.2,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2020,11,93.9,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2020,11,100.0,Grain and Field Bean Merchant Wholesalers
4245--,2020,11,100.0,Other Farm Product Raw Material Merchant Wholesalers
4244--,2020,11,99.7,Grocery and related product merchant wholesalers
4243--,2020,11,98.8,Apparel and piece goods merchant wholesalers
4242--,2020,11,103.3,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2020,11,117.5,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2020,11,103.8,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2020,11,106.4,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2020,11,105.4,Professional and commercial equipment and supplies merchant wholesalers
4233--,2020,11,106.8,Lumber and other construction materials merchant wholesalers
4232--,2020,11,107.4,Furniture and home furnishing merchant wholesalers
4231--,2020,11,98.7,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2020,11,137.9,All Other Miscellaneous Manufacturing
33995-,2020,11,128.9,Sign Manufacturing
33992-,2020,11,124.9,Sporting and Athletic Goods Manufacturing
33991-,2020,11,229.8,Jewelry and Silverware Manufacturing
33911-,2020,11,122.3,Medical Equipment and Supplies Manufacturing
33791-,2020,11,155.0,Mattress Manufacturing
33712-,2020,11,140.5,Household and Institutional Furniture Manufacturing
33599-,2020,11,140.3,All Other Electrical Equipment and Component Manufacturing
33591-,2020,11,165.4,Battery Manufacturing
33512-,2020,11,140.2,Lighting Fixture Manufacturing - DO NOT USE
33511-,2020,11,77.4,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2020,11,128.3,Navigational Measuring Electromedical and Control Instrument
33221-,2020,11,138.7,Cutlery and Handtool Manufacturing
33211-,2020,11,129.6,Forging and Stamping
32619-,2020,11,143.9,Other Plastics Product Manufacturing
32616-,2020,11,120.2,Plastics Bottle Manufacturing
32599-,2020,11,146.3,All Other Chemical Product and Preparation Manufacturing
32562-,2020,11,115.8,Toilet Preparation Manufacturing
32561-,2020,11,144.9,Soap and Cleaning Compound Manufacturing
32541-,2020,11,216.3,Pharmaceutical and Medicine Manufacturing
32531-,2020,11,166.9,Fertilizer and Compost Manufacturing
32518-,2020,11,270.1,Other Basic Inorganic Chemical Manufacturing
31699-,2020,11,137.7,Other Leather and Allied Product Manufacturing
31621-,2020,11,135.6,Footwear Manufacturing
31611-,2020,11,175.8,Leather and Hide Tanning and Finishing
31599-,2020,11,134.4,Apparel Accessories and Other Apparel Manufacturing
31524-,2020,11,107.7,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2020,11,124.0,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2020,11,176.6,Carpet and Rug Mills
31331-,2020,11,148.6,Textile and Fabric Finishing Mills
31223-,2020,11,929.2,Tobacco Manufacturing
31214-,2020,11,121.1,Distilleries
31213-,2020,11,128.6,Wineries
31212-,2020,11,142.1,Breweries
31211-,2020,11,142.9,Soft Drink and Ice Manufacturing
31199-,2020,11,136.3,All Other Food Manufacturing
31194-,2020,11,163.1,Seasoning and Dressing Manufacturing
31191-,2020,11,148.9,Snack Food Manufacturing
31181-,2020,11,156.9,Bread and Bakery Product Manufacturing
3118--,2020,11,149.4,Cookie Cracker and Pasta Manufacturing
31171-,2020,11,161.0,Seafood Product Preparation and Packaging
31161-,2020,11,177.6,Animal Slaughtering and Processing
31151-,2020,11,150.5,Dairy Product (except Frozen) Manufacturing
31142-,2020,11,150.9,Fruit and Vegetable Canning Pickling and Drying
31141-,2020,11,135.2,Frozen Food Manufacturing
31135-,2020,11,105.8,Chocolate and Confectionery Manufacturing
31134-,2020,11,155.0,Nonchocolate Confectionery Manufacturing
31123-,2020,11,135.8,Breakfast Cereal Manufacturing
23811X,2020,11,138.2,Flooring Contractors
23811X,2020,11,138.2,All Other Specialty Trade Contractors
23811X,2020,11,138.2,Other Foundation Structure and Building Exterior Contractors
23811X,2020,11,138.2,Masonry Contractors
236221,2020,11,162.0,Commercial and Institutional Building Construction
236211,2020,11,139.8,Other Heavy and Civil Engineering Construction
236211,2020,11,139.8,Highway Street and Bridge Construction
236211,2020,11,139.8,Oil and Gas Pipeline and Related Structures Construction
1133--,2020,11,200.9,Logging
924126,2020,10,156.9,National Security
8113--,2020,10,142.3,Commercial machinery repair and maintenance
721---,2020,10,152.1,Accommodation
71394-,2020,10,106.1,Fitness and Recreational Sports Centers
71391-,2020,10,131.6,All Other Amusement and Recreation Industries
62311-,2020,10,161.7,Nursing Care Facilities (Skilled Nursing Facilities)
62231-,2020,10,161.6,Specialty (except Psychiatric and Substance Abuse) Hospitals
62211-,2020,10,154.6,General Medical and Surgical Hospitals
62199-,2020,10,120.4,All Other Ambulatory Health Care Services
62151-,2020,10,103.9,Medical and Diagnostic Laboratories
62121-,2020,10,121.4,Offices of Dentists
62111-,2020,10,137.7,Offices of Physicians
6211--,2020,10,137.7,Offices of physicians
5621--,2020,10,151.4,All Other Waste Management Services
56172-,2020,10,123.3,Landscaping Services
561612,2020,10,132.6,Security Systems Services
56151-,2020,10,97.1,Tour Operators
5613--,2020,10,146.3,Employment services
54181-,2020,10,113.9,Other Services Related to Advertising
54161-,2020,10,107.2,Management Consulting Services
5413--,2020,10,170.2,Testing Laboratories and Services
5411--,2020,10,234.9,Legal services
53131-,2020,10,119.1,Other Activities Related to Real Estate
53131-,2020,10,119.1,Real Estate Property Managers
53121-,2020,10,153.3,Offices of Real Estate Agents and Brokers
53112-,2020,10,132.3,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2020,10,132.3,Lessors of Other Real Estate Property
53112-,2020,10,132.3,Lessors of Residential Buildings and Dwellings
53112-,2020,10,132.3,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2020,10,112.6,Other Insurance Related Activities
52411-,2020,10,148.1,Direct Life Health and Medical Insurance Carriers
5221--,2020,10,95.5,Trusts Estates and Agency Accounts
51121-,2020,10,93.4,Software Publishers - DO NOT USE
511---,2020,10,118.8,Record Production and Distribution
48851-,2020,10,105.1,Freight Transportation Arrangement
45431-,2020,10,228.3,Other Direct Selling Establishments - DO NOT USE
45431-,2020,10,228.3,Fuel Dealers - DO NOT USE
454110,2020,10,122.6,Electronic Shopping and Mail-Order Houses - DO NOT USE
45112-,2020,10,82.7,Hobby Toy and Game Stores - DO NOT USE
45111-,2020,10,151.4,Sporting Goods Stores - DO NOT USE
44831-,2020,10,167.0,Jewelry Stores - DO NOT USE
4481--,2020,10,131.5,Clothing stores
4471--,2020,10,141.4,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2020,10,183.9,Pharmacies and Drug Stores - DO NOT USE
4461--,2020,10,150.3,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2020,10,186.1,Other Specialty Food Retailers
44511-,2020,10,179.2,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2020,10,196.4,Other Building Material Dealers - DO NOT USE
4431--,2020,10,90.5,Electronics and Appliance Stores - DO NOT USE
44221-,2020,10,152.3,Floor Covering Stores - DO NOT USE
44211-,2020,10,153.6,Furniture Stores - DO NOT USE
44131-,2020,10,206.2,Automotive Parts and Accessories Stores - DO NOT USE
4249--,2020,10,109.0,Miscellaneous nondurable goods merchant wholesalers
4248--,2020,10,100.6,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2020,10,95.0,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2020,10,100.0,Grain and Field Bean Merchant Wholesalers
4245--,2020,10,100.0,Other Farm Product Raw Material Merchant Wholesalers
4244--,2020,10,98.9,Grocery and related product merchant wholesalers
4243--,2020,10,98.0,Apparel and piece goods merchant wholesalers
4242--,2020,10,104.0,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2020,10,113.5,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2020,10,104.1,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2020,10,104.1,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2020,10,106.0,Professional and commercial equipment and supplies merchant wholesalers
4233--,2020,10,101.8,Lumber and other construction materials merchant wholesalers
4232--,2020,10,104.7,Furniture and home furnishing merchant wholesalers
4231--,2020,10,98.3,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2020,10,137.9,All Other Miscellaneous Manufacturing
33995-,2020,10,128.9,Sign Manufacturing
33992-,2020,10,124.9,Sporting and Athletic Goods Manufacturing
33991-,2020,10,228.7,Jewelry and Silverware Manufacturing
33911-,2020,10,122.1,Medical Equipment and Supplies Manufacturing
33791-,2020,10,154.1,Mattress Manufacturing
33712-,2020,10,140.4,Household and Institutional Furniture Manufacturing
33599-,2020,10,140.3,All Other Electrical Equipment and Component Manufacturing
33591-,2020,10,166.3,Battery Manufacturing
33512-,2020,10,140.4,Lighting Fixture Manufacturing - DO NOT USE
33511-,2020,10,77.4,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2020,10,128.3,Navigational Measuring Electromedical and Control Instrument
33221-,2020,10,138.1,Cutlery and Handtool Manufacturing
33211-,2020,10,129.3,Forging and Stamping
32619-,2020,10,143.5,Other Plastics Product Manufacturing
32616-,2020,10,119.8,Plastics Bottle Manufacturing
32599-,2020,10,146.4,All Other Chemical Product and Preparation Manufacturing
32562-,2020,10,115.8,Toilet Preparation Manufacturing
32561-,2020,10,145.1,Soap and Cleaning Compound Manufacturing
32541-,2020,10,216.3,Pharmaceutical and Medicine Manufacturing
32531-,2020,10,163.2,Fertilizer and Compost Manufacturing
32518-,2020,10,268.4,Other Basic Inorganic Chemical Manufacturing
31699-,2020,10,137.7,Other Leather and Allied Product Manufacturing
31621-,2020,10,135.6,Footwear Manufacturing
31611-,2020,10,172.3,Leather and Hide Tanning and Finishing
31599-,2020,10,134.2,Apparel Accessories and Other Apparel Manufacturing
31524-,2020,10,107.7,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2020,10,124.3,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2020,10,175.3,Carpet and Rug Mills
31331-,2020,10,148.2,Textile and Fabric Finishing Mills
31223-,2020,10,912.7,Tobacco Manufacturing
31214-,2020,10,121.4,Distilleries
31213-,2020,10,128.4,Wineries
31212-,2020,10,141.8,Breweries
31211-,2020,10,142.8,Soft Drink and Ice Manufacturing
31199-,2020,10,137.5,All Other Food Manufacturing
31194-,2020,10,163.1,Seasoning and Dressing Manufacturing
31191-,2020,10,149.0,Snack Food Manufacturing
31181-,2020,10,156.8,Bread and Bakery Product Manufacturing
