client_name,year,industry_code,industry_name,euromonitor_category,country,data_type,forecast_flag,yoy_growth_L1,yoy_growth_L2
ALIGNMENT HEALTHCARE USA LLC,2019,54161,Management Consulting Services,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.052885178333,0.09939443985405116
ALIGNMENT HEALTHCARE USA LLC,2020,54161,Management Consulting Services,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,-0.038953358841,0.01187176416276925
ALIGNMENT HEALTHCARE USA LLC,2021,54161,Management Consulting Services,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.09395837524799999,0.05134502209919556
ALIGNMENT HEALTHCARE USA LLC,2022,54161,Management Consulting Services,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.120261685493,0.22551965331411772
ALIGNMENT HEALTHCARE USA LLC,2023,54161,Management Consulting Services,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.067239245873,0.19558723640595632
ALIGNMENT HEALTHCARE USA LLC,2024,54161,Management Consulting Services,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.050807100489,0.12146257748395461
ALIGNMENT HEALTHCARE USA LLC,2025,54161,Management Consulting Services,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.046456077183,0.09962347625353174
ALLAQUARIA LLC,2015,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.050596942911,
ALLAQUARIA LLC,2016,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.026311348305000003,
ALLAQUARIA LLC,2017,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.060762892164,0.08867299408921125
ALLAQUARIA LLC,2018,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.064022514739,0.12867560006245982
ALLAQUARIA LLC,2019,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.028115943812999998,0.09393851197880876
ALLAQUARIA LLC,2020,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,-0.02740848283,-6.315438044102173e-05
ALLAQUARIA LLC,2021,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.089232559192,0.05937834729559954
ALLAQUARIA LLC,2022,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.135968525074,0.23733390372732388
ALLAQUARIA LLC,2023,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.074258606917,0.2203239652472555
ALLAQUARIA LLC,2024,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.05258640206,0.13075000193720876
ALLAQUARIA LLC,2025,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.046480620949000004,0.10151127163033102
ALLERGAN INC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.060726656375,
ALLERGAN INC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.044130510353999994,
ALLERGAN INC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.038356369608,0.08417956612861288
ALLERGAN INC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.037771208769,0.07757634482117326
ALLERGAN INC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.033669683214,0.07271263661708627
ALLERGAN INC,2020,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.052251469693,0.08768044333928104
ALLERGAN INC,2021,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.018289283763,0.07149639541228736
ALLERGAN INC,2022,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.04452656053,0.06363020319402302
ALLERGAN INC,2023,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.036978164948,0.0831512359783364
ALLERGAN INC,2024,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.033227103846,0.07143394612132137
ALLERGAN INC,2025,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.030915837796,0.0651701853957587
ALLIED PHYSICIANS GROUP PLLC,2015,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.06462110058000001,
ALLIED PHYSICIANS GROUP PLLC,2016,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.048862186327000005,
ALLIED PHYSICIANS GROUP PLLC,2017,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.039346256111,0.09013098653532836
ALLIED PHYSICIANS GROUP PLLC,2018,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.044173156274,0.0852574607051424
ALLIED PHYSICIANS GROUP PLLC,2019,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.052885178333,0.09939443985405116
ALLIED PHYSICIANS GROUP PLLC,2020,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,-0.038953358841,0.01187176416276925
ALLIED PHYSICIANS GROUP PLLC,2021,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.09395837524799999,0.05134502209919556
ALLIED PHYSICIANS GROUP PLLC,2022,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.120261685493,0.22551965331411772
ALLIED PHYSICIANS GROUP PLLC,2023,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.067239245873,0.19558723640595632
ALLIED PHYSICIANS GROUP PLLC,2024,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.050807100489,0.12146257748395461
ALLIED PHYSICIANS GROUP PLLC,2025,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.046456077183,0.09962347625353174
ALPA LAUNDRY SERVICES LLC,2015,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,False,0.049408304666,
ALPA LAUNDRY SERVICES LLC,2016,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,False,0.037986268259,
ALPA LAUNDRY SERVICES LLC,2017,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,False,0.04058570071,0.08011366828358413
ALPA LAUNDRY SERVICES LLC,2018,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,False,0.065761477809,0.10901615417509913
ALPA LAUNDRY SERVICES LLC,2019,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,False,0.044337682234,0.11301487154950052
ALPA LAUNDRY SERVICES LLC,2020,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,False,0.073135150335,0.1207154756252049
ALPA LAUNDRY SERVICES LLC,2021,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,False,0.17023452246200002,0.2558198001892995
ALPA LAUNDRY SERVICES LLC,2022,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,True,0.023204691069,0.19738945303337374
ALPA LAUNDRY SERVICES LLC,2023,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,True,0.015010487436,0.03856349222825739
ALPA LAUNDRY SERVICES LLC,2024,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,True,0.034465369946,0.04999319938434588
ALPA LAUNDRY SERVICES LLC,2025,81149,Other Personal and Household Goods Repair and Maintenance,Consumer Expenditure on Household Goods and Services,USA,Socio-economic indicators,True,0.044380361427,0.08037531694815092
ALPHAMED BOTTLES INC,2015,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.041953337429,
ALPHAMED BOTTLES INC,2016,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.040787271881,
ALPHAMED BOTTLES INC,2017,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.035008326154,0.0772234921521413
ALPHAMED BOTTLES INC,2018,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.034423462424000004,0.07063689637830661
ALPHAMED BOTTLES INC,2019,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.022729481702,0.05793537158591433
ALPHAMED BOTTLES INC,2020,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,-0.01420570762,0.008200885710540673
ALPHAMED BOTTLES INC,2021,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.10694366618000001,0.09121874810642505
ALPHAMED BOTTLES INC,2022,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,True,0.057645926136999995,0.17075445899871933
ALPHAMED BOTTLES INC,2023,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,True,0.047212493404,0.10758002744813266
ALPHAMED BOTTLES INC,2024,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,True,0.042181084851,0.09138505244532591
ALPHAMED BOTTLES INC,2025,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,True,0.036773928049,0.08050617707918373
ALPHAMED REALTY LLC,2015,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.041953337429,
ALPHAMED REALTY LLC,2016,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.040787271881,
ALPHAMED REALTY LLC,2017,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.035008326154,0.0772234921521413
ALPHAMED REALTY LLC,2018,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.034423462424000004,0.07063689637830661
ALPHAMED REALTY LLC,2019,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.022729481702,0.05793537158591433
ALPHAMED REALTY LLC,2020,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,-0.01420570762,0.008200885710540673
ALPHAMED REALTY LLC,2021,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,False,0.10694366618000001,0.09121874810642505
ALPHAMED REALTY LLC,2022,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,True,0.057645926136999995,0.17075445899871933
ALPHAMED REALTY LLC,2023,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,True,0.047212493404,0.10758002744813266
ALPHAMED REALTY LLC,2024,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,True,0.042181084851,0.09138505244532591
ALPHAMED REALTY LLC,2025,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,True,0.036773928049,0.08050617707918373
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2015,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.050596942911,
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2016,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.026311348305000003,
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2017,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.060762892164,0.08867299408921125
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2018,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.064022514739,0.12867560006245982
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2019,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.028115943812999998,0.09393851197880876
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2020,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,-0.02740848283,-6.315438044102173e-05
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2021,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.089232559192,0.05937834729559954
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2022,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.135968525074,0.23733390372732388
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2023,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.074258606917,0.2203239652472555
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2024,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.05258640206,0.13075000193720876
ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,2025,54189,Other Services Related to Advertising,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.046480620949000004,0.10151127163033102
AMA2 LLC,2015,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,False,0.027825161948999998,
AMA2 LLC,2016,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,False,0.003940252655,
AMA2 LLC,2017,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,False,0.010838556865,0.014821516173326721
AMA2 LLC,2018,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,False,0.020229744171,0.03128756226912266
AMA2 LLC,2019,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,False,0.017828021777000002,0.038418422268031716
AMA2 LLC,2020,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,False,0.173350087331,0.19426859824043863
AMA2 LLC,2021,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,False,-0.008251548911999999,0.1636681316941735
AMA2 LLC,2022,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,True,0.058669222543000006,0.04993356167165919
AMA2 LLC,2023,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,True,0.049278397707,0.11083874553212802
AMA2 LLC,2024,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,True,0.043604470101,0.0950316262277644
AMA2 LLC,2025,42446,Fish and Seafood Merchant Wholesalers,Fresh Food,USA,Retail Value RSP,True,0.038486237947,0.08376888006069327
AMERICAN DIAGNOSTIC CORP,2015,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.060726656375,
AMERICAN DIAGNOSTIC CORP,2016,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.044130510353999994,
AMERICAN DIAGNOSTIC CORP,2017,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.038356369608,0.08417956612861288
AMERICAN DIAGNOSTIC CORP,2018,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.037771208769,0.07757634482117326
AMERICAN DIAGNOSTIC CORP,2019,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.033669683214,0.07271263661708627
AMERICAN DIAGNOSTIC CORP,2020,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.052251469693,0.08768044333928104
AMERICAN DIAGNOSTIC CORP,2021,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.018289283763,0.07149639541228736
AMERICAN DIAGNOSTIC CORP,2022,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.04452656053,0.06363020319402302
AMERICAN DIAGNOSTIC CORP,2023,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.036978164948,0.0831512359783364
AMERICAN DIAGNOSTIC CORP,2024,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.033227103846,0.07143394612132137
AMERICAN DIAGNOSTIC CORP,2025,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.030915837796,0.0651701853957587
AMERICAN FASHION ACCESSORIES INC,2015,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.050596942911,
AMERICAN FASHION ACCESSORIES INC,2016,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.026311348305000003,
AMERICAN FASHION ACCESSORIES INC,2017,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.060762892164,0.08867299408921125
AMERICAN FASHION ACCESSORIES INC,2018,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.064022514739,0.12867560006245982
AMERICAN FASHION ACCESSORIES INC,2019,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.028115943812999998,0.09393851197880876
AMERICAN FASHION ACCESSORIES INC,2020,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,-0.02740848283,-6.315438044102173e-05
AMERICAN FASHION ACCESSORIES INC,2021,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.089232559192,0.05937834729559954
AMERICAN FASHION ACCESSORIES INC,2022,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.135968525074,0.23733390372732388
AMERICAN FASHION ACCESSORIES INC,2023,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.074258606917,0.2203239652472555
AMERICAN FASHION ACCESSORIES INC,2024,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.05258640206,0.13075000193720876
AMERICAN FASHION ACCESSORIES INC,2025,45399,All Other Miscellaneous Store Retailers - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.046480620949000004,0.10151127163033102
AMERICAN REGENT INC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.060726656375,
AMERICAN REGENT INC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.044130510353999994,
AMERICAN REGENT INC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.038356369608,0.08417956612861288
AMERICAN REGENT INC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.037771208769,0.07757634482117326
AMERICAN REGENT INC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.033669683214,0.07271263661708627
AMERICAN REGENT INC,2020,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.052251469693,0.08768044333928104
AMERICAN REGENT INC,2021,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.018289283763,0.07149639541228736
AMERICAN REGENT INC,2022,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.04452656053,0.06363020319402302
AMERICAN REGENT INC,2023,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.036978164948,0.0831512359783364
AMERICAN REGENT INC,2024,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.033227103846,0.07143394612132137
AMERICAN REGENT INC,2025,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.030915837796,0.0651701853957587
AMGEN INC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.060726656375,
AMGEN INC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.044130510353999994,
AMGEN INC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.038356369608,0.08417956612861288
AMGEN INC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.037771208769,0.07757634482117326
AMGEN INC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.033669683214,0.07271263661708627
AMGEN INC,2020,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.052251469693,0.08768044333928104
AMGEN INC,2021,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.018289283763,0.07149639541228736
AMGEN INC,2022,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.04452656053,0.06363020319402302
AMGEN INC,2023,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.036978164948,0.0831512359783364
AMGEN INC,2024,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.033227103846,0.07143394612132137
AMGEN INC,2025,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.030915837796,0.0651701853957587
AMICK FARMS LLC,2015,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.024057104226,
AMICK FARMS LLC,2016,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.018442245077,
AMICK FARMS LLC,2017,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.034461662119,0.053539457613873465
AMICK FARMS LLC,2018,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.025529155217000003,0.060870594456963634
AMICK FARMS LLC,2019,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.029467340739,0.055748772272041114
AMICK FARMS LLC,2020,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.10730204956,0.13993129635576906
AMICK FARMS LLC,2021,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.040037388309,0.1516355316935072
AMICK FARMS LLC,2022,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,True,0.073785859626,0.11677744104855758
AMICK FARMS LLC,2023,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,True,0.041265195041,0.11809584255554806
AMICK FARMS LLC,2024,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,True,0.04036956929,0.08330062248168835
AMICK FARMS LLC,2025,11232,Broilers and Other Meat Type Chicken Production,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,True,0.040206369154,0.08219905225021717
AMNEAL PHARMACEUTICALS LLC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.060726656375,
AMNEAL PHARMACEUTICALS LLC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.044130510353999994,
AMNEAL PHARMACEUTICALS LLC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.038356369608,0.08417956612861288
AMNEAL PHARMACEUTICALS LLC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.037771208769,0.07757634482117326
AMNEAL PHARMACEUTICALS LLC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.033669683214,0.07271263661708627
AMNEAL PHARMACEUTICALS LLC,2020,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.052251469693,0.08768044333928104
AMNEAL PHARMACEUTICALS LLC,2021,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,False,0.018289283763,0.07149639541228736
AMNEAL PHARMACEUTICALS LLC,2022,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.04452656053,0.06363020319402302
AMNEAL PHARMACEUTICALS LLC,2023,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.036978164948,0.0831512359783364
AMNEAL PHARMACEUTICALS LLC,2024,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.033227103846,0.07143394612132137
AMNEAL PHARMACEUTICALS LLC,2025,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,True,0.030915837796,0.0651701853957587
ANESTHESIA BUSINESS CONSULTANTS INC,2015,56111,Office Administrative Services,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.050596942911,
